#2022-05-02
#16:15:11
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 70; Y End: 120; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -124.054; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	607.4648E+0	4.398E+3
2E+0	607.5865E+0	4.5E+3
3E+0	607.7082E+0	4.637E+3
4E+0	607.83E+0	4.604E+3
5E+0	607.9517E+0	4.533E+3
6E+0	608.0734E+0	4.444E+3
7E+0	608.1952E+0	4.651E+3
8E+0	608.3169E+0	4.578E+3
9E+0	608.4387E+0	4.634E+3
10E+0	608.5604E+0	4.56E+3
11E+0	608.6821E+0	4.68E+3
12E+0	608.8039E+0	4.549E+3
13E+0	608.9256E+0	4.687E+3
14E+0	609.0474E+0	4.657E+3
15E+0	609.1691E+0	4.596E+3
16E+0	609.2909E+0	4.634E+3
17E+0	609.4126E+0	4.625E+3
18E+0	609.5344E+0	4.614E+3
19E+0	609.6561E+0	4.702E+3
20E+0	609.7779E+0	4.809E+3
21E+0	609.8997E+0	4.729E+3
22E+0	610.0214E+0	4.759E+3
23E+0	610.1432E+0	4.709E+3
24E+0	610.2649E+0	4.664E+3
25E+0	610.3867E+0	4.652E+3
26E+0	610.5085E+0	4.652E+3
27E+0	610.6302E+0	4.773E+3
28E+0	610.752E+0	4.765E+3
29E+0	610.8738E+0	4.755E+3
30E+0	610.9955E+0	4.768E+3
31E+0	611.1173E+0	4.686E+3
32E+0	611.2391E+0	4.747E+3
33E+0	611.3609E+0	4.816E+3
34E+0	611.4827E+0	4.806E+3
35E+0	611.6044E+0	4.907E+3
36E+0	611.7262E+0	4.852E+3
37E+0	611.848E+0	4.879E+3
38E+0	611.9698E+0	4.874E+3
39E+0	612.0916E+0	4.907E+3
40E+0	612.2133E+0	4.631E+3
41E+0	612.3351E+0	4.778E+3
42E+0	612.4569E+0	4.998E+3
43E+0	612.5787E+0	4.858E+3
44E+0	612.7005E+0	5.026E+3
45E+0	612.8223E+0	4.926E+3
46E+0	612.9441E+0	4.913E+3
47E+0	613.0659E+0	5.139E+3
48E+0	613.1877E+0	4.969E+3
49E+0	613.3095E+0	5.044E+3
50E+0	613.4313E+0	5.047E+3
51E+0	613.5531E+0	5.16E+3
52E+0	613.6749E+0	5.05E+3
53E+0	613.7967E+0	5.081E+3
54E+0	613.9185E+0	5.116E+3
55E+0	614.0403E+0	5.08E+3
56E+0	614.1621E+0	5.041E+3
57E+0	614.2839E+0	5.052E+3
58E+0	614.4057E+0	5.258E+3
59E+0	614.5276E+0	4.968E+3
60E+0	614.6494E+0	5.033E+3
61E+0	614.7712E+0	5.198E+3
62E+0	614.893E+0	5.084E+3
63E+0	615.0148E+0	5.188E+3
64E+0	615.1367E+0	5.285E+3
65E+0	615.2585E+0	5.291E+3
66E+0	615.3803E+0	5.309E+3
67E+0	615.5021E+0	5.379E+3
68E+0	615.6239E+0	5.379E+3
69E+0	615.7458E+0	5.449E+3
70E+0	615.8676E+0	5.313E+3
71E+0	615.9894E+0	5.284E+3
72E+0	616.1113E+0	5.376E+3
73E+0	616.2331E+0	5.389E+3
74E+0	616.3549E+0	5.484E+3
75E+0	616.4768E+0	5.569E+3
76E+0	616.5986E+0	5.445E+3
77E+0	616.7204E+0	5.477E+3
78E+0	616.8423E+0	5.549E+3
79E+0	616.9641E+0	5.547E+3
80E+0	617.086E+0	5.477E+3
81E+0	617.2078E+0	5.714E+3
82E+0	617.3297E+0	5.545E+3
83E+0	617.4515E+0	5.593E+3
84E+0	617.5733E+0	5.626E+3
85E+0	617.6952E+0	5.548E+3
86E+0	617.817E+0	5.579E+3
87E+0	617.9389E+0	5.717E+3
88E+0	618.0608E+0	5.748E+3
89E+0	618.1826E+0	5.662E+3
90E+0	618.3045E+0	5.649E+3
91E+0	618.4263E+0	5.597E+3
92E+0	618.5482E+0	5.88E+3
93E+0	618.67E+0	5.621E+3
94E+0	618.7919E+0	5.66E+3
95E+0	618.9138E+0	5.867E+3
96E+0	619.0356E+0	5.747E+3
97E+0	619.1575E+0	5.811E+3
98E+0	619.2794E+0	6.038E+3
99E+0	619.4012E+0	5.832E+3
100E+0	619.5231E+0	5.871E+3
101E+0	619.645E+0	5.824E+3
