#2022-05-02
#16:13:46
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 70; Y End: 120; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -124.054; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	587.2123E+0	3.585E+3
2E+0	587.3343E+0	3.59E+3
3E+0	587.4563E+0	3.649E+3
4E+0	587.5783E+0	3.554E+3
5E+0	587.7003E+0	3.686E+3
6E+0	587.8224E+0	3.646E+3
7E+0	587.9444E+0	3.695E+3
8E+0	588.0664E+0	3.705E+3
9E+0	588.1884E+0	3.62E+3
10E+0	588.3104E+0	3.704E+3
11E+0	588.4324E+0	3.662E+3
12E+0	588.5545E+0	3.747E+3
13E+0	588.6765E+0	3.8E+3
14E+0	588.7985E+0	3.68E+3
15E+0	588.9205E+0	3.689E+3
16E+0	589.0426E+0	3.783E+3
17E+0	589.1646E+0	3.694E+3
18E+0	589.2866E+0	3.762E+3
19E+0	589.4087E+0	3.675E+3
20E+0	589.5307E+0	3.733E+3
21E+0	589.6527E+0	3.781E+3
22E+0	589.7748E+0	3.742E+3
23E+0	589.8968E+0	3.82E+3
24E+0	590.0189E+0	3.689E+3
25E+0	590.1409E+0	3.743E+3
26E+0	590.263E+0	3.86E+3
27E+0	590.385E+0	3.795E+3
28E+0	590.507E+0	3.774E+3
29E+0	590.6291E+0	3.697E+3
30E+0	590.7511E+0	3.786E+3
31E+0	590.8732E+0	3.858E+3
32E+0	590.9953E+0	3.661E+3
33E+0	591.1173E+0	3.871E+3
34E+0	591.2394E+0	3.723E+3
35E+0	591.3614E+0	3.841E+3
36E+0	591.4835E+0	3.752E+3
37E+0	591.6055E+0	3.791E+3
38E+0	591.7276E+0	3.831E+3
39E+0	591.8497E+0	3.76E+3
40E+0	591.9717E+0	3.791E+3
41E+0	592.0938E+0	3.797E+3
42E+0	592.2159E+0	3.77E+3
43E+0	592.3379E+0	3.787E+3
44E+0	592.46E+0	3.79E+3
45E+0	592.5821E+0	3.866E+3
46E+0	592.7042E+0	3.802E+3
47E+0	592.8262E+0	3.747E+3
48E+0	592.9483E+0	3.948E+3
49E+0	593.0704E+0	3.797E+3
50E+0	593.1925E+0	3.903E+3
51E+0	593.3146E+0	3.85E+3
52E+0	593.4367E+0	3.846E+3
53E+0	593.5587E+0	3.749E+3
54E+0	593.6808E+0	3.916E+3
55E+0	593.8029E+0	3.782E+3
56E+0	593.925E+0	3.763E+3
57E+0	594.0471E+0	3.767E+3
58E+0	594.1692E+0	3.867E+3
59E+0	594.2913E+0	3.927E+3
60E+0	594.4134E+0	3.805E+3
61E+0	594.5355E+0	3.95E+3
62E+0	594.6576E+0	3.945E+3
63E+0	594.7797E+0	4E+3
64E+0	594.9018E+0	3.957E+3
65E+0	595.0239E+0	3.944E+3
66E+0	595.146E+0	3.927E+3
67E+0	595.2681E+0	3.911E+3
68E+0	595.3902E+0	4.044E+3
69E+0	595.5123E+0	3.959E+3
70E+0	595.6344E+0	3.98E+3
71E+0	595.7565E+0	3.913E+3
72E+0	595.8786E+0	4.058E+3
73E+0	596.0008E+0	4.07E+3
