#2022-05-02
#17:50:56
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 70; Y End: 120; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -124.054; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	607.4648E+0	1.142E+3
2E+0	607.5865E+0	1.157E+3
3E+0	607.7082E+0	1.147E+3
4E+0	607.83E+0	1.167E+3
5E+0	607.9517E+0	1.162E+3
6E+0	608.0734E+0	1.147E+3
7E+0	608.1952E+0	1.156E+3
8E+0	608.3169E+0	1.2E+3
9E+0	608.4387E+0	1.164E+3
10E+0	608.5604E+0	1.168E+3
11E+0	608.6821E+0	1.156E+3
12E+0	608.8039E+0	1.156E+3
13E+0	608.9256E+0	1.172E+3
14E+0	609.0474E+0	1.199E+3
15E+0	609.1691E+0	1.174E+3
16E+0	609.2909E+0	1.184E+3
17E+0	609.4126E+0	1.151E+3
18E+0	609.5344E+0	1.159E+3
19E+0	609.6561E+0	1.153E+3
20E+0	609.7779E+0	1.185E+3
21E+0	609.8997E+0	1.177E+3
22E+0	610.0214E+0	1.165E+3
23E+0	610.1432E+0	1.179E+3
24E+0	610.2649E+0	1.189E+3
25E+0	610.3867E+0	1.195E+3
26E+0	610.5085E+0	1.184E+3
27E+0	610.6302E+0	1.216E+3
28E+0	610.752E+0	1.178E+3
29E+0	610.8738E+0	1.181E+3
30E+0	610.9955E+0	1.18E+3
31E+0	611.1173E+0	1.201E+3
32E+0	611.2391E+0	1.167E+3
33E+0	611.3609E+0	1.192E+3
34E+0	611.4827E+0	1.168E+3
35E+0	611.6044E+0	1.203E+3
36E+0	611.7262E+0	1.201E+3
37E+0	611.848E+0	1.207E+3
38E+0	611.9698E+0	1.205E+3
39E+0	612.0916E+0	1.227E+3
40E+0	612.2133E+0	1.199E+3
41E+0	612.3351E+0	1.186E+3
42E+0	612.4569E+0	1.202E+3
43E+0	612.5787E+0	1.201E+3
44E+0	612.7005E+0	1.213E+3
45E+0	612.8223E+0	1.204E+3
46E+0	612.9441E+0	1.175E+3
47E+0	613.0659E+0	1.188E+3
48E+0	613.1877E+0	1.22E+3
49E+0	613.3095E+0	1.205E+3
50E+0	613.4313E+0	1.178E+3
51E+0	613.5531E+0	1.219E+3
52E+0	613.6749E+0	1.185E+3
53E+0	613.7967E+0	1.208E+3
54E+0	613.9185E+0	1.21E+3
55E+0	614.0403E+0	1.196E+3
56E+0	614.1621E+0	1.183E+3
57E+0	614.2839E+0	1.218E+3
58E+0	614.4057E+0	1.18E+3
59E+0	614.5276E+0	1.215E+3
60E+0	614.6494E+0	1.203E+3
61E+0	614.7712E+0	1.226E+3
62E+0	614.893E+0	1.206E+3
63E+0	615.0148E+0	1.235E+3
64E+0	615.1367E+0	1.24E+3
