#2022-04-25
#15:36:28
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.200; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 2000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.139; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	547.0568E+0
2E+0	547.1793E+0
3E+0	547.3018E+0
4E+0	547.4244E+0
5E+0	547.5469E+0
6E+0	547.6695E+0
7E+0	547.792E+0
8E+0	547.9146E+0
9E+0	548.0371E+0
10E+0	548.1597E+0
11E+0	548.2822E+0
12E+0	548.4048E+0
13E+0	548.5274E+0
14E+0	548.6499E+0
15E+0	548.7725E+0
16E+0	548.8951E+0
17E+0	549.0176E+0
18E+0	549.1402E+0
19E+0	549.2628E+0
20E+0	549.3853E+0
21E+0	549.5079E+0
22E+0	549.6305E+0
23E+0	549.7531E+0
24E+0	549.8756E+0
25E+0	549.9982E+0
26E+0	550.1208E+0
27E+0	550.2434E+0
28E+0	550.366E+0
29E+0	550.4886E+0
30E+0	550.6111E+0
31E+0	550.7337E+0
32E+0	550.8563E+0
33E+0	550.9789E+0
34E+0	551.1015E+0
35E+0	551.2241E+0
36E+0	551.3467E+0
37E+0	551.4693E+0
38E+0	551.5919E+0
39E+0	551.7145E+0
40E+0	551.8371E+0
41E+0	551.9597E+0
42E+0	552.0823E+0
43E+0	552.205E+0
44E+0	552.3276E+0
45E+0	552.4502E+0
46E+0	552.5728E+0
47E+0	552.6954E+0
48E+0	552.818E+0
49E+0	552.9407E+0
50E+0	553.0633E+0
51E+0	553.1859E+0
52E+0	553.3085E+0
53E+0	553.4312E+0
54E+0	553.5538E+0
55E+0	553.6764E+0
56E+0	553.799E+0
57E+0	553.9217E+0
58E+0	554.0443E+0
59E+0	554.1669E+0
60E+0	554.2896E+0
61E+0	554.4122E+0
62E+0	554.5349E+0
63E+0	554.6575E+0
64E+0	554.7802E+0
65E+0	554.9028E+0
66E+0	555.0255E+0
67E+0	555.1481E+0
68E+0	555.2708E+0
69E+0	555.3934E+0
70E+0	555.5161E+0
71E+0	555.6387E+0
72E+0	555.7614E+0
73E+0	555.884E+0
74E+0	556.0067E+0
75E+0	556.1294E+0
76E+0	556.252E+0
77E+0	556.3747E+0
78E+0	556.4974E+0
79E+0	556.62E+0
80E+0	556.7427E+0
81E+0	556.8654E+0
82E+0	556.988E+0
83E+0	557.1107E+0
84E+0	557.2334E+0
85E+0	557.3561E+0
86E+0	557.4787E+0
87E+0	557.6014E+0
88E+0	557.7241E+0
89E+0	557.8468E+0
90E+0	557.9695E+0
91E+0	558.0922E+0
92E+0	558.2149E+0
93E+0	558.3375E+0
94E+0	558.4602E+0
95E+0	558.5829E+0
96E+0	558.7056E+0
97E+0	558.8283E+0
98E+0	558.951E+0
99E+0	559.0737E+0
100E+0	559.1964E+0
101E+0	559.3191E+0
102E+0	559.4418E+0
103E+0	559.5645E+0
104E+0	559.6872E+0
105E+0	559.8099E+0
106E+0	559.9327E+0
107E+0	560.0554E+0
108E+0	560.1781E+0
109E+0	560.3008E+0
110E+0	560.4235E+0
111E+0	560.5462E+0
112E+0	560.6689E+0
113E+0	560.7917E+0
114E+0	560.9144E+0
115E+0	561.0371E+0
116E+0	561.1598E+0
117E+0	561.2826E+0
118E+0	561.4053E+0
119E+0	561.528E+0
120E+0	561.6508E+0
121E+0	561.7735E+0
122E+0	561.8962E+0
123E+0	562.019E+0
124E+0	562.1417E+0
125E+0	562.2644E+0
126E+0	562.3872E+0
127E+0	562.5099E+0
128E+0	562.6327E+0
129E+0	562.7554E+0
130E+0	562.8781E+0
131E+0	563.0009E+0
132E+0	563.1236E+0
133E+0	563.2464E+0
134E+0	563.3691E+0
135E+0	563.4919E+0
136E+0	563.6146E+0
137E+0	563.7374E+0
138E+0	563.8602E+0
139E+0	563.9829E+0
140E+0	564.1057E+0
141E+0	564.2284E+0
142E+0	564.3512E+0
143E+0	564.474E+0
144E+0	564.5967E+0
145E+0	564.7195E+0
146E+0	564.8423E+0
147E+0	564.965E+0
148E+0	565.0878E+0
149E+0	565.2106E+0
150E+0	565.3334E+0
151E+0	565.4561E+0
152E+0	565.5789E+0
153E+0	565.7017E+0
154E+0	565.8245E+0
155E+0	565.9472E+0
156E+0	566.07E+0
157E+0	566.1928E+0
158E+0	566.3156E+0
159E+0	566.4384E+0
160E+0	566.5612E+0
161E+0	566.684E+0
162E+0	566.8067E+0
163E+0	566.9295E+0
164E+0	567.0523E+0
165E+0	567.1751E+0
166E+0	567.2979E+0
167E+0	567.4207E+0
168E+0	567.5435E+0
169E+0	567.6663E+0
170E+0	567.7891E+0
171E+0	567.9119E+0
172E+0	568.0347E+0
173E+0	568.1575E+0
174E+0	568.2803E+0
175E+0	568.4032E+0
176E+0	568.526E+0
177E+0	568.6488E+0
178E+0	568.7716E+0
179E+0	568.8944E+0
180E+0	569.0172E+0
181E+0	569.14E+0
182E+0	569.2628E+0
183E+0	569.3857E+0
184E+0	569.5085E+0
185E+0	569.6313E+0
186E+0	569.7541E+0
187E+0	569.877E+0
188E+0	569.9998E+0
189E+0	570.1226E+0
190E+0	570.2454E+0
191E+0	570.3683E+0
192E+0	570.4911E+0
193E+0	570.6139E+0
194E+0	570.7368E+0
195E+0	570.8596E+0
196E+0	570.9824E+0
197E+0	571.1053E+0
198E+0	571.2281E+0
199E+0	571.3509E+0
200E+0	571.4738E+0
201E+0	571.5966E+0
202E+0	571.7195E+0
203E+0	571.8423E+0
204E+0	571.9652E+0
205E+0	572.088E+0
206E+0	572.2109E+0
207E+0	572.3337E+0
208E+0	572.4566E+0
209E+0	572.5794E+0
210E+0	572.7023E+0
211E+0	572.8251E+0
212E+0	572.948E+0
213E+0	573.0708E+0
214E+0	573.1937E+0
215E+0	573.3166E+0
216E+0	573.4394E+0
217E+0	573.5623E+0
218E+0	573.6851E+0
219E+0	573.808E+0
220E+0	573.9309E+0
221E+0	574.0537E+0
222E+0	574.1766E+0
223E+0	574.2995E+0
224E+0	574.4223E+0
225E+0	574.5452E+0
226E+0	574.6681E+0
227E+0	574.791E+0
228E+0	574.9138E+0
229E+0	575.0367E+0
230E+0	575.1596E+0
231E+0	575.2825E+0
232E+0	575.4054E+0
233E+0	575.5282E+0
234E+0	575.6511E+0
235E+0	575.774E+0
236E+0	575.8969E+0
237E+0	576.0198E+0
238E+0	576.1427E+0
239E+0	576.2656E+0
240E+0	576.3884E+0
241E+0	576.5113E+0
242E+0	576.6342E+0
243E+0	576.7571E+0
244E+0	576.88E+0
245E+0	577.0029E+0
246E+0	577.1258E+0
247E+0	577.2487E+0
248E+0	577.3716E+0
249E+0	577.4945E+0
250E+0	577.6174E+0
251E+0	577.7403E+0
252E+0	577.8632E+0
253E+0	577.9861E+0
254E+0	578.109E+0
255E+0	578.2319E+0
256E+0	578.3548E+0
257E+0	578.4778E+0
258E+0	578.6007E+0
259E+0	578.7236E+0
260E+0	578.8465E+0
261E+0	578.9694E+0
262E+0	579.0923E+0
263E+0	579.2152E+0
264E+0	579.3382E+0
265E+0	579.4611E+0
266E+0	579.584E+0
267E+0	579.7069E+0
268E+0	579.8298E+0
269E+0	579.9528E+0
270E+0	580.0757E+0
271E+0	580.1986E+0
272E+0	580.3215E+0
273E+0	580.4445E+0
274E+0	580.5674E+0
275E+0	580.6903E+0
276E+0	580.8133E+0
277E+0	580.9362E+0
278E+0	581.0591E+0
279E+0	581.1821E+0
280E+0	581.305E+0
281E+0	581.4279E+0
282E+0	581.5509E+0
283E+0	581.6738E+0
284E+0	581.7968E+0
285E+0	581.9197E+0
286E+0	582.0426E+0
287E+0	582.1656E+0
288E+0	582.2885E+0
289E+0	582.4115E+0
290E+0	582.5344E+0
291E+0	582.6574E+0
292E+0	582.7803E+0
293E+0	582.9033E+0
294E+0	583.0262E+0
295E+0	583.1492E+0
296E+0	583.2721E+0
297E+0	583.3951E+0
298E+0	583.518E+0
299E+0	583.641E+0
300E+0	583.7639E+0
301E+0	583.8869E+0
302E+0	584.0099E+0
303E+0	584.1328E+0
304E+0	584.2558E+0
305E+0	584.3787E+0
306E+0	584.5017E+0
307E+0	584.6247E+0
308E+0	584.7476E+0
309E+0	584.8706E+0
310E+0	584.9936E+0
311E+0	585.1165E+0
312E+0	585.2395E+0
313E+0	585.3625E+0
314E+0	585.4854E+0
315E+0	585.6084E+0
316E+0	585.7314E+0
317E+0	585.8544E+0
318E+0	585.9773E+0
319E+0	586.1003E+0
320E+0	586.2233E+0
321E+0	586.3463E+0
322E+0	586.4692E+0
323E+0	586.5922E+0
324E+0	586.7152E+0
325E+0	586.8382E+0
326E+0	586.9612E+0
327E+0	587.0842E+0
328E+0	587.2071E+0
329E+0	587.3301E+0
330E+0	587.4531E+0
331E+0	587.5761E+0
332E+0	587.6991E+0
333E+0	587.8221E+0
334E+0	587.9451E+0
335E+0	588.0681E+0
336E+0	588.1911E+0
337E+0	588.3141E+0
338E+0	588.437E+0
339E+0	588.56E+0
340E+0	588.683E+0
341E+0	588.806E+0
342E+0	588.929E+0
343E+0	589.052E+0
344E+0	589.175E+0
345E+0	589.298E+0
346E+0	589.421E+0
347E+0	589.544E+0
348E+0	589.667E+0
349E+0	589.7901E+0
350E+0	589.9131E+0
351E+0	590.0361E+0
352E+0	590.1591E+0
353E+0	590.2821E+0
354E+0	590.4051E+0
355E+0	590.5281E+0
356E+0	590.6511E+0
357E+0	590.7741E+0
358E+0	590.8971E+0
359E+0	591.0202E+0
360E+0	591.1432E+0
361E+0	591.2662E+0
362E+0	591.3892E+0
363E+0	591.5122E+0
364E+0	591.6352E+0
365E+0	591.7583E+0
366E+0	591.8813E+0
367E+0	592.0043E+0
368E+0	592.1273E+0
369E+0	592.2503E+0
370E+0	592.3734E+0
371E+0	592.4964E+0
372E+0	592.6194E+0
373E+0	592.7424E+0
374E+0	592.8655E+0
375E+0	592.9885E+0
376E+0	593.1115E+0
377E+0	593.2346E+0
378E+0	593.3576E+0
379E+0	593.4806E+0
380E+0	593.6036E+0
381E+0	593.7267E+0
382E+0	593.8497E+0
383E+0	593.9727E+0
384E+0	594.0958E+0
