#2022-04-25
#17:29:07
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.139; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	547.0568E+0	1.219E+3
2E+0	547.1793E+0	1.22E+3
3E+0	547.3018E+0	1.211E+3
4E+0	547.4244E+0	1.224E+3
5E+0	547.5469E+0	1.219E+3
6E+0	547.6695E+0	1.227E+3
7E+0	547.792E+0	1.218E+3
8E+0	547.9146E+0	1.225E+3
9E+0	548.0371E+0	1.224E+3
10E+0	548.1597E+0	1.225E+3
11E+0	548.2822E+0	1.234E+3
12E+0	548.4048E+0	1.225E+3
13E+0	548.5274E+0	1.229E+3
14E+0	548.6499E+0	1.232E+3
15E+0	548.7725E+0	1.233E+3
16E+0	548.8951E+0	1.232E+3
17E+0	549.0176E+0	1.237E+3
18E+0	549.1402E+0	1.238E+3
19E+0	549.2628E+0	1.232E+3
20E+0	549.3853E+0	1.246E+3
21E+0	549.5079E+0	1.239E+3
22E+0	549.6305E+0	1.251E+3
23E+0	549.7531E+0	1.252E+3
24E+0	549.8756E+0	1.251E+3
25E+0	549.9982E+0	1.251E+3
26E+0	550.1208E+0	1.257E+3
27E+0	550.2434E+0	1.257E+3
28E+0	550.366E+0	1.261E+3
29E+0	550.4886E+0	1.263E+3
30E+0	550.6111E+0	1.272E+3
31E+0	550.7337E+0	1.263E+3
32E+0	550.8563E+0	1.272E+3
33E+0	550.9789E+0	1.267E+3
34E+0	551.1015E+0	1.281E+3
35E+0	551.2241E+0	1.274E+3
36E+0	551.3467E+0	1.289E+3
37E+0	551.4693E+0	1.281E+3
38E+0	551.5919E+0	1.295E+3
39E+0	551.7145E+0	1.288E+3
40E+0	551.8371E+0	1.297E+3
41E+0	551.9597E+0	1.292E+3
42E+0	552.0823E+0	1.298E+3
43E+0	552.205E+0	1.305E+3
44E+0	552.3276E+0	1.31E+3
45E+0	552.4502E+0	1.315E+3
46E+0	552.5728E+0	1.32E+3
47E+0	552.6954E+0	1.318E+3
48E+0	552.818E+0	1.318E+3
49E+0	552.9407E+0	1.326E+3
50E+0	553.0633E+0	1.343E+3
51E+0	553.1859E+0	1.338E+3
52E+0	553.3085E+0	1.348E+3
53E+0	553.4312E+0	1.345E+3
54E+0	553.5538E+0	1.354E+3
55E+0	553.6764E+0	1.363E+3
56E+0	553.799E+0	1.368E+3
57E+0	553.9217E+0	1.371E+3
58E+0	554.0443E+0	1.37E+3
59E+0	554.1669E+0	1.389E+3
60E+0	554.2896E+0	1.398E+3
61E+0	554.4122E+0	1.399E+3
62E+0	554.5349E+0	1.416E+3
63E+0	554.6575E+0	1.42E+3
64E+0	554.7802E+0	1.417E+3
65E+0	554.9028E+0	1.423E+3
66E+0	555.0255E+0	1.432E+3
