#2022-04-25
#15:24:28
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.139; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	547.0568E+0	1.293E+3
2E+0	547.1793E+0	1.308E+3
3E+0	547.3018E+0	1.3E+3
4E+0	547.4244E+0	1.312E+3
5E+0	547.5469E+0	1.312E+3
6E+0	547.6695E+0	1.324E+3
7E+0	547.792E+0	1.333E+3
8E+0	547.9146E+0	1.33E+3
9E+0	548.0371E+0	1.339E+3
10E+0	548.1597E+0	1.338E+3
11E+0	548.2822E+0	1.338E+3
12E+0	548.4048E+0	1.355E+3
13E+0	548.5274E+0	1.365E+3
14E+0	548.6499E+0	1.37E+3
15E+0	548.7725E+0	1.388E+3
16E+0	548.8951E+0	1.4E+3
17E+0	549.0176E+0	1.399E+3
18E+0	549.1402E+0	1.404E+3
19E+0	549.2628E+0	1.417E+3
20E+0	549.3853E+0	1.432E+3
21E+0	549.5079E+0	1.434E+3
22E+0	549.6305E+0	1.456E+3
23E+0	549.7531E+0	1.458E+3
24E+0	549.8756E+0	1.468E+3
25E+0	549.9982E+0	1.492E+3
26E+0	550.1208E+0	1.496E+3
27E+0	550.2434E+0	1.516E+3
28E+0	550.366E+0	1.528E+3
29E+0	550.4886E+0	1.543E+3
30E+0	550.6111E+0	1.57E+3
31E+0	550.7337E+0	1.591E+3
32E+0	550.8563E+0	1.608E+3
33E+0	550.9789E+0	1.627E+3
34E+0	551.1015E+0	1.658E+3
35E+0	551.2241E+0	1.671E+3
36E+0	551.3467E+0	1.713E+3
37E+0	551.4693E+0	1.736E+3
38E+0	551.5919E+0	1.771E+3
39E+0	551.7145E+0	1.804E+3
40E+0	551.8371E+0	1.83E+3
41E+0	551.9597E+0	1.872E+3
42E+0	552.0823E+0	1.918E+3
