#2022-09-01
#15:45:22
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 1; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 2000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 1.860E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 2.142E-9 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	622.2158E+0	0E+0
2E+0	622.2468E+0	0E+0
3E+0	622.2779E+0	0E+0
4E+0	622.3089E+0	0E+0
5E+0	622.34E+0	0E+0
6E+0	622.371E+0	0E+0
7E+0	622.4021E+0	0E+0
8E+0	622.4331E+0	0E+0
9E+0	622.4641E+0	0E+0
10E+0	622.4952E+0	0E+0
11E+0	622.5262E+0	0E+0
12E+0	622.5573E+0	0E+0
13E+0	622.5883E+0	0E+0
14E+0	622.6193E+0	0E+0
15E+0	622.6504E+0	0E+0
16E+0	622.6814E+0	0E+0
17E+0	622.7124E+0	0E+0
18E+0	622.7435E+0	0E+0
19E+0	622.7745E+0	0E+0
20E+0	622.8055E+0	0E+0
21E+0	622.8366E+0	0E+0
22E+0	622.8676E+0	0E+0
23E+0	622.8986E+0	0E+0
24E+0	622.9296E+0	0E+0
25E+0	622.9607E+0	0E+0
26E+0	622.9917E+0	0E+0
27E+0	623.0227E+0	0E+0
28E+0	623.0537E+0	0E+0
29E+0	623.0848E+0	0E+0
30E+0	623.1158E+0	0E+0
31E+0	623.1468E+0	0E+0
32E+0	623.1778E+0	0E+0
33E+0	623.2088E+0	0E+0
34E+0	623.2398E+0	0E+0
35E+0	623.2709E+0	0E+0
36E+0	623.3019E+0	0E+0
37E+0	623.3329E+0	0E+0
38E+0	623.3639E+0	0E+0
39E+0	623.3949E+0	0E+0
40E+0	623.4259E+0	0E+0
41E+0	623.4569E+0	0E+0
42E+0	623.4879E+0	0E+0
43E+0	623.5189E+0	0E+0
44E+0	623.5499E+0	0E+0
45E+0	623.5809E+0	0E+0
46E+0	623.6119E+0	0E+0
47E+0	623.6429E+0	0E+0
48E+0	623.6739E+0	0E+0
49E+0	623.7049E+0	0E+0
50E+0	623.7359E+0	0E+0
51E+0	623.7669E+0	0E+0
52E+0	623.7979E+0	0E+0
53E+0	623.8289E+0	0E+0
54E+0	623.8599E+0	0E+0
55E+0	623.8909E+0	0E+0
56E+0	623.9219E+0	0E+0
57E+0	623.9529E+0	0E+0
58E+0	623.9839E+0	0E+0
59E+0	624.0149E+0	0E+0
60E+0	624.0459E+0	0E+0
61E+0	624.0768E+0	0E+0
62E+0	624.1078E+0	0E+0
63E+0	624.1388E+0	0E+0
64E+0	624.1698E+0	0E+0
65E+0	624.2008E+0	0E+0
