#2022-09-01
#15:40:02
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 2000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 1.860E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 2.261E-9 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	567.0759E+0	3.985E+3
2E+0	567.1982E+0	3.957E+3
3E+0	567.3205E+0	4.107E+3
4E+0	567.4428E+0	4.176E+3
5E+0	567.565E+0	4.154E+3
6E+0	567.6873E+0	4.375E+3
7E+0	567.8096E+0	4.182E+3
8E+0	567.9319E+0	4.27E+3
9E+0	568.0542E+0	4.281E+3
10E+0	568.1765E+0	4.403E+3
11E+0	568.2988E+0	4.372E+3
12E+0	568.4211E+0	4.401E+3
13E+0	568.5434E+0	4.484E+3
14E+0	568.6656E+0	4.635E+3
15E+0	568.7879E+0	4.547E+3
16E+0	568.9102E+0	4.722E+3
17E+0	569.0326E+0	4.773E+3
18E+0	569.1549E+0	4.527E+3
19E+0	569.2772E+0	4.789E+3
20E+0	569.3995E+0	4.796E+3
21E+0	569.5218E+0	4.736E+3
22E+0	569.6441E+0	4.939E+3
23E+0	569.7664E+0	4.931E+3
24E+0	569.8887E+0	4.894E+3
25E+0	570.011E+0	5.045E+3
26E+0	570.1333E+0	5.055E+3
27E+0	570.2557E+0	5.146E+3
28E+0	570.378E+0	5.241E+3
29E+0	570.5003E+0	5.235E+3
30E+0	570.6226E+0	5.185E+3
31E+0	570.745E+0	5.209E+3
32E+0	570.8673E+0	5.522E+3
33E+0	570.9896E+0	5.406E+3
34E+0	571.1119E+0	5.249E+3
35E+0	571.2343E+0	5.566E+3
36E+0	571.3566E+0	5.575E+3
37E+0	571.4789E+0	5.666E+3
38E+0	571.6013E+0	5.74E+3
39E+0	571.7236E+0	5.778E+3
40E+0	571.8459E+0	5.768E+3
41E+0	571.9683E+0	5.825E+3
42E+0	572.0906E+0	6.078E+3
43E+0	572.213E+0	5.979E+3
44E+0	572.3353E+0	5.996E+3
45E+0	572.4577E+0	6.218E+3
46E+0	572.58E+0	6.185E+3
47E+0	572.7024E+0	6.378E+3
48E+0	572.8247E+0	6.429E+3
49E+0	572.9471E+0	6.537E+3
50E+0	573.0694E+0	6.644E+3
51E+0	573.1918E+0	6.594E+3
52E+0	573.3141E+0	6.952E+3
53E+0	573.4365E+0	6.921E+3
54E+0	573.5589E+0	7.082E+3
55E+0	573.6812E+0	6.964E+3
56E+0	573.8036E+0	7.232E+3
57E+0	573.926E+0	7.275E+3
58E+0	574.0483E+0	7.5E+3
59E+0	574.1707E+0	7.604E+3
60E+0	574.2931E+0	7.629E+3
61E+0	574.4154E+0	7.774E+3
62E+0	574.5378E+0	8.11E+3
63E+0	574.6602E+0	8.111E+3
64E+0	574.7826E+0	8.089E+3
65E+0	574.9049E+0	8.333E+3
66E+0	575.0273E+0	8.382E+3
67E+0	575.1497E+0	8.606E+3
68E+0	575.2721E+0	8.84E+3
69E+0	575.3945E+0	8.727E+3
70E+0	575.5169E+0	8.93E+3
71E+0	575.6392E+0	9.192E+3
72E+0	575.7616E+0	9.31E+3
73E+0	575.884E+0	9.215E+3
74E+0	576.0064E+0	9.589E+3
75E+0	576.1288E+0	9.522E+3
76E+0	576.2512E+0	9.632E+3
77E+0	576.3736E+0	9.722E+3
78E+0	576.496E+0	9.663E+3
79E+0	576.6184E+0	9.668E+3
80E+0	576.7408E+0	9.79E+3
81E+0	576.8632E+0	9.67E+3
82E+0	576.9856E+0	9.866E+3
83E+0	577.108E+0	9.813E+3
84E+0	577.2304E+0	9.853E+3
85E+0	577.3528E+0	9.603E+3
86E+0	577.4752E+0	9.779E+3
87E+0	577.5976E+0	9.716E+3
88E+0	577.7201E+0	9.654E+3
89E+0	577.8425E+0	9.681E+3
90E+0	577.9649E+0	9.624E+3
91E+0	578.0873E+0	9.484E+3
92E+0	578.2097E+0	9.488E+3
93E+0	578.3321E+0	9.351E+3
94E+0	578.4546E+0	9.272E+3
95E+0	578.577E+0	9.277E+3
96E+0	578.6994E+0	9.292E+3
97E+0	578.8218E+0	9.204E+3
98E+0	578.9443E+0	9.158E+3
99E+0	579.0667E+0	9.128E+3
100E+0	579.1891E+0	9.027E+3
101E+0	579.3116E+0	8.887E+3
102E+0	579.434E+0	8.938E+3
103E+0	579.5564E+0	8.945E+3
104E+0	579.6789E+0	8.865E+3
105E+0	579.8013E+0	8.515E+3
106E+0	579.9237E+0	8.762E+3
107E+0	580.0462E+0	8.649E+3
108E+0	580.1686E+0	8.419E+3
109E+0	580.2911E+0	8.776E+3
110E+0	580.4135E+0	8.518E+3
111E+0	580.5359E+0	8.585E+3
112E+0	580.6584E+0	8.608E+3
113E+0	580.7808E+0	8.473E+3
114E+0	580.9033E+0	8.533E+3
115E+0	581.0257E+0	8.508E+3
116E+0	581.1482E+0	8.279E+3
117E+0	581.2707E+0	8.448E+3
118E+0	581.3931E+0	8.316E+3
119E+0	581.5156E+0	8.624E+3
120E+0	581.638E+0	8.394E+3
121E+0	581.7605E+0	8.294E+3
122E+0	581.8829E+0	8.346E+3
123E+0	582.0054E+0	8.525E+3
124E+0	582.1279E+0	8.521E+3
125E+0	582.2503E+0	8.346E+3
126E+0	582.3728E+0	8.489E+3
127E+0	582.4953E+0	8.342E+3
128E+0	582.6177E+0	8.314E+3
129E+0	582.7402E+0	8.587E+3
130E+0	582.8627E+0	8.545E+3
131E+0	582.9852E+0	8.376E+3
132E+0	583.1076E+0	8.488E+3
133E+0	583.2301E+0	8.526E+3
134E+0	583.3526E+0	8.599E+3
135E+0	583.4751E+0	8.543E+3
136E+0	583.5976E+0	8.387E+3
137E+0	583.72E+0	8.77E+3
138E+0	583.8425E+0	8.912E+3
139E+0	583.965E+0	8.602E+3
140E+0	584.0875E+0	8.925E+3
141E+0	584.21E+0	8.667E+3
142E+0	584.3325E+0	8.764E+3
143E+0	584.455E+0	8.794E+3
144E+0	584.5775E+0	8.723E+3
145E+0	584.6999E+0	8.927E+3
146E+0	584.8224E+0	8.946E+3
147E+0	584.9449E+0	9.03E+3
148E+0	585.0674E+0	8.841E+3
149E+0	585.1899E+0	8.902E+3
150E+0	585.3124E+0	8.879E+3
151E+0	585.4349E+0	8.933E+3
152E+0	585.5574E+0	9.104E+3
153E+0	585.6799E+0	9.016E+3
154E+0	585.8024E+0	9.078E+3
155E+0	585.925E+0	9.057E+3
156E+0	586.0475E+0	8.968E+3
157E+0	586.17E+0	9.174E+3
158E+0	586.2925E+0	9.34E+3
159E+0	586.415E+0	9.137E+3
160E+0	586.5375E+0	9.336E+3
161E+0	586.66E+0	9.344E+3
162E+0	586.7825E+0	9.293E+3
163E+0	586.905E+0	9.545E+3
164E+0	587.0276E+0	9.387E+3
165E+0	587.1501E+0	9.169E+3
166E+0	587.2726E+0	9.374E+3
167E+0	587.3951E+0	9.428E+3
168E+0	587.5177E+0	9.046E+3
169E+0	587.6402E+0	9.373E+3
170E+0	587.7627E+0	9.797E+3
171E+0	587.8852E+0	9.487E+3
172E+0	588.0078E+0	9.662E+3
173E+0	588.1303E+0	9.586E+3
174E+0	588.2528E+0	9.766E+3
175E+0	588.3754E+0	9.606E+3
176E+0	588.4979E+0	9.996E+3
177E+0	588.6204E+0	9.617E+3
178E+0	588.743E+0	9.548E+3
179E+0	588.8655E+0	9.484E+3
180E+0	588.988E+0	9.65E+3
181E+0	589.1106E+0	9.721E+3
182E+0	589.2331E+0	9.781E+3
183E+0	589.3557E+0	9.81E+3
184E+0	589.4782E+0	9.808E+3
185E+0	589.6007E+0	10.006E+3
186E+0	589.7233E+0	9.796E+3
187E+0	589.8458E+0	9.402E+3
188E+0	589.9684E+0	9.693E+3
189E+0	590.0909E+0	9.587E+3
190E+0	590.2135E+0	9.551E+3
191E+0	590.336E+0	10.009E+3
192E+0	590.4586E+0	9.588E+3
193E+0	590.5811E+0	9.851E+3
194E+0	590.7037E+0	9.843E+3
195E+0	590.8263E+0	10.001E+3
196E+0	590.9488E+0	9.916E+3
197E+0	591.0714E+0	9.841E+3
198E+0	591.1939E+0	10.181E+3
199E+0	591.3165E+0	9.978E+3
200E+0	591.4391E+0	10.036E+3
201E+0	591.5616E+0	9.947E+3
202E+0	591.6842E+0	9.98E+3
203E+0	591.8068E+0	9.98E+3
204E+0	591.9293E+0	10.04E+3
205E+0	592.0519E+0	9.83E+3
206E+0	592.1745E+0	9.926E+3
207E+0	592.297E+0	9.734E+3
208E+0	592.4196E+0	9.899E+3
209E+0	592.5422E+0	9.845E+3
210E+0	592.6648E+0	10.018E+3
211E+0	592.7873E+0	9.715E+3
212E+0	592.9099E+0	10.081E+3
213E+0	593.0325E+0	10.283E+3
214E+0	593.1551E+0	10.042E+3
215E+0	593.2777E+0	9.979E+3
216E+0	593.4002E+0	10.026E+3
217E+0	593.5228E+0	9.792E+3
218E+0	593.6454E+0	9.789E+3
219E+0	593.768E+0	10.022E+3
220E+0	593.8906E+0	9.968E+3
221E+0	594.0132E+0	9.968E+3
222E+0	594.1358E+0	10.146E+3
223E+0	594.2583E+0	9.909E+3
224E+0	594.3809E+0	10.236E+3
225E+0	594.5035E+0	10.206E+3
226E+0	594.6261E+0	10.041E+3
227E+0	594.7487E+0	10.106E+3
228E+0	594.8713E+0	10.128E+3
229E+0	594.9939E+0	10.075E+3
230E+0	595.1165E+0	10.462E+3
231E+0	595.2391E+0	10.425E+3
232E+0	595.3617E+0	10.056E+3
233E+0	595.4843E+0	10.006E+3
234E+0	595.6069E+0	10.295E+3
235E+0	595.7295E+0	10.282E+3
236E+0	595.8521E+0	10.331E+3
237E+0	595.9747E+0	10.599E+3
238E+0	596.0973E+0	10.695E+3
239E+0	596.22E+0	10.288E+3
240E+0	596.3426E+0	10.54E+3
241E+0	596.4652E+0	10.574E+3
242E+0	596.5878E+0	10.55E+3
243E+0	596.7104E+0	10.537E+3
244E+0	596.833E+0	10.69E+3
245E+0	596.9556E+0	10.773E+3
246E+0	597.0782E+0	10.617E+3
247E+0	597.2009E+0	10.82E+3
248E+0	597.3235E+0	10.716E+3
249E+0	597.4461E+0	10.91E+3
250E+0	597.5687E+0	10.995E+3
251E+0	597.6913E+0	10.829E+3
252E+0	597.814E+0	10.798E+3
253E+0	597.9366E+0	10.744E+3
254E+0	598.0592E+0	10.824E+3
255E+0	598.1818E+0	11.145E+3
256E+0	598.3045E+0	10.885E+3
257E+0	598.4271E+0	10.949E+3
258E+0	598.5497E+0	11.065E+3
259E+0	598.6724E+0	10.916E+3
260E+0	598.795E+0	10.991E+3
