#2022-09-01
#15:41:32
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 1; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 2000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 1.860E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 1.793E-9 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	614.0813E+0	16.514E+3
2E+0	614.1126E+0	16.137E+3
3E+0	614.1439E+0	16.511E+3
4E+0	614.1752E+0	16.415E+3
5E+0	614.2066E+0	16.472E+3
6E+0	614.2379E+0	16.537E+3
7E+0	614.2692E+0	16.24E+3
8E+0	614.3005E+0	16.372E+3
9E+0	614.3318E+0	16.448E+3
10E+0	614.3631E+0	16.329E+3
11E+0	614.3944E+0	16.136E+3
12E+0	614.4257E+0	16.39E+3
13E+0	614.457E+0	16.423E+3
14E+0	614.4883E+0	16.433E+3
15E+0	614.5196E+0	16.578E+3
16E+0	614.551E+0	16.657E+3
17E+0	614.5823E+0	16.67E+3
18E+0	614.6136E+0	16.241E+3
19E+0	614.6449E+0	16.444E+3
20E+0	614.6762E+0	16.217E+3
21E+0	614.7075E+0	16.574E+3
22E+0	614.7388E+0	16.479E+3
23E+0	614.77E+0	16.52E+3
24E+0	614.8013E+0	16.699E+3
25E+0	614.8326E+0	16.053E+3
26E+0	614.8639E+0	15.689E+3
27E+0	614.8952E+0	15.547E+3
28E+0	614.9265E+0	15.676E+3
29E+0	614.9578E+0	16.084E+3
30E+0	614.9891E+0	16.782E+3
31E+0	615.0204E+0	16.566E+3
32E+0	615.0517E+0	16.684E+3
33E+0	615.083E+0	16.477E+3
34E+0	615.1142E+0	16.438E+3
35E+0	615.1455E+0	16.591E+3
36E+0	615.1768E+0	16.585E+3
37E+0	615.2081E+0	16.353E+3
38E+0	615.2394E+0	16.55E+3
39E+0	615.2707E+0	16.377E+3
40E+0	615.3019E+0	16.506E+3
41E+0	615.3332E+0	16.607E+3
42E+0	615.3645E+0	16.385E+3
43E+0	615.3958E+0	16.316E+3
44E+0	615.427E+0	16.742E+3
45E+0	615.4583E+0	16.5E+3
46E+0	615.4896E+0	16.336E+3
47E+0	615.5209E+0	16.605E+3
48E+0	615.5521E+0	16.642E+3
49E+0	615.5834E+0	16.77E+3
50E+0	615.6147E+0	16.598E+3
51E+0	615.6459E+0	16.627E+3
52E+0	615.6772E+0	16.599E+3
53E+0	615.7085E+0	16.531E+3
54E+0	615.7397E+0	16.846E+3
55E+0	615.771E+0	16.656E+3
56E+0	615.8022E+0	16.568E+3
57E+0	615.8335E+0	16.739E+3
58E+0	615.8648E+0	16.437E+3
59E+0	615.896E+0	16.83E+3
