#2022-09-01
#15:35:10
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 2.000; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 15000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 1; Noise Mode: One For Every Acq; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 1.860E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 2.150E-9 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      	SympCCD.Noise Y Pix Row 1(Cnt)	SympCCD.Corr Y Pix Row 1(Cnt) 
1E+0	567.0759E+0	5.572E+3
2E+0	567.1982E+0	5.598E+3
3E+0	567.3205E+0	5.568E+3
4E+0	567.4428E+0	5.606E+3
5E+0	567.565E+0	5.588E+3
6E+0	567.6873E+0	5.604E+3
7E+0	567.8096E+0	5.525E+3
8E+0	567.9319E+0	5.653E+3
9E+0	568.0542E+0	5.757E+3
10E+0	568.1765E+0	5.762E+3
11E+0	568.2988E+0	5.651E+3
12E+0	568.4211E+0	5.669E+3
13E+0	568.5434E+0	5.752E+3
14E+0	568.6656E+0	5.589E+3
15E+0	568.7879E+0	5.634E+3
16E+0	568.9102E+0	5.646E+3
17E+0	569.0326E+0	5.689E+3
18E+0	569.1549E+0	5.553E+3
19E+0	569.2772E+0	5.583E+3
20E+0	569.3995E+0	5.541E+3
21E+0	569.5218E+0	5.604E+3
22E+0	569.6441E+0	5.69E+3
23E+0	569.7664E+0	5.715E+3
24E+0	569.8887E+0	5.57E+3
25E+0	570.011E+0	5.67E+3
26E+0	570.1333E+0	5.754E+3
27E+0	570.2557E+0	5.73E+3
28E+0	570.378E+0	5.673E+3
29E+0	570.5003E+0	5.648E+3
30E+0	570.6226E+0	5.652E+3
31E+0	570.745E+0	5.713E+3
32E+0	570.8673E+0	5.698E+3
33E+0	570.9896E+0	5.786E+3
34E+0	571.1119E+0	5.792E+3
35E+0	571.2343E+0	5.605E+3
36E+0	571.3566E+0	5.496E+3
37E+0	571.4789E+0	5.553E+3
38E+0	571.6013E+0	5.71E+3
39E+0	571.7236E+0	5.609E+3
40E+0	571.8459E+0	5.69E+3
41E+0	571.9683E+0	5.525E+3
42E+0	572.0906E+0	5.763E+3
43E+0	572.213E+0	5.625E+3
44E+0	572.3353E+0	5.714E+3
45E+0	572.4577E+0	5.664E+3
46E+0	572.58E+0	5.563E+3
47E+0	572.7024E+0	5.434E+3
48E+0	572.8247E+0	5.601E+3
49E+0	572.9471E+0	5.431E+3
50E+0	573.0694E+0	5.683E+3
51E+0	573.1918E+0	5.657E+3
52E+0	573.3141E+0	5.586E+3
53E+0	573.4365E+0	5.672E+3
54E+0	573.5589E+0	5.491E+3
55E+0	573.6812E+0	5.577E+3
56E+0	573.8036E+0	5.294E+3
57E+0	573.926E+0	5.572E+3
58E+0	574.0483E+0	5.531E+3
59E+0	574.1707E+0	5.586E+3
60E+0	574.2931E+0	5.547E+3
61E+0	574.4154E+0	5.585E+3
62E+0	574.5378E+0	5.592E+3
