#2022-09-01
#15:39:36
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 5000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 1.860E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 2.129E-9 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	567.0759E+0	11.565E+3
2E+0	567.1982E+0	11.646E+3
3E+0	567.3205E+0	11.799E+3
4E+0	567.4428E+0	11.775E+3
5E+0	567.565E+0	11.848E+3
6E+0	567.6873E+0	12.193E+3
7E+0	567.8096E+0	12.262E+3
8E+0	567.9319E+0	12.06E+3
9E+0	568.0542E+0	12.198E+3
10E+0	568.1765E+0	12.586E+3
11E+0	568.2988E+0	12.518E+3
12E+0	568.4211E+0	12.671E+3
13E+0	568.5434E+0	12.671E+3
14E+0	568.6656E+0	12.706E+3
15E+0	568.7879E+0	12.988E+3
16E+0	568.9102E+0	13.072E+3
17E+0	569.0326E+0	13.239E+3
18E+0	569.1549E+0	13.234E+3
19E+0	569.2772E+0	13.176E+3
20E+0	569.3995E+0	13.565E+3
21E+0	569.5218E+0	13.404E+3
22E+0	569.6441E+0	13.65E+3
23E+0	569.7664E+0	13.908E+3
24E+0	569.8887E+0	13.989E+3
25E+0	570.011E+0	14.123E+3
26E+0	570.1333E+0	14.074E+3
27E+0	570.2557E+0	14.022E+3
28E+0	570.378E+0	14.173E+3
29E+0	570.5003E+0	14.653E+3
30E+0	570.6226E+0	14.672E+3
31E+0	570.745E+0	14.853E+3
32E+0	570.8673E+0	14.782E+3
33E+0	570.9896E+0	14.847E+3
34E+0	571.1119E+0	15.097E+3
35E+0	571.2343E+0	15.322E+3
36E+0	571.3566E+0	15.533E+3
37E+0	571.4789E+0	15.551E+3
38E+0	571.6013E+0	15.555E+3
39E+0	571.7236E+0	15.664E+3
40E+0	571.8459E+0	16.022E+3
41E+0	571.9683E+0	16.077E+3
42E+0	572.0906E+0	16.339E+3
43E+0	572.213E+0	16.727E+3
44E+0	572.3353E+0	16.72E+3
45E+0	572.4577E+0	16.877E+3
46E+0	572.58E+0	17.104E+3
47E+0	572.7024E+0	17.294E+3
48E+0	572.8247E+0	17.549E+3
49E+0	572.9471E+0	17.881E+3
50E+0	573.0694E+0	17.6E+3
51E+0	573.1918E+0	17.951E+3
52E+0	573.3141E+0	18.502E+3
53E+0	573.4365E+0	18.626E+3
54E+0	573.5589E+0	19.116E+3
55E+0	573.6812E+0	19.02E+3
56E+0	573.8036E+0	19.209E+3
57E+0	573.926E+0	19.697E+3
58E+0	574.0483E+0	19.71E+3
59E+0	574.1707E+0	20.178E+3
60E+0	574.2931E+0	20.808E+3
61E+0	574.4154E+0	20.756E+3
62E+0	574.5378E+0	21.379E+3
63E+0	574.6602E+0	21.741E+3
64E+0	574.7826E+0	22.137E+3
65E+0	574.9049E+0	22.188E+3
66E+0	575.0273E+0	22.258E+3
67E+0	575.1497E+0	22.829E+3
68E+0	575.2721E+0	23.381E+3
69E+0	575.3945E+0	23.76E+3
70E+0	575.5169E+0	23.966E+3
71E+0	575.6392E+0	23.869E+3
72E+0	575.7616E+0	24.582E+3
73E+0	575.884E+0	24.472E+3
74E+0	576.0064E+0	24.916E+3
75E+0	576.1288E+0	25.242E+3
76E+0	576.2512E+0	25.417E+3
77E+0	576.3736E+0	25.557E+3
78E+0	576.496E+0	25.76E+3
79E+0	576.6184E+0	25.557E+3
80E+0	576.7408E+0	25.626E+3
81E+0	576.8632E+0	25.842E+3
82E+0	576.9856E+0	25.805E+3
83E+0	577.108E+0	25.972E+3
84E+0	577.2304E+0	26.146E+3
85E+0	577.3528E+0	25.772E+3
86E+0	577.4752E+0	25.699E+3
87E+0	577.5976E+0	25.631E+3
88E+0	577.7201E+0	25.591E+3
89E+0	577.8425E+0	25.671E+3
90E+0	577.9649E+0	25.421E+3
91E+0	578.0873E+0	25.109E+3
92E+0	578.2097E+0	24.929E+3
93E+0	578.3321E+0	24.717E+3
94E+0	578.4546E+0	24.612E+3
95E+0	578.577E+0	24.53E+3
96E+0	578.6994E+0	24.299E+3
97E+0	578.8218E+0	24.332E+3
98E+0	578.9443E+0	24.04E+3
99E+0	579.0667E+0	24.068E+3
100E+0	579.1891E+0	23.906E+3
101E+0	579.3116E+0	23.998E+3
102E+0	579.434E+0	23.69E+3
103E+0	579.5564E+0	23.574E+3
104E+0	579.6789E+0	23.574E+3
105E+0	579.8013E+0	23.432E+3
106E+0	579.9237E+0	23.278E+3
107E+0	580.0462E+0	23.312E+3
108E+0	580.1686E+0	23.159E+3
109E+0	580.2911E+0	22.714E+3
110E+0	580.4135E+0	22.73E+3
111E+0	580.5359E+0	22.861E+3
112E+0	580.6584E+0	22.766E+3
113E+0	580.7808E+0	22.823E+3
114E+0	580.9033E+0	22.624E+3
115E+0	581.0257E+0	22.191E+3
116E+0	581.1482E+0	22.256E+3
117E+0	581.2707E+0	22.541E+3
118E+0	581.3931E+0	22.597E+3
119E+0	581.5156E+0	22.526E+3
120E+0	581.638E+0	22.658E+3
121E+0	581.7605E+0	22.176E+3
122E+0	581.8829E+0	22.366E+3
123E+0	582.0054E+0	22.301E+3
124E+0	582.1279E+0	22.457E+3
125E+0	582.2503E+0	22.976E+3
126E+0	582.3728E+0	22.857E+3
127E+0	582.4953E+0	22.891E+3
128E+0	582.6177E+0	22.606E+3
129E+0	582.7402E+0	22.78E+3
130E+0	582.8627E+0	22.914E+3
131E+0	582.9852E+0	22.657E+3
132E+0	583.1076E+0	22.619E+3
133E+0	583.2301E+0	22.745E+3
134E+0	583.3526E+0	22.851E+3
135E+0	583.4751E+0	22.721E+3
136E+0	583.5976E+0	22.689E+3
137E+0	583.72E+0	23.186E+3
138E+0	583.8425E+0	23.144E+3
139E+0	583.965E+0	22.92E+3
140E+0	584.0875E+0	23.016E+3
141E+0	584.21E+0	23.061E+3
142E+0	584.3325E+0	23.293E+3
143E+0	584.455E+0	23.663E+3
144E+0	584.5775E+0	23.584E+3
145E+0	584.6999E+0	23.267E+3
146E+0	584.8224E+0	23.751E+3
147E+0	584.9449E+0	23.559E+3
148E+0	585.0674E+0	23.829E+3
149E+0	585.1899E+0	23.632E+3
150E+0	585.3124E+0	23.948E+3
151E+0	585.4349E+0	23.818E+3
152E+0	585.5574E+0	23.932E+3
153E+0	585.6799E+0	24.242E+3
154E+0	585.8024E+0	24.315E+3
155E+0	585.925E+0	24.369E+3
156E+0	586.0475E+0	24.201E+3
157E+0	586.17E+0	24.616E+3
158E+0	586.2925E+0	24.235E+3
159E+0	586.415E+0	24.615E+3
160E+0	586.5375E+0	24.529E+3
161E+0	586.66E+0	24.852E+3
162E+0	586.7825E+0	24.868E+3
163E+0	586.905E+0	24.799E+3
164E+0	587.0276E+0	25.171E+3
165E+0	587.1501E+0	24.774E+3
166E+0	587.2726E+0	24.977E+3
167E+0	587.3951E+0	24.99E+3
168E+0	587.5177E+0	24.532E+3
169E+0	587.6402E+0	25.418E+3
170E+0	587.7627E+0	25.562E+3
171E+0	587.8852E+0	25.179E+3
172E+0	588.0078E+0	25.455E+3
173E+0	588.1303E+0	25.409E+3
174E+0	588.2528E+0	25.669E+3
175E+0	588.3754E+0	25.371E+3
176E+0	588.4979E+0	25.932E+3
177E+0	588.6204E+0	25.664E+3
178E+0	588.743E+0	25.545E+3
179E+0	588.8655E+0	25.572E+3
180E+0	588.988E+0	25.605E+3
181E+0	589.1106E+0	25.747E+3
182E+0	589.2331E+0	26.015E+3
183E+0	589.3557E+0	26.164E+3
184E+0	589.4782E+0	25.925E+3
185E+0	589.6007E+0	26.531E+3
186E+0	589.7233E+0	26.177E+3
187E+0	589.8458E+0	25.235E+3
188E+0	589.9684E+0	25.638E+3
189E+0	590.0909E+0	25.164E+3
190E+0	590.2135E+0	25.564E+3
191E+0	590.336E+0	26.317E+3
192E+0	590.4586E+0	26.179E+3
193E+0	590.5811E+0	26.034E+3
194E+0	590.7037E+0	26.519E+3
195E+0	590.8263E+0	26.096E+3
196E+0	590.9488E+0	26.288E+3
197E+0	591.0714E+0	26.576E+3
198E+0	591.1939E+0	26.497E+3
199E+0	591.3165E+0	26.202E+3
200E+0	591.4391E+0	26.575E+3
201E+0	591.5616E+0	26.164E+3
202E+0	591.6842E+0	26.192E+3
203E+0	591.8068E+0	26.458E+3
204E+0	591.9293E+0	26.27E+3
205E+0	592.0519E+0	26.162E+3
206E+0	592.1745E+0	25.99E+3
207E+0	592.297E+0	26.021E+3
208E+0	592.4196E+0	26.168E+3
209E+0	592.5422E+0	26.356E+3
210E+0	592.6648E+0	26.109E+3
211E+0	592.7873E+0	26.157E+3
212E+0	592.9099E+0	26.474E+3
213E+0	593.0325E+0	26.594E+3
214E+0	593.1551E+0	26.334E+3
215E+0	593.2777E+0	26.192E+3
216E+0	593.4002E+0	26.39E+3
217E+0	593.5228E+0	26.599E+3
218E+0	593.6454E+0	25.977E+3
219E+0	593.768E+0	26.649E+3
220E+0	593.8906E+0	26.396E+3
221E+0	594.0132E+0	26.728E+3
222E+0	594.1358E+0	26.773E+3
223E+0	594.2583E+0	26.413E+3
224E+0	594.3809E+0	26.973E+3
225E+0	594.5035E+0	26.907E+3
226E+0	594.6261E+0	26.744E+3
227E+0	594.7487E+0	26.963E+3
228E+0	594.8713E+0	26.677E+3
229E+0	594.9939E+0	27.059E+3
230E+0	595.1165E+0	26.899E+3
231E+0	595.2391E+0	27.538E+3
232E+0	595.3617E+0	27.199E+3
233E+0	595.4843E+0	26.85E+3
234E+0	595.6069E+0	27.527E+3
235E+0	595.7295E+0	27.165E+3
236E+0	595.8521E+0	27.29E+3
237E+0	595.9747E+0	27.432E+3
238E+0	596.0973E+0	27.992E+3
239E+0	596.22E+0	27.279E+3
240E+0	596.3426E+0	27.506E+3
241E+0	596.4652E+0	27.986E+3
242E+0	596.5878E+0	27.998E+3
243E+0	596.7104E+0	28.211E+3
244E+0	596.833E+0	28.089E+3
245E+0	596.9556E+0	28.18E+3
246E+0	597.0782E+0	28.226E+3
