#2022-04-12
#14:11:29
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 1.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 10000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.264; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	657.8408E+0	2.372E+3
2E+0	657.9618E+0	2.383E+3
3E+0	658.0828E+0	2.392E+3
4E+0	658.2039E+0	2.372E+3
5E+0	658.3249E+0	2.369E+3
6E+0	658.4459E+0	2.383E+3
7E+0	658.5669E+0	2.391E+3
8E+0	658.688E+0	2.396E+3
9E+0	658.809E+0	2.398E+3
10E+0	658.93E+0	2.389E+3
11E+0	659.051E+0	2.372E+3
12E+0	659.1721E+0	2.391E+3
13E+0	659.2931E+0	2.389E+3
14E+0	659.4141E+0	2.394E+3
15E+0	659.5352E+0	2.39E+3
16E+0	659.6562E+0	2.393E+3
17E+0	659.7773E+0	2.39E+3
18E+0	659.8983E+0	2.409E+3
19E+0	660.0193E+0	2.397E+3
20E+0	660.1404E+0	2.398E+3
21E+0	660.2614E+0	2.398E+3
22E+0	660.3825E+0	2.413E+3
23E+0	660.5035E+0	2.411E+3
24E+0	660.6246E+0	2.401E+3
25E+0	660.7456E+0	2.399E+3
26E+0	660.8667E+0	2.407E+3
27E+0	660.9877E+0	2.398E+3
28E+0	661.1088E+0	2.416E+3
29E+0	661.2298E+0	2.418E+3
30E+0	661.3509E+0	2.406E+3
31E+0	661.4719E+0	2.402E+3
32E+0	661.593E+0	2.423E+3
33E+0	661.714E+0	2.41E+3
34E+0	661.8351E+0	2.396E+3
35E+0	661.9562E+0	2.418E+3
36E+0	662.0772E+0	2.426E+3
37E+0	662.1983E+0	2.414E+3
38E+0	662.3194E+0	2.418E+3
39E+0	662.4404E+0	2.425E+3
40E+0	662.5615E+0	2.44E+3
41E+0	662.6826E+0	2.416E+3
42E+0	662.8036E+0	2.442E+3
43E+0	662.9247E+0	2.443E+3
44E+0	663.0458E+0	2.441E+3
45E+0	663.1669E+0	2.43E+3
46E+0	663.2879E+0	2.436E+3
47E+0	663.409E+0	2.445E+3
48E+0	663.5301E+0	2.435E+3
49E+0	663.6512E+0	2.429E+3
50E+0	663.7723E+0	2.454E+3
51E+0	663.8933E+0	2.439E+3
52E+0	664.0144E+0	2.441E+3
53E+0	664.1355E+0	2.451E+3
54E+0	664.2566E+0	2.432E+3
55E+0	664.3777E+0	2.446E+3
56E+0	664.4988E+0	2.449E+3
57E+0	664.6199E+0	2.456E+3
58E+0	664.7409E+0	2.458E+3
59E+0	664.862E+0	2.461E+3
60E+0	664.9831E+0	2.454E+3
61E+0	665.1042E+0	2.456E+3
62E+0	665.2253E+0	2.453E+3
63E+0	665.3464E+0	2.448E+3
64E+0	665.4675E+0	2.437E+3
65E+0	665.5886E+0	2.447E+3
66E+0	665.7097E+0	2.455E+3
67E+0	665.8308E+0	2.456E+3
68E+0	665.9519E+0	2.451E+3
69E+0	666.073E+0	2.445E+3
70E+0	666.1941E+0	2.462E+3
71E+0	666.3152E+0	2.45E+3
72E+0	666.4363E+0	2.462E+3
73E+0	666.5575E+0	2.462E+3
74E+0	666.6786E+0	2.457E+3
75E+0	666.7997E+0	2.461E+3
76E+0	666.9208E+0	2.478E+3
77E+0	667.0419E+0	2.473E+3
78E+0	667.163E+0	2.462E+3
79E+0	667.2841E+0	2.463E+3
80E+0	667.4053E+0	2.482E+3
81E+0	667.5264E+0	2.479E+3
82E+0	667.6475E+0	2.476E+3
