#2022-04-12
#15:29:04
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 1.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 10000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.264; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      
1E+0	557.0693E+0	1.63E+3
2E+0	557.1917E+0	1.647E+3
3E+0	557.3142E+0	1.642E+3
4E+0	557.4366E+0	1.648E+3
5E+0	557.559E+0	1.66E+3
6E+0	557.6814E+0	1.663E+3
7E+0	557.8038E+0	1.681E+3
8E+0	557.9262E+0	1.683E+3
9E+0	558.0487E+0	1.687E+3
10E+0	558.1711E+0	1.7E+3
11E+0	558.2935E+0	1.696E+3
12E+0	558.4159E+0	1.717E+3
13E+0	558.5384E+0	1.713E+3
14E+0	558.6608E+0	1.722E+3
15E+0	558.7832E+0	1.714E+3
16E+0	558.9057E+0	1.728E+3
17E+0	559.0281E+0	1.734E+3
18E+0	559.1505E+0	1.731E+3
19E+0	559.273E+0	1.735E+3
20E+0	559.3954E+0	1.74E+3
21E+0	559.5179E+0	1.781E+3
22E+0	559.6403E+0	1.803E+3
23E+0	559.7627E+0	1.831E+3
24E+0	559.8852E+0	1.859E+3
25E+0	560.0076E+0	1.883E+3
26E+0	560.1301E+0	1.935E+3
27E+0	560.2525E+0	1.919E+3
28E+0	560.375E+0	1.957E+3
29E+0	560.4974E+0	1.939E+3
30E+0	560.6199E+0	1.958E+3
