#2020-11-30
#12:25
#Balayage par: Administrateur
#ScanTask Size: 1501

#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; Grating#: 0; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.150; Output Slit(mm): 0.300;
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):100*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 2 mV; Pre Time: 300 ms; Post Time: 0.1 s; Dynamic Res.: Low; Reference Trigger: Symmetric; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
300.0001333333E+0	0E+0	0E+0
300.1833333333E+0	0E+0	0E+0
300.4124666667E+0	0E+0	0E+0
300.5957333333E+0	0E+0	0E+0
300.7789333333E+0	0E+0	0E+0
301.0079333333E+0	0E+0	0E+0
301.1911333333E+0	0E+0	0E+0
301.4201333333E+0	0E+0	0E+0
301.6033333333E+0	0E+0	0E+0
301.7864666667E+0	0E+0	0E+0
302.0154666667E+0	0E+0	0E+0
302.1986666667E+0	0E+0	0E+0
302.3818E+0	0E+0	0E+0
302.6106666667E+0	0E+0	0E+0
302.7938666667E+0	0E+0	0E+0
303.0227333333E+0	0E+0	0E+0
303.2058666667E+0	0E+0	0E+0
303.3889333333E+0	0E+0	0E+0
303.6178E+0	0E+0	0E+0
303.8008666667E+0	0E+0	0E+0
303.984E+0	0E+0	0E+0
304.2128E+0	0E+0	0E+0
304.3958E+0	0E+0	0E+0
304.5788666667E+0	0E+0	0E+0
304.8076666667E+0	0E+0	0E+0
304.9906666667E+0	0E+0	0E+0
305.2194E+0	0E+0	0E+0
305.4024E+0	0E+0	0E+0
305.5854666667E+0	0E+0	0E+0
305.8141333333E+0	0E+0	0E+0
305.9970666667E+0	0E+0	0E+0
306.18E+0	0E+0	0E+0
306.4087333333E+0	0E+0	0E+0
306.5916666667E+0	0E+0	0E+0
306.8202666667E+0	0E+0	0E+0
307.0032E+0	0E+0	0E+0
307.1861333333E+0	0E+0	0E+0
307.4148E+0	0E+0	0E+0
307.5976666667E+0	0E+0	0E+0
307.7805333333E+0	0E+0	0E+0
308.0090666667E+0	0E+0	0E+0
308.192E+0	0E+0	0E+0
308.4205333333E+0	0E+0	0E+0
308.6033333333E+0	0E+0	0E+0
308.7861333333E+0	0E+0	0E+0
309.0146666667E+0	0E+0	0E+0
309.1975333333E+0	0E+0	0E+0
309.3802666667E+0	0E+0	0E+0
309.6088E+0	0E+0	0E+0
309.7915333333E+0	0E+0	0E+0
310.02E+0	0E+0	0E+0
310.2028E+0	0E+0	0E+0
310.3855333333E+0	0E+0	0E+0
310.6138666667E+0	0E+0	0E+0
310.7966666667E+0	0E+0	0E+0
310.9793333333E+0	0E+0	0E+0
311.2077333333E+0	0E+0	0E+0
311.3904E+0	0E+0	0E+0
311.6187333333E+0	0E+0	0E+0
311.8014666667E+0	0E+0	0E+0
311.984E+0	0E+0	0E+0
312.2124E+0	0E+0	0E+0
312.3950666667E+0	0E+0	0E+0
312.5776E+0	15.5E-6	-63.15E+0
312.8059333333E+0	13E-6	-63.9E+0
312.9885333333E+0	0E+0	0E+0
313.2168E+0	35.5E-6	-64.1E+0
313.3993333333E+0	34.5E-6	-65.7E+0
313.5819333333E+0	5.5E-6	0E+0
313.8101333333E+0	0E+0	0E+0
313.9926666667E+0	0E+0	0E+0
314.2208E+0	0E+0	0E+0
314.4034666667E+0	0E+0	0E+0
314.5859333333E+0	0E+0	0E+0
314.814E+0	0E+0	0E+0
314.9965333333E+0	0E+0	0E+0
315.1790666667E+0	0E+0	0E+0
315.4072E+0	0E+0	0E+0
315.5896666667E+0	0E+0	0E+0
315.8177333333E+0	0E+0	0E+0
316.0001333333E+0	0E+0	0E+0
316.1826E+0	0E+0	0E+0
316.4106666667E+0	0E+0	0E+0
316.5930666667E+0	0E+0	0E+0
316.821E+0	0E+0	0E+0
317.0034666667E+0	0E+0	0E+0
317.1858E+0	0E+0	0E+0
317.4137333333E+0	0E+0	0E+0
317.5961333333E+0	0E+0	0E+0
317.7785333333E+0	0E+0	0E+0
318.0064666667E+0	0E+0	0E+0
318.1888E+0	0E+0	0E+0
318.4166666667E+0	0E+0	0E+0
318.5989333333E+0	0E+0	0E+0
318.7812666667E+0	0E+0	0E+0
319.0091333333E+0	0E+0	0E+0
319.1914666667E+0	0E+0	0E+0
319.4192666667E+0	0E+0	0E+0
319.6015333333E+0	0E+0	0E+0
319.7837333333E+0	0E+0	0E+0
