#2020-11-03
#16:08
#Balayage par: dphy-morrislab
#ScanTask Size: 101

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
560E+0	3.583E+3
561E+0	4.356E+3
562E+0	5.484E+3
563E+0	5.042E+3
564E+0	6.159E+3
565E+0	5.485E+3
566E+0	6.174E+3
567E+0	6.592E+3
568E+0	6.871E+3
569E+0	6.621E+3
570E+0	6.955E+3
571E+0	8.724E+3
572E+0	8.121E+3
573E+0	9.502E+3
574E+0	10.118E+3
575E+0	10.05E+3
576E+0	10.616E+3
577E+0	11.167E+3
578E+0	11.244E+3
579E+0	12.215E+3
580E+0	11.8E+3
581E+0	12.197E+3
582E+0	11.656E+3
583E+0	11.435E+3
584E+0	11.59E+3
585E+0	11.148E+3
586E+0	10.828E+3
587E+0	10.999E+3
588E+0	11.725E+3
589E+0	12.279E+3
590E+0	11.998E+3
591E+0	11.538E+3
592E+0	11.604E+3
593E+0	12.197E+3
594E+0	10.593E+3
595E+0	12.023E+3
596E+0	11.197E+3
597E+0	10.95E+3
598E+0	12.465E+3
599E+0	12.665E+3
600E+0	12.547E+3
601E+0	13.282E+3
602E+0	13.459E+3
603E+0	13.686E+3
604E+0	15.298E+3
605E+0	15.147E+3
606E+0	15.523E+3
607E+0	15.634E+3
608E+0	17.093E+3
609E+0	16.669E+3
610E+0	17.895E+3
611E+0	18.317E+3
612E+0	18.971E+3
613E+0	19.263E+3
614E+0	19.286E+3
615E+0	19.733E+3
616E+0	20.496E+3
617E+0	21.781E+3
618E+0	22.901E+3
619E+0	22.031E+3
620E+0	23.276E+3
621E+0	23.166E+3
622E+0	22.247E+3
623E+0	24.102E+3
624E+0	24.03E+3
625E+0	23.796E+3
626E+0	23.446E+3
627E+0	23.202E+3
628E+0	23.013E+3
629E+0	23.991E+3
630E+0	23.345E+3
631E+0	21.705E+3
632E+0	21.366E+3
633E+0	22.098E+3
634E+0	22.664E+3
635E+0	22.154E+3
636E+0	21.072E+3
637E+0	21.659E+3
638E+0	21.927E+3
639E+0	21.143E+3
640E+0	20.369E+3
641E+0	20.939E+3
642E+0	20.407E+3
643E+0	18.958E+3
644E+0	20.218E+3
645E+0	19.207E+3
646E+0	19.742E+3
647E+0	19.007E+3
648E+0	18.608E+3
649E+0	18.098E+3
650E+0	19.25E+3
651E+0	18.135E+3
652E+0	16.992E+3
653E+0	17.285E+3
654E+0	17.698E+3
655E+0	16.91E+3
656E+0	16.61E+3
657E+0	16.035E+3
658E+0	16.718E+3
659E+0	16.205E+3
660E+0	14.848E+3
