#2020-11-05
#16:23
#Balayage par: dphy-morrislab
#ScanTask Size: 401

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
500E+0	63E+0
500.5E+0	47E+0
501E+0	91.5E+0
501.5E+0	47E+0
502E+0	88E+0
502.5E+0	32.5E+0
503E+0	87.5E+0
503.5E+0	61.5E+0
504E+0	63E+0
504.5E+0	105E+0
505E+0	87.5E+0
505.5E+0	30E+0
506E+0	65.5E+0
506.5E+0	37.5E+0
507E+0	52E+0
507.5E+0	21.5E+0
508E+0	93E+0
508.5E+0	32.5E+0
509E+0	31.5E+0
509.5E+0	55.5E+0
510E+0	28E+0
510.5E+0	58E+0
511E+0	37E+0
511.5E+0	97E+0
512E+0	61.5E+0
512.5E+0	58.5E+0
513E+0	58.5E+0
513.5E+0	126E+0
514E+0	37E+0
514.5E+0	64E+0
515E+0	87.5E+0
515.5E+0	70.5E+0
516E+0	63.5E+0
516.5E+0	21E+0
517E+0	58.5E+0
517.5E+0	65E+0
518E+0	48.5E+0
518.5E+0	71E+0
519E+0	117E+0
519.5E+0	93.5E+0
520E+0	63E+0
520.5E+0	95.5E+0
521E+0	59.5E+0
521.5E+0	88.5E+0
522E+0	57.5E+0
522.5E+0	50E+0
523E+0	147.5E+0
523.5E+0	64.5E+0
524E+0	34E+0
524.5E+0	48.5E+0
525E+0	82.5E+0
525.5E+0	126E+0
526E+0	107E+0
526.5E+0	67E+0
527E+0	51E+0
527.5E+0	25E+0
528E+0	84.5E+0
528.5E+0	59E+0
529E+0	63E+0
529.5E+0	45.5E+0
530E+0	93E+0
530.5E+0	112.5E+0
531E+0	59.5E+0
531.5E+0	100.5E+0
532E+0	139.5E+0
532.5E+0	101E+0
533E+0	144E+0
533.5E+0	147.5E+0
534E+0	152.5E+0
534.5E+0	80.5E+0
535E+0	159E+0
535.5E+0	185.5E+0
536E+0	115.5E+0
536.5E+0	141E+0
537E+0	125E+0
537.5E+0	194.5E+0
538E+0	246.5E+0
538.5E+0	227E+0
539E+0	206E+0
539.5E+0	333.5E+0
540E+0	397.5E+0
540.5E+0	471.5E+0
541E+0	584.5E+0
541.5E+0	714.5E+0
542E+0	647E+0
542.5E+0	926E+0
543E+0	819E+0
543.5E+0	1.034E+3
544E+0	931E+0
544.5E+0	1.0405E+3
545E+0	763E+0
545.5E+0	949E+0
546E+0	693E+0
546.5E+0	694.5E+0
547E+0	622.5E+0
547.5E+0	286E+0
548E+0	337.5E+0
548.5E+0	337E+0
549E+0	520.5E+0
549.5E+0	307E+0
550E+0	304.5E+0
550.5E+0	393E+0
551E+0	326.5E+0
551.5E+0	394E+0
552E+0	340.5E+0
552.5E+0	265E+0
553E+0	386E+0
553.5E+0	441E+0
554E+0	346E+0
554.5E+0	201.5E+0
555E+0	212E+0
555.5E+0	364E+0
556E+0	267.5E+0
556.5E+0	221E+0
557E+0	273E+0
557.5E+0	343.5E+0
558E+0	277.5E+0
558.5E+0	310.5E+0
559E+0	255E+0
559.5E+0	385E+0
560E+0	231E+0
560.5E+0	251E+0
561E+0	277.5E+0
561.5E+0	266E+0
562E+0	273.5E+0
562.5E+0	413E+0
563E+0	471E+0
563.5E+0	292E+0
564E+0	454.5E+0
564.5E+0	399.5E+0
565E+0	366E+0
565.5E+0	361.5E+0
566E+0	290E+0
566.5E+0	262E+0
567E+0	306.5E+0
567.5E+0	388E+0
568E+0	264.5E+0
568.5E+0	352.5E+0
569E+0	481E+0
569.5E+0	221.5E+0
570E+0	392E+0
570.5E+0	329E+0
571E+0	353.5E+0
571.5E+0	235E+0
572E+0	516.5E+0
572.5E+0	353E+0
573E+0	394E+0
573.5E+0	431.5E+0
574E+0	463E+0
574.5E+0	483E+0
575E+0	494.5E+0
575.5E+0	511.5E+0
576E+0	395.5E+0
576.5E+0	431E+0
577E+0	568E+0
577.5E+0	502.5E+0
578E+0	497E+0
578.5E+0	633.5E+0
579E+0	510.5E+0
579.5E+0	515E+0
580E+0	534.5E+0
580.5E+0	472.5E+0
581E+0	619.5E+0
581.5E+0	498E+0
582E+0	518E+0
582.5E+0	572E+0
583E+0	586.5E+0
583.5E+0	532.5E+0
584E+0	514E+0
584.5E+0	728E+0
585E+0	770E+0
585.5E+0	538.5E+0
586E+0	566E+0
586.5E+0	747.5E+0
587E+0	628E+0
587.5E+0	625.5E+0
588E+0	677.5E+0
588.5E+0	687E+0
589E+0	750.5E+0
589.5E+0	619E+0
590E+0	817.5E+0
590.5E+0	739E+0
591E+0	601.5E+0
591.5E+0	566E+0
592E+0	683.5E+0
592.5E+0	714E+0
593E+0	826.5E+0
593.5E+0	732.5E+0
594E+0	837.5E+0
594.5E+0	595.5E+0
595E+0	863E+0
595.5E+0	658E+0
596E+0	817E+0
596.5E+0	603E+0
597E+0	743E+0
597.5E+0	592.5E+0
598E+0	714.5E+0
598.5E+0	746.5E+0
599E+0	765E+0
599.5E+0	880.5E+0
600E+0	880.5E+0
600.5E+0	758E+0
601E+0	876.5E+0
601.5E+0	928.5E+0
602E+0	791.5E+0
602.5E+0	764.5E+0
603E+0	872E+0
603.5E+0	786.5E+0
604E+0	966E+0
604.5E+0	1.106E+3
605E+0	916.5E+0
605.5E+0	1.0645E+3
606E+0	946E+0
606.5E+0	1.048E+3
607E+0	1.0225E+3
607.5E+0	1.135E+3
608E+0	969E+0
608.5E+0	1.2745E+3
609E+0	1.234E+3
609.5E+0	1.554E+3
610E+0	1.7155E+3
610.5E+0	2.1145E+3
611E+0	1.8015E+3
611.5E+0	2.39E+3
612E+0	2.034E+3
612.5E+0	2.0805E+3
613E+0	1.6085E+3
613.5E+0	1.847E+3
614E+0	1.7455E+3
614.5E+0	1.715E+3
615E+0	1.649E+3
615.5E+0	1.3065E+3
616E+0	1.647E+3
616.5E+0	1.776E+3
617E+0	1.6955E+3
617.5E+0	1.6175E+3
618E+0	1.8145E+3
618.5E+0	1.8145E+3
619E+0	1.6525E+3
619.5E+0	1.619E+3
620E+0	1.7095E+3
620.5E+0	1.9285E+3
