#2020-11-03
#09:16
#Balayage par: dphy-morrislab
#ScanTask Size: 101

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
550E+0	166E+0
552E+0	60E+0
554E+0	117E+0
556E+0	148E+0
558E+0	170E+0
560E+0	140E+0
562E+0	132E+0
564E+0	161E+0
566E+0	92E+0
568E+0	112E+0
570E+0	126E+0
572E+0	110E+0
574E+0	242E+0
576E+0	135E+0
578E+0	312E+0
580E+0	151E+0
582E+0	284E+0
584E+0	216E+0
586E+0	177E+0
588E+0	297E+0
590E+0	271E+0
592E+0	340E+0
594E+0	197E+0
596E+0	204E+0
598E+0	382E+0
600E+0	370E+0
602E+0	350E+0
604E+0	179E+0
606E+0	263E+0
608E+0	278E+0
610E+0	226E+0
612E+0	535E+0
614E+0	171E+0
616E+0	246E+0
618E+0	314E+0
620E+0	321E+0
622E+0	344E+0
624E+0	446E+0
626E+0	260E+0
628E+0	293E+0
630E+0	391E+0
632E+0	511E+0
634E+0	261E+0
636E+0	282E+0
638E+0	370E+0
640E+0	311E+0
642E+0	333E+0
644E+0	233E+0
646E+0	285E+0
648E+0	300E+0
650E+0	594E+0
652E+0	302E+0
654E+0	331E+0
656E+0	325E+0
658E+0	269E+0
660E+0	223E+0
662E+0	202E+0
664E+0	259E+0
666E+0	285E+0
668E+0	278E+0
670E+0	160E+0
672E+0	299E+0
674E+0	258E+0
676E+0	185E+0
678E+0	173E+0
680E+0	227E+0
682E+0	238E+0
684E+0	200E+0
686E+0	286E+0
688E+0	254E+0
690E+0	151E+0
692E+0	259E+0
694E+0	106E+0
696E+0	243E+0
698E+0	168E+0
700E+0	197E+0
702E+0	221E+0
704E+0	130E+0
706E+0	218E+0
708E+0	320E+0
710E+0	179E+0
712E+0	129E+0
714E+0	124E+0
716E+0	118E+0
