#2020-10-30
#10:06
#Balayage par: dphy-morrislab
#ScanTask Size: 31

#Instrument: LSCI332@LSCI332.lvclass Function:Read_InputB&Heater (K,S,%,W); Parameters:*BeforeWait(ms):0*AfterWait(ms):0

#Tools.Time(s)                 	LSCI332.Temp(K)               	LSCI332.Sensor(U)             	LSCI332.Heater(%)             	LSCI332.Heater(W)             
3.686911599484E+9	227.54E+0	723.5E-3	500E-3	100E+0
3.686911600524E+9	227.55E+0	723.5E-3	500E-3	100E+0
3.686911601554E+9	227.55E+0	723.5E-3	500E-3	100E+0
3.686911602585E+9	227.56E+0	723.5E-3	500E-3	100E+0
3.686911603615E+9	227.56E+0	723.5E-3	500E-3	100E+0
3.686911604645E+9	227.57E+0	723.5E-3	500E-3	100E+0
3.686911605674E+9	227.57E+0	723.5E-3	500E-3	100E+0
3.686911606705E+9	227.58E+0	723.4E-3	500E-3	100E+0
3.686911607734E+9	227.58E+0	723.4E-3	500E-3	100E+0
3.686911608765E+9	227.59E+0	723.4E-3	500E-3	100E+0
3.686911609804E+9	227.59E+0	723.4E-3	500E-3	100E+0
3.686911610835E+9	227.6E+0	723.4E-3	500E-3	100E+0
3.686911611864E+9	227.6E+0	723.4E-3	500E-3	100E+0
3.686911612912E+9	227.61E+0	723.4E-3	500E-3	100E+0
3.686911613945E+9	227.61E+0	723.4E-3	500E-3	100E+0
3.686911614985E+9	227.62E+0	723.4E-3	500E-3	100E+0
3.686911616015E+9	227.62E+0	723.3E-3	500E-3	100E+0
3.686911617044E+9	227.63E+0	723.3E-3	500E-3	100E+0
3.686911618074E+9	227.63E+0	723.3E-3	500E-3	100E+0
3.686911619105E+9	227.64E+0	723.3E-3	500E-3	100E+0
3.686911620134E+9	227.64E+0	723.3E-3	500E-3	100E+0
3.686911621165E+9	227.65E+0	723.3E-3	500E-3	100E+0
3.686911622194E+9	227.65E+0	723.3E-3	500E-3	100E+0
3.686911623225E+9	227.66E+0	723.3E-3	500E-3	100E+0
3.686911624254E+9	227.66E+0	723.3E-3	500E-3	100E+0
3.686911625285E+9	227.67E+0	723.2E-3	500E-3	100E+0
3.686911626325E+9	227.67E+0	723.2E-3	500E-3	100E+0
3.686911627355E+9	227.68E+0	723.2E-3	500E-3	100E+0
3.686911628384E+9	227.68E+0	723.2E-3	500E-3	100E+0
3.686911629415E+9	227.69E+0	723.2E-3	500E-3	100E+0
3.686911630445E+9	227.69E+0	723.2E-3	500E-3	100E+0
