#2020-11-02
#16:17
#Balayage par: dphy-morrislab
#ScanTask Size: 201

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-1; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
550E+0	246E+0
551E+0	546E+0
552E+0	457E+0
553E+0	602E+0
554E+0	913E+0
555E+0	1.553E+3
556E+0	1.685E+3
557E+0	1.121E+3
558E+0	670E+0
559E+0	790E+0
560E+0	920E+0
561E+0	692E+0
562E+0	1.027E+3
563E+0	1.05E+3
564E+0	895E+0
565E+0	1E+3
566E+0	851E+0
567E+0	1.161E+3
568E+0	1.099E+3
569E+0	792E+0
570E+0	978E+0
571E+0	917E+0
572E+0	1.243E+3
573E+0	1.179E+3
574E+0	1.312E+3
575E+0	991E+0
576E+0	1.679E+3
577E+0	1.113E+3
578E+0	1.024E+3
579E+0	1.071E+3
580E+0	1.087E+3
581E+0	826E+0
582E+0	1.143E+3
583E+0	697E+0
584E+0	866E+0
585E+0	940E+0
586E+0	861E+0
587E+0	956E+0
588E+0	814E+0
589E+0	1.038E+3
590E+0	658E+0
591E+0	919E+0
592E+0	901E+0
593E+0	922E+0
594E+0	942E+0
595E+0	792E+0
596E+0	963E+0
597E+0	904E+0
598E+0	858E+0
599E+0	864E+0
600E+0	903E+0
601E+0	1.146E+3
602E+0	1.444E+3
603E+0	1.087E+3
604E+0	867E+0
605E+0	950E+0
606E+0	966E+0
607E+0	1.329E+3
608E+0	977E+0
609E+0	1.137E+3
610E+0	1.153E+3
611E+0	1.372E+3
612E+0	1.221E+3
613E+0	1.398E+3
614E+0	1.339E+3
615E+0	1.112E+3
616E+0	1.274E+3
617E+0	1.033E+3
618E+0	1.316E+3
619E+0	1.048E+3
620E+0	1.116E+3
621E+0	1.438E+3
622E+0	1.234E+3
623E+0	1.122E+3
624E+0	1.094E+3
625E+0	1.531E+3
626E+0	1.06E+3
627E+0	875E+0
628E+0	1.086E+3
629E+0	928E+0
630E+0	881E+0
631E+0	1.206E+3
632E+0	995E+0
633E+0	1.154E+3
634E+0	1.297E+3
635E+0	1.08E+3
636E+0	1.101E+3
637E+0	860E+0
638E+0	1.323E+3
639E+0	826E+0
640E+0	977E+0
641E+0	1.12E+3
642E+0	944E+0
643E+0	1.111E+3
644E+0	1.106E+3
645E+0	832E+0
646E+0	947E+0
647E+0	1.042E+3
648E+0	779E+0
649E+0	869E+0
650E+0	594E+0
651E+0	979E+0
652E+0	1.006E+3
653E+0	677E+0
654E+0	877E+0
655E+0	1.035E+3
656E+0	901E+0
657E+0	456E+0
658E+0	655E+0
659E+0	699E+0
660E+0	661E+0
661E+0	920E+0
662E+0	738E+0
663E+0	754E+0
664E+0	691E+0
665E+0	585E+0
666E+0	640E+0
667E+0	673E+0
668E+0	727E+0
669E+0	773E+0
670E+0	666E+0
671E+0	613E+0
672E+0	581E+0
673E+0	823E+0
674E+0	760E+0
675E+0	716E+0
676E+0	843E+0
677E+0	736E+0
678E+0	567E+0
679E+0	704E+0
680E+0	602E+0
681E+0	741E+0
682E+0	819E+0
683E+0	707E+0
684E+0	855E+0
685E+0	649E+0
686E+0	875E+0
687E+0	582E+0
688E+0	768E+0
689E+0	748E+0
690E+0	777E+0
691E+0	1.088E+3
692E+0	563E+0
693E+0	813E+0
694E+0	492E+0
695E+0	597E+0
696E+0	713E+0
697E+0	597E+0
698E+0	626E+0
699E+0	499E+0
700E+0	671E+0
701E+0	730E+0
702E+0	620E+0
703E+0	562E+0
704E+0	634E+0
705E+0	485E+0
706E+0	575E+0
707E+0	804E+0
708E+0	679E+0
709E+0	584E+0
710E+0	802E+0
711E+0	409E+0
712E+0	535E+0
713E+0	375E+0
714E+0	641E+0
715E+0	604E+0
716E+0	513E+0
717E+0	803E+0
718E+0	617E+0
719E+0	382E+0
720E+0	428E+0
721E+0	387E+0
722E+0	496E+0
723E+0	465E+0
724E+0	363E+0
725E+0	329E+0
726E+0	581E+0
727E+0	461E+0
728E+0	499E+0
729E+0	305E+0
730E+0	426E+0
731E+0	472E+0
732E+0	564E+0
733E+0	257E+0
734E+0	544E+0
735E+0	358E+0
736E+0	445E+0
737E+0	314E+0
738E+0	475E+0
739E+0	374E+0
740E+0	372E+0
741E+0	330E+0
742E+0	373E+0
743E+0	323E+0
744E+0	243E+0
745E+0	326E+0
746E+0	405E+0
747E+0	775E+0
748E+0	404E+0
749E+0	342E+0
750E+0	502E+0
