#2020-10-30
#12:23
#Balayage par: dphy-morrislab
#ScanTask Size: 30

#Instrument: LSCI332@LSCI332.lvclass Function:Read_InputB&Heater (K,S,%,W); Parameters:*BeforeWait(ms):0*AfterWait(ms):0

#Tools.Time(s)                 	LSCI332.Temp(K)               	LSCI332.Sensor(U)             	LSCI332.Heater(%)             	LSCI332.Heater(W)             
3.686919783693E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919784723E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919785763E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919786793E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919787823E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919788852E+9	242.17E+0	691E-3	0E+0	0E+0
3.686919789883E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919790912E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919791943E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919792982E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919794013E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919795042E+9	242.18E+0	691E-3	0E+0	0E+0
3.686919796082E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919797113E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919798142E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919799183E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919800212E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919801243E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919802283E+9	242.19E+0	691E-3	0E+0	0E+0
3.686919803312E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919804342E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919805373E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919806403E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919807433E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919808462E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919809503E+9	242.2E+0	690.9E-3	0E+0	0E+0
3.686919810533E+9	242.21E+0	690.9E-3	0E+0	0E+0
3.686919811563E+9	242.21E+0	690.9E-3	0E+0	0E+0
3.686919812602E+9	242.21E+0	690.9E-3	0E+0	0E+0
3.686919813633E+9	242.21E+0	690.9E-3	0E+0	0E+0
