#2020-11-05
#13:21
#Balayage par: dphy-morrislab
#ScanTask Size: 345

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
528E+0	433E+0
528.5E+0	442E+0
529E+0	342.5E+0
529.5E+0	415E+0
530E+0	473.5E+0
530.5E+0	294.5E+0
531E+0	568.5E+0
531.5E+0	540E+0
532E+0	406E+0
532.5E+0	344.5E+0
533E+0	364E+0
533.5E+0	395.5E+0
534E+0	536.5E+0
534.5E+0	315E+0
535E+0	507.5E+0
535.5E+0	490.5E+0
536E+0	229.5E+0
536.5E+0	442E+0
537E+0	507.5E+0
537.5E+0	450E+0
538E+0	351.5E+0
538.5E+0	441E+0
539E+0	427E+0
539.5E+0	430E+0
540E+0	524E+0
540.5E+0	584E+0
541E+0	768.5E+0
541.5E+0	783.5E+0
542E+0	919.5E+0
542.5E+0	841E+0
543E+0	921.5E+0
543.5E+0	1.009E+3
544E+0	885.5E+0
544.5E+0	936.5E+0
545E+0	1.0065E+3
545.5E+0	1.0205E+3
546E+0	860E+0
546.5E+0	847E+0
547E+0	696E+0
547.5E+0	539E+0
548E+0	549.5E+0
548.5E+0	555.5E+0
549E+0	616.5E+0
549.5E+0	685E+0
550E+0	485.5E+0
550.5E+0	381E+0
551E+0	482E+0
551.5E+0	725.5E+0
552E+0	457E+0
552.5E+0	584.5E+0
553E+0	454E+0
553.5E+0	502.5E+0
554E+0	708.5E+0
554.5E+0	487.5E+0
555E+0	528.5E+0
555.5E+0	415E+0
556E+0	419.5E+0
556.5E+0	406E+0
557E+0	624.5E+0
557.5E+0	589.5E+0
558E+0	654.5E+0
558.5E+0	482E+0
559E+0	487.5E+0
559.5E+0	447.5E+0
560E+0	558.5E+0
560.5E+0	490E+0
561E+0	433E+0
561.5E+0	461E+0
562E+0	596E+0
562.5E+0	685.5E+0
563E+0	598E+0
563.5E+0	458E+0
564E+0	535.5E+0
564.5E+0	538.5E+0
