#2021-02-11
#09:08
#Balayage par: lalg1702
#ScanTask Size: 101,6


#Ind Point(Point)              	ScanPar(Arb)                  	Temps Abs(ms)                 	Random Number(Arb)            	Crb 1 Dat(Arb)                
0E+0	3.695897300585E+9	0E+0	3.695897300585E+9	740.0353142787E-3	0E+0
1E+0	3.69589730059E+9	0E+0	3.69589730059E+9	953.7555861302E-3	49.5213842439E-3
2E+0	3.695897300595E+9	0E+0	3.695897300595E+9	553.803174167E-3	98.54796718603E-3
3E+0	3.695897300611E+9	0E+0	3.695897300611E+9	926.3077701361E-3	146.5898914157E-3
4E+0	3.695897300618E+9	0E+0	3.695897300618E+9	554.7163743991E-3	193.1671379064E-3
5E+0	3.695897300633E+9	0E+0	3.695897300634E+9	22.25017356674E-3	237.8143222078E-3
6E+0	3.695897300641E+9	0E+0	3.695897300641E+9	487.5352194461E-3	280.0853444127E-3
7E+0	3.695897300651E+9	0E+0	3.695897300651E+9	336.4924079039E-3	319.5578464401E-3
8E+0	3.695897300658E+9	0E+0	3.695897300658E+9	813.9256282332E-3	355.8374320976E-3
9E+0	3.695897300669E+9	0E+0	3.695897300669E+9	355.4804715761E-3	388.5616077578E-3
10E+0	3.695897300676E+9	0E+0	3.695897300676E+9	676.7379228242E-3	417.4034042747E-3
11E+0	3.695897300691E+9	0E+0	3.695897300691E+9	406.8181635537E-3	442.0746439513E-3
12E+0	3.695897300696E+9	0E+0	3.695897300696E+9	470.7515228112E-3	462.3288199161E-3
13E+0	3.695897300709E+9	0E+0	3.69589730071E+9	276.2258027908E-3	477.9635591377E-3
14E+0	3.695897300717E+9	0E+0	3.695897300717E+9	529.2477540428E-3	488.8226444703E-3
15E+0	3.695897300741E+9	0E+0	3.695897300741E+9	868.3424591493E-3	494.7975755225E-3
16E+0	3.695897300748E+9	0E+0	3.695897300748E+9	851.187347965E-3	495.8286527585E-3
17E+0	3.695897300765E+9	0E+0	3.695897300765E+9	862.0319462512E-3	491.9055739953E-3
18E+0	3.695897300771E+9	0E+0	3.695897300771E+9	395.2952505168E-3	483.0675373391E-3
19E+0	3.69589730079E+9	0E+0	3.69589730079E+9	407.3935719802E-3	469.4028495307E-3
20E+0	3.695897300797E+9	0E+0	3.695897300797E+9	115.4705600169E-3	451.0480436137E-3
21E+0	3.695897300814E+9	0E+0	3.695897300814E+9	921.8699413505E-3	428.1865147416E-3
22E+0	3.695897300821E+9	0E+0	3.695897300821E+9	766.4582324194E-3	401.0466877538E-3
23E+0	3.695897300843E+9	0E+0	3.695897300843E+9	336.9850513775E-3	369.8997348305E-3
24E+0	3.695897300848E+9	0E+0	3.695897300848E+9	205.8173369944E-3	335.0568660293E-3
25E+0	3.695897300852E+9	0E+0	3.695897300852E+9	402.043406138E-3	296.8662197778E-3
26E+0	3.695897300884E+9	0E+0	3.695897300884E+9	276.121166565E-3	255.7093843892E-3
