#2021-02-10
#15:59
#Balayage par: lalg1702
#ScanTask Size: 101


#Ind Point(Point)              	Temps Abs(ms)                 	Random Number(Arb)            	Crb 1 Dat(Arb)                
0E+0	3.695835596425E+9	3.695835596425E+9	89.10968508022E-3	0E+0
1E+0	3.695835596428E+9	3.695835596428E+9	641.2009435927E-3	49.5213842439E-3
2E+0	3.695835596494E+9	3.695835596494E+9	938.040857672E-3	98.54796718603E-3
3E+0	3.695835596513E+9	3.695835596513E+9	775.5746531159E-3	146.5898914157E-3
4E+0	3.695835596521E+9	3.695835596521E+9	415.6813768768E-3	193.1671379064E-3
5E+0	3.695835596537E+9	3.695835596537E+9	94.81978996967E-3	237.8143222078E-3
6E+0	3.695835596542E+9	3.695835596542E+9	529.3755673448E-3	280.0853444127E-3
7E+0	3.695835596629E+9	3.695835596629E+9	299.6896432214E-3	319.5578464401E-3
8E+0	3.695835596645E+9	3.695835596645E+9	599.9083196414E-3	355.8374320976E-3
9E+0	3.695835596665E+9	3.695835596665E+9	389.8318793724E-3	388.5616077578E-3
10E+0	3.695835596673E+9	3.695835596673E+9	29.83129785439E-3	417.4034042747E-3
11E+0	3.695835596689E+9	3.695835596689E+9	65.87310981572E-3	442.0746439513E-3
12E+0	3.695835596695E+9	3.695835596695E+9	921.9320110804E-3	462.3288199161E-3
13E+0	3.695835596712E+9	3.695835596712E+9	112.7062950632E-3	477.9635591377E-3
14E+0	3.695835596722E+9	3.695835596722E+9	282.4563852039E-3	488.8226444703E-3
15E+0	3.695835596736E+9	3.695835596736E+9	11.19227971354E-3	494.7975755225E-3
16E+0	3.695835596742E+9	3.695835596742E+9	86.18425382716E-3	495.8286527585E-3
17E+0	3.695835596755E+9	3.695835596755E+9	627.635894997E-3	491.9055739953E-3
18E+0	3.695835596761E+9	3.695835596761E+9	568.358816585E-3	483.0675373391E-3
19E+0	3.695835596788E+9	3.695835596788E+9	808.5979369435E-3	469.4028495307E-3
20E+0	3.695835596798E+9	3.695835596798E+9	819.053961028E-3	451.0480436137E-3
21E+0	3.695835596826E+9	3.695835596826E+9	163.7348673646E-3	428.1865147416E-3
22E+0	3.695835596832E+9	3.695835596832E+9	973.0526953073E-3	401.0466877538E-3
23E+0	3.695835596854E+9	3.695835596854E+9	593.2961172243E-3	369.8997348305E-3
24E+0	3.695835596862E+9	3.695835596862E+9	118.5879026992E-3	335.0568660293E-3
25E+0	3.695835596889E+9	3.695835596889E+9	112.2433707869E-3	296.8662197778E-3
26E+0	3.695835596896E+9	3.695835596896E+9	130.8149674619E-3	255.7093843892E-3
27E+0	3.695835596914E+9	3.695835596914E+9	152.1180004383E-3	211.997585358E-3
28E+0	3.695835596923E+9	3.695835596923E+9	29.62777966878E-3	166.1675765311E-3
29E+0	3.695835596944E+9	3.695835596944E+9	173.7246651317E-3	118.6772762072E-3
30E+0	3.695835596952E+9	3.695835596952E+9	199.5765267929E-3	70.00119176886E-3
31E+0	3.69583559697E+9	3.69583559697E+9	991.1386436295E-3	20.62567856171E-3
32E+0	3.695835596977E+9	3.695835596977E+9	476.6859749755E-3	-28.95591960768E-3
33E+0	3.695835596993E+9	3.695835596993E+9	492.8341863437E-3	-78.24819979991E-3
34E+0	3.695835597023E+9	3.695835597023E+9	840.5340625791E-3	-126.7586498451E-3
35E+0	3.695835597029E+9	3.695835597029E+9	735.796071813E-3	-174.002569362E-3
36E+0	3.695835597046E+9	3.695835597046E+9	779.4333529497E-3	-219.5079127233E-3
37E+0	3.695835597069E+9	3.695835597069E+9	280.5565392416E-3	-262.8200055804E-3
38E+0	3.695835597075E+9	3.695835597075E+9	263.8251006096E-3	-303.5060878185E-3
39E+0	3.695835597093E+9	3.695835597093E+9	303.6241150407E-3	-341.1596375529E-3
40E+0	3.695835597103E+9	3.695835597103E+9	412.1648723542E-3	-375.4044329612E-3
41E+0	3.695835597125E+9	3.695835597125E+9	982.0121660733E-3	-405.8983113676E-3
42E+0	3.695835597134E+9	3.695835597134E+9	565.4767795231E-3	-432.336588019E-3
43E+0	3.695835597154E+9	3.695835597154E+9	866.7216692848E-3	-454.4551003943E-3
44E+0	3.695835597162E+9	3.695835597162E+9	985.0160676555E-3	-472.0328476294E-3
45E+0	3.695835597193E+9	3.695835597193E+9	271.6565676295E-3	-484.8941986843E-3
46E+0	3.695835597203E+9	3.695835597203E+9	795.6231203959E-3	-492.9106471906E-3
47E+0	3.69583559722E+9	3.69583559722E+9	636.1556176007E-3	-496.0020954448E-3
48E+0	3.695835597225E+9	3.695835597225E+9	400.8747878769E-3	-494.1376547178E-3
49E+0	3.695835597237E+9	3.695835597237E+9	232.5832841203E-3	-487.3359538851E-3
50E+0	3.695835597243E+9	3.695835597243E+9	311.3109074262E-3	-475.664953293E-3
51E+0	3.695835597256E+9	3.695835597256E+9	6.022149842544E-3	-459.2412657215E-3
52E+0	3.695835597264E+9	3.695835597264E+9	997.8746526996E-3	-438.228991228E-3
53E+0	3.69583559729E+9	3.69583559729E+9	624.2355612009E-3	-412.8380775133E-3
54E+0	3.695835597299E+9	3.695835597299E+9	662.6574947567E-3	-383.3222221942E-3
55E+0	3.695835597319E+9	3.695835597319E+9	929.879222936E-3	-349.9763379404E-3
56E+0	3.695835597326E+9	3.695835597326E+9	162.7133719654E-3	-313.1336058048E-3
57E+0	3.695835597341E+9	3.695835597341E+9	586.8486235354E-3	-273.1621461881E-3
58E+0	3.695835597348E+9	3.695835597348E+9	820.7770032799E-3	-230.4613407021E-3
59E+0	3.695835597363E+9	3.695835597363E+9	892.0106972544E-3	-185.4578416802E-3
60E+0	3.695835597371E+9	3.695835597371E+9	992.8280053742E-3	-138.6013092085E-3
61E+0	3.695835597387E+9	3.695835597387E+9	205.8619208068E-3	-90.35991827067E-3
62E+0	3.695835597394E+9	3.695835597394E+9	915.5780601064E-3	-41.21568089849E-3
63E+0	3.69583559742E+9	3.69583559742E+9	812.1188508754E-3	8.340369933143E-3
64E+0	3.695835597428E+9	3.695835597428E+9	116.8928035002E-3	57.81308654536E-3
65E+0	3.695835597461E+9	3.695835597461E+9	199.8259416958E-3	106.7081539073E-3
66E+0	3.695835597486E+9	3.695835597486E+9	179.3306313212E-3	154.5370286684E-3
67E+0	3.695835597496E+9	3.695835597496E+9	558.5697331405E-3	200.8218205222E-3
68E+0	3.695835597541E+9	3.695835597541E+9	6.149025038986E-3	245.1000671282E-3
69E+0	3.695835597552E+9	3.695835597552E+9	630.1507773162E-3	286.9293548828E-3
70E+0	3.695835597574E+9	3.695835597574E+9	871.0660045468E-3	325.8917393696E-3
71E+0	3.695835597581E+9	3.695835597581E+9	141.5285335184E-3	361.5979213221E-3
72E+0	3.695835597603E+9	3.695835597603E+9	44.69869252238E-3	393.6911363732E-3
