#2020-11-27
#15:42
#Balayage par: Administrateur
#ScanTask Size: 301

#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):0*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 50 µV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
699.9754E+0	15.88E-6	104.75E+0
701.009E+0	15.3E-6	105.6E+0
701.978E+0	14.68E-6	105.15E+0
703.011E+0	14.91E-6	104.2E+0
703.9791E+0	14.7E-6	104.55E+0
705.0117E+0	14.82E-6	103.1E+0
705.9793E+0	15.43E-6	103.35E+0
707.011E+0	15.98E-6	103.3E+0
707.9778E+0	16.18E-6	103.75E+0
709.009E+0	16.56E-6	103E+0
709.9754E+0	16.31E-6	103.8E+0
711.0058E+0	15.95E-6	106.05E+0
711.9714E+0	16.4E-6	105.1E+0
713.0012E+0	16.58E-6	104.55E+0
714.0306E+0	16.46E-6	103.7E+0
714.9952E+0	16.41E-6	103.45E+0
716.024E+0	16.1E-6	103.35E+0
716.9882E+0	16E-6	104.05E+0
718.0162E+0	16.11E-6	104.3E+0
718.9798E+0	16.28E-6	103.55E+0
720.007E+0	16.92E-6	103.55E+0
720.9698E+0	16.78E-6	104.55E+0
721.9966E+0	16.28E-6	103.2E+0
723.023E+0	16.57E-6	103.3E+0
723.9847E+0	16.86E-6	104.55E+0
725.0106E+0	16.41E-6	103.8E+0
725.9715E+0	16.58E-6	103E+0
726.9966E+0	16.63E-6	103.3E+0
728.0212E+0	16.85E-6	103.35E+0
728.9815E+0	16.65E-6	103.6E+0
730.0054E+0	16.81E-6	102.25E+0
731.0288E+0	16.67E-6	103.8E+0
731.9882E+0	16.48E-6	105.4E+0
733.0112E+0	16.96E-6	104.3E+0
733.9698E+0	16.72E-6	103.9E+0
734.9919E+0	16.72E-6	104.55E+0
736.0138E+0	16.67E-6	103.85E+0
736.9714E+0	17.02E-6	103.65E+0
737.9925E+0	16.68E-6	104.1E+0
739.0132E+0	17.02E-6	103.75E+0
739.9699E+0	16.93E-6	103.75E+0
740.9899E+0	16.98E-6	104.05E+0
742.0098E+0	16.98E-6	103.7E+0
743.029E+0	16.71E-6	103.85E+0
743.9844E+0	16.81E-6	103.55E+0
745.003E+0	17.08E-6	103E+0
746.0214E+0	17.48E-6	104.9E+0
746.9757E+0	16.62E-6	104.05E+0
747.9931E+0	16.41E-6	103.8E+0
749.0102E+0	16.8E-6	103.1E+0
750.0273E+0	16.92E-6	103.2E+0
750.9802E+0	17.01E-6	104.75E+0
751.9963E+0	17.11E-6	104.55E+0
753.0122E+0	17.35E-6	102.35E+0
754.0275E+0	17.45E-6	104.25E+0
754.9791E+0	17.25E-6	104.05E+0
755.9938E+0	17.37E-6	104.55E+0
757.0082E+0	17.28E-6	103.85E+0
758.0222E+0	17.62E-6	103.25E+0
758.9724E+0	17.23E-6	104.7E+0
759.9855E+0	17.58E-6	104.35E+0
760.9985E+0	17.46E-6	103.55E+0
762.011E+0	17.7E-6	102.5E+0
763.0231E+0	17.32E-6	104E+0
763.9715E+0	17.76E-6	104.4E+0
764.983E+0	17.66E-6	105.1E+0
765.9941E+0	17.71E-6	105.3E+0
767.0047E+0	18.22E-6	104.15E+0
768.015E+0	18.05E-6	103.1E+0
769.025E+0	17.88E-6	102.85E+0
769.9714E+0	17.75E-6	103.5E+0
770.9806E+0	17.46E-6	105.5E+0
771.9894E+0	17.85E-6	104.95E+0
772.9978E+0	18.2E-6	104.45E+0
774.0059E+0	17.95E-6	103.35E+0
775.0135E+0	17.95E-6	103.1E+0
776.0208E+0	18.06E-6	103.25E+0
777.0278E+0	18.01E-6	104.6E+0
777.9714E+0	17.67E-6	105.1E+0
778.9775E+0	17.75E-6	104.45E+0
779.9834E+0	17.8E-6	103.6E+0
780.9888E+0	18.06E-6	103.5E+0
781.9939E+0	17.82E-6	103.65E+0
782.9987E+0	17.41E-6	105.4E+0
784.003E+0	17.76E-6	105E+0
785.0067E+0	17.88E-6	104.9E+0
786.0102E+0	17.91E-6	105.25E+0
787.0134E+0	17.42E-6	103.55E+0
788.0162E+0	17.61E-6	103E+0
789.0186E+0	17.43E-6	104.7E+0
790.0206E+0	17.31E-6	105.55E+0
791.0222E+0	17.77E-6	104.1E+0
792.0234E+0	17.78E-6	103.1E+0
793.0242E+0	17.57E-6	103.05E+0
794.0247E+0	17.65E-6	102.45E+0
795.0247E+0	17.33E-6	102.45E+0
796.0245E+0	17.5E-6	103.6E+0
797.0238E+0	17.65E-6	102.75E+0
798.0226E+0	16.95E-6	103.55E+0
799.021E+0	17E-6	103.05E+0
800.019E+0	17.05E-6	102.15E+0
801.017E+0	17.06E-6	103.3E+0
802.0142E+0	16.72E-6	103.55E+0
803.0112E+0	16.5E-6	104E+0
804.0078E+0	16.32E-6	103.55E+0
805.0038E+0	16.13E-6	103.1E+0
805.9998E+0	16.32E-6	103.5E+0
806.995E+0	15.67E-6	102.8E+0
807.9899E+0	15.58E-6	102.35E+0
808.9846E+0	15.58E-6	102.65E+0
809.9787E+0	15.32E-6	102.95E+0
810.9726E+0	15.12E-6	103.45E+0
812.0281E+0	14.78E-6	102.75E+0
813.021E+0	14.12E-6	100.9E+0
814.0137E+0	14.45E-6	101.5E+0
815.0058E+0	14.35E-6	100.95E+0
815.9975E+0	14.25E-6	103.9E+0
816.989E+0	14.23E-6	102.25E+0
817.98E+0	14.08E-6	102.25E+0
818.9706E+0	13.97E-6	102.7E+0
820.0227E+0	13.65E-6	102.95E+0
821.0126E+0	13.17E-6	103.7E+0
822.0019E+0	13.11E-6	101.05E+0
822.9907E+0	12.92E-6	100.85E+0
823.9794E+0	12.45E-6	102.4E+0
825.0294E+0	12.33E-6	103.55E+0
826.017E+0	11.65E-6	101.95E+0
827.0043E+0	12.1E-6	103.7E+0
827.9914E+0	11.41E-6	101.95E+0
828.9778E+0	11.26E-6	103E+0
830.0255E+0	11.06E-6	104.5E+0
831.0114E+0	11.02E-6	103.35E+0
831.9966E+0	10.75E-6	102.2E+0
832.9815E+0	10.17E-6	101.8E+0
834.0274E+0	10.36E-6	103.5E+0
835.0114E+0	10.26E-6	101.8E+0
835.9953E+0	10.35E-6	101.1E+0
836.9785E+0	10.17E-6	102.9E+0
838.0227E+0	9.11E-6	102.8E+0
839.0051E+0	8.98E-6	103.8E+0
839.9871E+0	9.05E-6	101E+0
841.0299E+0	9.07E-6	101.8E+0
842.011E+0	9.13E-6	99.85E+0
842.9918E+0	9.36E-6	102.85E+0
843.9722E+0	9.07E-6	100.85E+0
845.0132E+0	9.12E-6	100.65E+0
845.9928E+0	8.77E-6	101.6E+0
846.9718E+0	8.8E-6	100.6E+0
848.0116E+0	8.46E-6	102.15E+0
848.9899E+0	8.17E-6	103.2E+0
850.0288E+0	8.37E-6	105.4E+0
851.0059E+0	8.17E-6	104.35E+0
851.9831E+0	7.38E-6	102.35E+0
853.0204E+0	7.98E-6	102.1E+0
853.9966E+0	8.02E-6	103.3E+0
854.9722E+0	7.73E-6	103.25E+0
856.0084E+0	7.58E-6	101.85E+0
856.9832E+0	7.3E-6	100.2E+0
858.0186E+0	7.5E-6	103.9E+0
858.9926E+0	7.23E-6	103.5E+0
860.0268E+0	7.25E-6	103.1E+0
860.9999E+0	6.65E-6	103.2E+0
861.9726E+0	7.18E-6	103.85E+0
863.0055E+0	7.07E-6	104.2E+0
863.9774E+0	6.83E-6	103.25E+0
865.0096E+0	6.65E-6	104.95E+0
865.9804E+0	6.46E-6	106.15E+0
867.0116E+0	6.42E-6	101.95E+0
867.9816E+0	6.5E-6	104.6E+0
869.0118E+0	6E-6	103.3E+0
869.9811E+0	6.21E-6	104.8E+0
871.0104E+0	6.31E-6	102.8E+0
871.9784E+0	6.2E-6	104.25E+0
873.007E+0	6.28E-6	108.3E+0
873.9743E+0	5.97E-6	108.05E+0
875.0018E+0	5.72E-6	104.15E+0
876.0286E+0	5.47E-6	104.1E+0
876.9948E+0	5.41E-6	102.55E+0
878.0208E+0	5.52E-6	103.85E+0
878.9859E+0	5.55E-6	107.4E+0
880.011E+0	5.3E-6	102.8E+0
880.9754E+0	5.28E-6	102.4E+0
881.9994E+0	5.01E-6	104.25E+0
883.0234E+0	4.95E-6	102.7E+0
883.9863E+0	4.81E-6	104.6E+0
885.009E+0	4.7E-6	105.3E+0
885.971E+0	4.92E-6	103.35E+0
886.9928E+0	4.58E-6	105.3E+0
888.014E+0	4.1E-6	102.3E+0
888.9747E+0	4.08E-6	101.85E+0
889.9952E+0	4.23E-6	107.7E+0
891.015E+0	4.31E-6	106.5E+0
891.9743E+0	4.53E-6	104.55E+0
892.9931E+0	4.12E-6	102.1E+0
894.0116E+0	4E-6	106.5E+0
895.0294E+0	3.88E-6	108.55E+0
895.987E+0	4.07E-6	108.5E+0
897.0039E+0	3.71E-6	102.35E+0
898.0203E+0	4.1E-6	103.8E+0
898.9766E+0	3.73E-6	106.85E+0
899.9922E+0	3.63E-6	107.05E+0
901.0071E+0	3.75E-6	108.7E+0
902.0214E+0	3.27E-6	108.85E+0
902.9759E+0	2.85E-6	104E+0
903.9894E+0	3.62E-6	106.25E+0
905.0024E+0	3.18E-6	110.45E+0
906.015E+0	3.12E-6	112.75E+0
907.0272E+0	3.01E-6	108.65E+0
907.979E+0	3.13E-6	109.15E+0
908.9902E+0	3.45E-6	110.2E+0
910.0007E+0	2.65E-6	108.9E+0
911.011E+0	2.57E-6	102.9E+0
912.0203E+0	2.85E-6	99.8E+0
913.0294E+0	2.58E-6	90E+0
913.9786E+0	2.73E-6	91.8E+0
914.9868E+0	2.46E-6	102E+0
915.9943E+0	2.45E-6	107.85E+0
917.0014E+0	2.62E-6	110.35E+0
918.0079E+0	2.75E-6	100.25E+0
919.014E+0	2.87E-6	93.25E+0
920.0196E+0	2.6E-6	97.45E+0
921.0247E+0	2.25E-6	98.4E+0
922.0294E+0	2.02E-6	94.65E+0
922.9742E+0	2.01E-6	102.65E+0
923.9778E+0	1.93E-6	109.1E+0
924.981E+0	1.66E-6	116.15E+0
925.9834E+0	1.61E-6	107.75E+0
