#2020-11-04
#17:27
#Balayage par: dphy-morrislab
#ScanTask Size: 226

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
300E+0	4E+0
302E+0	11E+0
304E+0	14E+0
306E+0	1E+0
308E+0	17E+0
310E+0	12E+0
312E+0	7E+0
314E+0	2E+0
316E+0	6E+0
318E+0	0E+0
320E+0	0E+0
322E+0	5E+0
324E+0	2E+0
326E+0	6E+0
328E+0	6E+0
330E+0	11E+0
332E+0	1E+0
334E+0	15E+0
336E+0	2E+0
338E+0	3E+0
340E+0	4E+0
342E+0	1E+0
344E+0	2E+0
346E+0	0E+0
348E+0	5E+0
350E+0	2E+0
352E+0	10E+0
354E+0	8E+0
356E+0	1E+0
358E+0	7E+0
360E+0	4E+0
362E+0	4E+0
364E+0	9E+0
366E+0	3E+0
368E+0	1E+0
370E+0	3E+0
372E+0	6E+0
374E+0	3E+0
376E+0	1E+0
378E+0	2E+0
380E+0	22E+0
382E+0	5E+0
384E+0	3E+0
386E+0	2E+0
388E+0	1E+0
390E+0	10E+0
392E+0	21E+0
394E+0	1E+0
396E+0	2E+0
398E+0	5E+0
400E+0	4E+0
402E+0	2E+0
404E+0	3E+0
406E+0	3E+0
408E+0	20E+0
410E+0	0E+0
412E+0	2E+0
414E+0	13E+0
416E+0	18E+0
418E+0	9E+0
420E+0	6E+0
422E+0	31E+0
424E+0	17E+0
426E+0	36E+0
428E+0	17E+0
430E+0	11E+0
432E+0	14E+0
434E+0	83E+0
436E+0	194E+0
438E+0	63E+0
440E+0	9E+0
442E+0	36E+0
444E+0	21E+0
446E+0	24E+0
448E+0	100E+0
450E+0	34E+0
452E+0	44E+0
454E+0	95E+0
456E+0	30E+0
458E+0	5E+0
460E+0	35E+0
462E+0	6E+0
464E+0	63E+0
466E+0	30E+0
468E+0	16E+0
470E+0	33E+0
472E+0	48E+0
474E+0	39E+0
476E+0	34E+0
478E+0	17E+0
480E+0	34E+0
482E+0	37E+0
484E+0	92E+0
486E+0	146E+0
488E+0	116E+0
490E+0	114E+0
492E+0	68E+0
494E+0	70E+0
496E+0	184E+0
498E+0	46E+0
500E+0	105E+0
502E+0	89E+0
504E+0	78E+0
506E+0	153E+0
508E+0	151E+0
510E+0	100E+0
512E+0	145E+0
514E+0	98E+0
516E+0	153E+0
518E+0	208E+0
520E+0	208E+0
522E+0	242E+0
524E+0	340E+0
526E+0	339E+0
528E+0	477E+0
530E+0	479E+0
532E+0	390E+0
534E+0	434E+0
536E+0	524E+0
538E+0	712E+0
540E+0	520E+0
542E+0	1.281E+3
544E+0	820E+0
546E+0	968E+0
548E+0	959E+0
550E+0	913E+0
552E+0	1.164E+3
554E+0	1.07E+3
556E+0	1.32E+3
558E+0	942E+0
560E+0	1.128E+3
562E+0	1.023E+3
564E+0	1.276E+3
566E+0	1.263E+3
568E+0	1.279E+3
570E+0	1.389E+3
572E+0	1.447E+3
574E+0	1.889E+3
576E+0	1.862E+3
578E+0	1.986E+3
580E+0	1.759E+3
582E+0	1.863E+3
584E+0	1.898E+3
586E+0	2.49E+3
588E+0	2.275E+3
590E+0	2.382E+3
592E+0	2.562E+3
594E+0	2.742E+3
596E+0	2.805E+3
598E+0	2.565E+3
600E+0	3.212E+3
602E+0	3.559E+3
604E+0	3.64E+3
606E+0	4.184E+3
608E+0	4.537E+3
610E+0	5E+3
612E+0	5.258E+3
614E+0	5.252E+3
616E+0	5.558E+3
618E+0	6.533E+3
620E+0	6.705E+3
622E+0	7.253E+3
624E+0	6.819E+3
626E+0	6.847E+3
628E+0	7.692E+3
630E+0	7.904E+3
632E+0	7.739E+3
634E+0	8.016E+3
636E+0	8.13E+3
638E+0	8.863E+3
640E+0	8.677E+3
642E+0	9.1E+3
644E+0	8.962E+3
646E+0	7.952E+3
648E+0	8.892E+3
650E+0	8.02E+3
652E+0	8.555E+3
654E+0	9.325E+3
656E+0	9.196E+3
658E+0	9.027E+3
660E+0	8.447E+3
662E+0	9.398E+3
664E+0	8E+3
666E+0	6.956E+3
668E+0	8.318E+3
670E+0	7.318E+3
672E+0	7.311E+3
674E+0	7.553E+3
676E+0	6.656E+3
678E+0	7.314E+3
680E+0	6.135E+3
682E+0	6.404E+3
684E+0	6.476E+3
686E+0	7.003E+3
688E+0	6.568E+3
690E+0	6.244E+3
692E+0	6.751E+3
694E+0	6.294E+3
696E+0	5.731E+3
698E+0	5.851E+3
700E+0	5.165E+3
702E+0	5.066E+3
704E+0	5.782E+3
706E+0	5.752E+3
708E+0	6.466E+3
710E+0	5.202E+3
712E+0	4.934E+3
714E+0	4.988E+3
716E+0	4.935E+3
718E+0	4.666E+3
720E+0	4.559E+3
722E+0	4.548E+3
724E+0	4.773E+3
726E+0	4.323E+3
728E+0	4.173E+3
730E+0	4.45E+3
732E+0	4.19E+3
734E+0	3.575E+3
736E+0	3.927E+3
738E+0	3.922E+3
740E+0	3.675E+3
742E+0	3.444E+3
744E+0	2.941E+3
746E+0	2.991E+3
748E+0	3.356E+3
750E+0	2.953E+3
