#2018-10-10
#18:19
#Balayage par: Administrateur
#ScanTask Size: 13,13


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
500E+0	500E+0	12.918123291015625E+3	-6.4857891845703125E+3	-59.12201123046875E+3	60.863421300589711E+3
525E+0	500E+0	12.867656982421875E+3	-5.3932348022460937E+3	-57.7259375E+3	59.388112048066381E+3
550E+0	500E+0	12.779879028320312E+3	-5.4940045166015625E+3	-57.86964208984375E+3	59.518108401674923E+3
575E+0	500E+0	12.708843505859375E+3	-5.5802847900390625E+3	-58.012654296875E+3	59.650001554620219E+3
600E+0	500E+0	12.710962524414062E+3	-5.5825939331054687E+3	-58.01052783203125E+3	59.648601295293913E+3
625E+0	500E+0	12.623988525390625E+3	-5.6644577026367187E+3	-58.15525830078125E+3	59.778638132875654E+3
650E+0	500E+0	12.555285400390625E+3	-5.7352301635742187E+3	-58.30132666015625E+3	59.913046165433348E+3
675E+0	500E+0	12.5656337890625E+3	-5.7763846435546875E+3	-58.39953662109375E+3	60.014731326000998E+3
700E+0	500E+0	12.620836547851562E+3	-5.78066357421875E+3	-58.43423876953125E+3	60.060488183249057E+3
725E+0	500E+0	12.702307739257812E+3	-5.75551806640625E+3	-58.4287275390625E+3	60.069886777236214E+3
750E+0	500E+0	12.809041015625E+3	-5.7057604370117187E+3	-58.3738955078125E+3	60.034485070198876E+3
775E+0	500E+0	12.947312744140625E+3	-5.6290647583007812E+3	-58.2838623046875E+3	59.969395136513667E+3
800E+0	500E+0	12.938412475585937E+3	-5.6305194091796875E+3	-58.2850869140625E+3	59.968800620617301E+3
500E+0	525E+0	13.1119697265625E+3	-5.5251141357421875E+3	-58.13876904296875E+3	59.854553176222391E+3
525E+0	525E+0	12.840216796875E+3	-5.4352924194335937E+3	-57.821009765625E+3	59.478427170189148E+3
550E+0	525E+0	12.742059326171875E+3	-5.5882057495117187E+3	-58.01523681640625E+3	59.660340429620512E+3
575E+0	525E+0	12.669901245117187E+3	-5.711974853515625E+3	-58.20670263671875E+3	59.842907613823321E+3
600E+0	525E+0	12.598533935546875E+3	-5.7986570434570312E+3	-58.34685888671875E+3	59.972524959908907E+3
625E+0	525E+0	12.548565795898437E+3	-5.8562391967773437E+3	-58.46416650390625E+3	60.08178746085945E+3
650E+0	525E+0	12.543598754882812E+3	-5.9060121459960937E+3	-58.5571083984375E+3	60.176060690270591E+3
675E+0	525E+0	12.543798095703125E+3	-5.9046731567382812E+3	-58.55605615234375E+3	60.174945752100066E+3
700E+0	525E+0	12.583817138671875E+3	-5.924530517578125E+3	-58.607296875E+3	60.235106823331851E+3
725E+0	525E+0	12.6607783203125E+3	-5.924120361328125E+3	-58.62806298828125E+3	60.271391384973162E+3
750E+0	525E+0	12.802702270507812E+3	-5.886342041015625E+3	-58.59370654296875E+3	60.264261348208623E+3
775E+0	525E+0	12.991908203125E+3	-5.797295654296875E+3	-58.48603515625E+3	60.191488657038273E+3
800E+0	525E+0	13.233372680664062E+3	-5.6608935546875E+3	-58.29808251953125E+3	60.048602893486575E+3
500E+0	550E+0	12.963447387695312E+3	-5.8081218872070312E+3	-58.50161376953125E+3	60.201534047676607E+3
525E+0	550E+0	12.709016357421875E+3	-5.6654414672851562E+3	-58.10958544921875E+3	59.75232695268387E+3
550E+0	550E+0	12.659910888671875E+3	-5.7838311767578125E+3	-58.259974609375E+3	59.899508133368967E+3
575E+0	550E+0	12.657109497070312E+3	-5.7831353149414062E+3	-58.2593701171875E+3	59.898260945586815E+3
600E+0	550E+0	12.617552856445312E+3	-5.8821322021484375E+3	-58.4083134765625E+3	60.044430039125684E+3
625E+0	550E+0	12.551719116210937E+3	-5.98465478515625E+3	-58.5736337890625E+3	60.201600484990224E+3
650E+0	550E+0	12.5372744140625E+3	-6.0649116821289062E+3	-58.71006787109375E+3	60.33936453221376E+3
675E+0	550E+0	12.596555786132812E+3	-6.1025421752929687E+3	-58.7893896484375E+3	60.432664198684542E+3
