#2018-10-10
#21:48
#Balayage par: Administrateur
#ScanTask Size: 141,81


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
300E+0	400E+0	12.66878759765625E+3	-5.3190198974609375E+3	-58.34390869140625E+3	59.939987885684801E+3
305E+0	400E+0	14.313710205078125E+3	-3.8923562622070312E+3	-56.0373515625E+3	57.967386782138114E+3
310E+0	400E+0	14.2727646484375E+3	-3.9478609008789062E+3	-56.0636513671875E+3	57.986469990881807E+3
315E+0	400E+0	14.247576782226562E+3	-3.9895591430664062E+3	-56.0829130859375E+3	58.001754041240361E+3
320E+0	400E+0	14.221504028320312E+3	-4.0328026428222656E+3	-56.1012626953125E+3	58.016089954714502E+3
325E+0	400E+0	14.195998046875E+3	-4.0714480590820312E+3	-56.121009765625E+3	58.031639276108188E+3
330E+0	400E+0	14.16679541015625E+3	-4.1087646484375E+3	-56.13850439453125E+3	58.044053225352269E+3
335E+0	400E+0	14.164259155273437E+3	-4.1105956420898437E+3	-56.14076904296875E+3	58.045753037779563E+3
340E+0	400E+0	14.138070190429687E+3	-4.1468924560546875E+3	-56.16291552734375E+3	58.063372243311467E+3
345E+0	400E+0	14.103107177734375E+3	-4.1908265686035156E+3	-56.185365234375E+3	58.079741188007021E+3
350E+0	400E+0	14.0490166015625E+3	-4.2579524536132812E+3	-56.22946826171875E+3	58.114184657520593E+3
355E+0	400E+0	14.024332275390625E+3	-4.3020325927734375E+3	-56.25423046875E+3	58.135429495386677E+3
360E+0	400E+0	13.9979638671875E+3	-4.3393251342773437E+3	-56.279423828125E+3	58.156225684840079E+3
365E+0	400E+0	13.97409716796875E+3	-4.3698601379394531E+3	-56.3015048828125E+3	58.174141954044055E+3
370E+0	400E+0	13.9519951171875E+3	-4.4069723510742187E+3	-56.32529296875E+3	58.194660383810689E+3
375E+0	400E+0	13.947992431640625E+3	-4.4075998229980469E+3	-56.32279736328125E+3	58.191333311688235E+3
380E+0	400E+0	13.92247216796875E+3	-4.4392781982421875E+3	-56.33959033203125E+3	58.203884125738434E+3
385E+0	400E+0	13.876459228515625E+3	-4.5028571472167969E+3	-56.39435888671875E+3	58.250800972591009E+3
390E+0	400E+0	13.8765009765625E+3	-4.5028925170898437E+3	-56.39591015625E+3	58.25231652154652E+3
395E+0	400E+0	13.818524047851562E+3	-4.5653279113769531E+3	-56.44394287109375E+3	58.289903364920006E+3
400E+0	400E+0	13.823533203125E+3	-4.5675263671875E+3	-56.44128173828125E+3	58.288686426556436E+3
405E+0	400E+0	13.772624145507812E+3	-4.6256825561523437E+3	-56.492103515625E+3	58.33044020448206E+3
410E+0	400E+0	13.770498657226562E+3	-4.6243969116210937E+3	-56.48665087890625E+3	58.32455635972054E+3
415E+0	400E+0	13.746725219726562E+3	-4.6526663818359375E+3	-56.5157236328125E+3	58.349354416466747E+3
420E+0	400E+0	13.708156494140625E+3	-4.6935046997070312E+3	-56.5505625E+3	58.377299598597798E+3
425E+0	400E+0	13.676553344726562E+3	-4.7364953002929687E+3	-56.5924619140625E+3	58.413950799425744E+3
430E+0	400E+0	13.646198852539062E+3	-4.763824462890625E+3	-56.6160263671875E+3	58.431905782156435E+3
435E+0	400E+0	13.629567016601562E+3	-4.7918718872070312E+3	-56.6431923828125E+3	58.456639789478686E+3
440E+0	400E+0	13.60336767578125E+3	-4.8158311157226562E+3	-56.6668349609375E+3	58.475416747360665E+3
445E+0	400E+0	13.583210205078125E+3	-4.8390659790039062E+3	-56.68994140625E+3	58.495042354230325E+3
450E+0	400E+0	13.555100952148437E+3	-4.86770166015625E+3	-56.7108779296875E+3	58.511189717910354E+3
455E+0	400E+0	13.553480590820312E+3	-4.86791162109375E+3	-56.70795166015625E+3	58.507995082621623E+3
460E+0	400E+0	13.530526611328125E+3	-4.8910860595703125E+3	-56.73095751953125E+3	58.526915307528565E+3
465E+0	400E+0	13.492977416992187E+3	-4.9180276489257812E+3	-56.75390234375E+3	58.542748050852591E+3
470E+0	400E+0	13.446974365234375E+3	-4.9511546020507812E+3	-56.7960400390625E+3	58.575810923049597E+3
475E+0	400E+0	13.422102661132812E+3	-4.9734315185546875E+3	-56.8186826171875E+3	58.593949120146208E+3
480E+0	400E+0	13.3955830078125E+3	-4.993423828125E+3	-56.84274755859375E+3	58.612918479906271E+3
485E+0	400E+0	13.368860473632812E+3	-5.013183349609375E+3	-56.86821728515625E+3	58.63320640460679E+3
490E+0	400E+0	13.343840576171875E+3	-5.03321044921875E+3	-56.89019775390625E+3	58.650544128505644E+3
495E+0	400E+0	13.31401416015625E+3	-5.0584146118164062E+3	-56.9133359375E+3	58.668379192927838E+3
500E+0	400E+0	13.318387817382812E+3	-5.0584829711914062E+3	-56.9137421875E+3	58.669771812169099E+3
505E+0	400E+0	13.290707275390625E+3	-5.0924068603515625E+3	-56.94126318359375E+3	58.693127786230296E+3
510E+0	400E+0	13.256258178710937E+3	-5.108440673828125E+3	-56.9606728515625E+3	58.705564110400199E+3
515E+0	400E+0	13.197731811523437E+3	-5.1206605224609375E+3	-57.0039443359375E+3	58.73543549847712E+3
520E+0	400E+0	13.161346923828125E+3	-5.1443338623046875E+3	-57.033458984375E+3	58.757986604539197E+3
