#2020-11-03
#14:30
#Balayage par: dphy-morrislab
#ScanTask Size: 82

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:10; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
578.8E+0	8.2458E+3
579E+0	8.6724E+3
579.2E+0	8.6054E+3
579.4E+0	8.8266E+3
579.6E+0	8.9309E+3
579.8E+0	8.887E+3
580E+0	8.9255E+3
580.2E+0	9.0721E+3
580.4E+0	8.7985E+3
580.6E+0	8.9308E+3
580.8E+0	9.2529E+3
581E+0	8.9908E+3
581.2E+0	9.0734E+3
581.4E+0	9.0913E+3
581.6E+0	9.1212E+3
581.8E+0	9.29E+3
582E+0	9.2182E+3
582.2E+0	9.3584E+3
582.4E+0	9.5551E+3
582.6E+0	9.3754E+3
582.8E+0	9.4108E+3
583E+0	9.5026E+3
583.2E+0	9.5185E+3
583.4E+0	9.622E+3
583.6E+0	9.6795E+3
583.8E+0	9.8934E+3
584E+0	9.7318E+3
584.2E+0	9.8342E+3
584.4E+0	9.7478E+3
584.6E+0	9.9792E+3
584.8E+0	10.0707E+3
585E+0	9.7668E+3
585.2E+0	10.2657E+3
585.4E+0	10.3321E+3
585.6E+0	10.1973E+3
585.8E+0	9.9775E+3
586E+0	10.3308E+3
586.2E+0	10.1511E+3
586.4E+0	10.1011E+3
586.6E+0	10.1076E+3
586.8E+0	10.0227E+3
587E+0	9.863E+3
587.2E+0	9.8911E+3
587.4E+0	9.6425E+3
587.6E+0	9.7064E+3
587.8E+0	9.7602E+3
588E+0	9.4178E+3
588.2E+0	9.2863E+3
588.4E+0	9.2642E+3
588.6E+0	9.0202E+3
588.8E+0	9.1704E+3
589E+0	9.1161E+3
589.2E+0	9.2264E+3
589.4E+0	9.3696E+3
589.6E+0	9.067E+3
589.8E+0	9.3223E+3
590E+0	9.0452E+3
590.2E+0	9.2369E+3
590.4E+0	9.1827E+3
590.6E+0	9.3111E+3
590.8E+0	9.1443E+3
591E+0	8.9276E+3
591.2E+0	9.1123E+3
591.4E+0	9.1747E+3
591.6E+0	8.978E+3
591.8E+0	8.9361E+3
592E+0	9.0526E+3
592.2E+0	9.2367E+3
592.4E+0	9.2797E+3
592.6E+0	9.2645E+3
592.8E+0	9.1695E+3
593E+0	9.2414E+3
593.2E+0	9.0556E+3
