#2021-02-12
#09:21
#Balayage par: lalg1702
#ScanTask Size: 101,4


#Ind Point(Point)              	ScanPar(Arb)                  	Temps Abs(ms)                 	Random Number(Arb)            	Crb 1 Dat(Arb)                
0E+0	3.695984518811E+9	0E+0	3.695984518811E+9	442.1340200748E-3	0E+0
1E+0	3.695984518815E+9	0E+0	3.695984518815E+9	708.5933272179E-3	49.5213842439E-3
2E+0	3.695984518817E+9	0E+0	3.695984518817E+9	264.8793699856E-3	98.54796718603E-3
3E+0	3.69598451882E+9	0E+0	3.69598451882E+9	445.0012222537E-3	146.5898914157E-3
4E+0	3.695984518822E+9	0E+0	3.695984518822E+9	517.3555115611E-3	193.1671379064E-3
5E+0	3.695984518862E+9	0E+0	3.695984518862E+9	451.2618960158E-3	237.8143222078E-3
6E+0	3.695984518927E+9	0E+0	3.695984518927E+9	948.4847918099E-3	280.0853444127E-3
7E+0	3.695984518928E+9	0E+0	3.695984518928E+9	228.6816200618E-3	319.5578464401E-3
8E+0	3.695984518931E+9	0E+0	3.695984518931E+9	861.3188008919E-3	355.8374320976E-3
9E+0	3.695984518931E+9	0E+0	3.695984518931E+9	345.9110794716E-3	388.5616077578E-3
10E+0	3.695984518933E+9	0E+0	3.695984518933E+9	92.10588208978E-3	417.4034042747E-3
11E+0	3.695984518934E+9	0E+0	3.695984518934E+9	695.8156680928E-3	442.0746439513E-3
12E+0	3.695984518935E+9	0E+0	3.695984518935E+9	475.0501629074E-3	462.3288199161E-3
13E+0	3.695984518936E+9	0E+0	3.695984518936E+9	453.3813124509E-3	477.9635591377E-3
14E+0	3.695984519077E+9	0E+0	3.695984519077E+9	407.3136886987E-3	488.8226444703E-3
15E+0	3.695984519078E+9	0E+0	3.695984519078E+9	252.9747569832E-3	494.7975755225E-3
16E+0	3.695984519079E+9	0E+0	3.695984519079E+9	102.1571434426E-3	495.8286527585E-3
17E+0	3.695984519081E+9	0E+0	3.695984519081E+9	691.0234703395E-3	491.9055739953E-3
18E+0	3.695984519083E+9	0E+0	3.695984519083E+9	970.0093795107E-3	483.0675373391E-3
19E+0	3.695984519084E+9	0E+0	3.695984519084E+9	457.4451591457E-3	469.4028495307E-3
20E+0	3.695984519085E+9	0E+0	3.695984519085E+9	499.2134082967E-3	451.0480436137E-3
21E+0	3.695984519086E+9	0E+0	3.695984519086E+9	790.1567842403E-3	428.1865147416E-3
22E+0	3.695984519102E+9	0E+0	3.695984519102E+9	445.3624659825E-3	401.0466877538E-3
23E+0	3.695984519144E+9	0E+0	3.695984519144E+9	347.5379320575E-3	369.8997348305E-3
24E+0	3.695984519145E+9	0E+0	3.695984519145E+9	728.1912121172E-3	335.0568660293E-3
25E+0	3.695984519147E+9	0E+0	3.695984519147E+9	984.0270160454E-3	296.8662197778E-3
26E+0	3.695984519149E+9	0E+0	3.695984519149E+9	978.1546276633E-3	255.7093843892E-3
27E+0	3.69598451915E+9	0E+0	3.69598451915E+9	163.657137224E-3	211.997585358E-3
28E+0	3.695984519151E+9	0E+0	3.695984519151E+9	717.1712900997E-3	166.1675765311E-3
29E+0	3.695984519152E+9	0E+0	3.695984519152E+9	841.9820799264E-3	118.6772762072E-3
30E+0	3.695984519153E+9	0E+0	3.695984519153E+9	469.3025677676E-3	70.00119176886E-3
31E+0	3.695984519188E+9	0E+0	3.695984519188E+9	537.5520454254E-3	20.62567856171E-3
32E+0	3.695984519189E+9	0E+0	3.69598451919E+9	683.2650062609E-3	-28.95591960768E-3
33E+0	3.695984519191E+9	0E+0	3.695984519191E+9	985.360096051E-3	-78.24819979991E-3
34E+0	3.695984519192E+9	0E+0	3.695984519192E+9	846.0586360521E-3	-126.7586498451E-3
35E+0	3.695984519194E+9	0E+0	3.695984519194E+9	631.6394751971E-3	-174.002569362E-3
36E+0	3.695984519195E+9	0E+0	3.695984519195E+9	970.0377844624E-3	-219.5079127233E-3
37E+0	3.695984519196E+9	0E+0	3.695984519196E+9	973.9459937588E-3	-262.8200055804E-3
38E+0	3.695984519197E+9	0E+0	3.695984519197E+9	621.3305086356E-3	-303.5060878185E-3
39E+0	3.695984519244E+9	0E+0	3.695984519244E+9	975.9095731249E-3	-341.1596375529E-3
40E+0	3.695984519245E+9	0E+0	3.695984519246E+9	213.3661003835E-3	-375.4044329612E-3
41E+0	3.695984519247E+9	0E+0	3.695984519247E+9	113.6343210906E-3	-405.8983113676E-3
42E+0	3.695984519248E+9	0E+0	3.695984519248E+9	295.3564285844E-3	-432.336588019E-3
43E+0	3.69598451925E+9	0E+0	3.69598451925E+9	324.4945890909E-3	-454.4551003943E-3
44E+0	3.695984519251E+9	0E+0	3.695984519251E+9	359.9217879248E-3	-472.0328476294E-3
45E+0	3.695984519252E+9	0E+0	3.695984519252E+9	282.7122820209E-3	-484.8941986843E-3
