#2020-11-03
#11:08
#Balayage par: dphy-morrislab
#ScanTask Size: 61

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
605E+0	9.3325E+3
605.5E+0	9.0685E+3
606E+0	9.1165E+3
606.5E+0	9.7265E+3
607E+0	9.5975E+3
607.5E+0	9.9645E+3
608E+0	10.1925E+3
608.5E+0	9.612E+3
609E+0	10.4405E+3
609.5E+0	10.232E+3
610E+0	10.2285E+3
610.5E+0	10.3225E+3
611E+0	10.0575E+3
611.5E+0	10.746E+3
612E+0	11.1135E+3
612.5E+0	11.255E+3
613E+0	11.042E+3
613.5E+0	11.414E+3
614E+0	11.526E+3
614.5E+0	10.8805E+3
615E+0	11.7225E+3
615.5E+0	11.611E+3
616E+0	12.8665E+3
616.5E+0	11.5465E+3
617E+0	11.3685E+3
617.5E+0	12.7815E+3
618E+0	12.952E+3
618.5E+0	11.774E+3
619E+0	11.9235E+3
619.5E+0	12.796E+3
620E+0	12.8185E+3
620.5E+0	13.328E+3
621E+0	13.3295E+3
621.5E+0	13.105E+3
622E+0	12.809E+3
622.5E+0	12.9115E+3
623E+0	12.591E+3
623.5E+0	12.945E+3
624E+0	12.667E+3
624.5E+0	12.995E+3
625E+0	13.2465E+3
625.5E+0	12.473E+3
626E+0	12.9285E+3
626.5E+0	11.996E+3
627E+0	11.882E+3
627.5E+0	12.12E+3
628E+0	11.366E+3
628.5E+0	12.034E+3
629E+0	12.0525E+3
629.5E+0	11.709E+3
630E+0	11.5615E+3
630.5E+0	12.5985E+3
631E+0	11.69E+3
631.5E+0	11.909E+3
632E+0	11.147E+3
632.5E+0	10.845E+3
633E+0	11.165E+3
633.5E+0	11.3985E+3
634E+0	10.693E+3
634.5E+0	10.7015E+3
635E+0	10.623E+3
