#2020-11-30
#13:39
#Balayage par: Administrateur
#ScanTask Size: 2751

#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; Grating#: 0; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.050; Output Slit(mm): 0.100;
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):1000*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 10 mV; Pre Time: 300 ms; Post Time: 0.1 s; Dynamic Res.: Low; Reference Trigger: Symmetric; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
310.02E+0	0E+0	0E+0
310.1113333333E+0	0E+0	0E+0
310.2028E+0	0E+0	0E+0
310.2941333333E+0	0E+0	0E+0
310.3855333333E+0	0E+0	0E+0
310.5225333333E+0	0E+0	0E+0
310.6138666667E+0	0E+0	0E+0
310.7052E+0	0E+0	0E+0
310.7966666667E+0	0E+0	0E+0
310.888E+0	0E+0	0E+0
310.9793333333E+0	0E+0	0E+0
311.1164E+0	0E+0	0E+0
311.2077333333E+0	0E+0	0E+0
311.2990666667E+0	0E+0	0E+0
311.3904E+0	0E+0	0E+0
311.4817333333E+0	0E+0	0E+0
311.6187333333E+0	0E+0	0E+0
311.7100666667E+0	0E+0	0E+0
311.8014666667E+0	0E+0	0E+0
311.8926666667E+0	0E+0	0E+0
311.984E+0	0E+0	0E+0
312.1210666667E+0	0E+0	0E+0
312.2124E+0	0E+0	0E+0
312.3036666667E+0	0E+0	0E+0
312.3950666667E+0	0E+0	0E+0
312.4862666667E+0	0E+0	0E+0
312.5776E+0	0E+0	0E+0
312.7146E+0	25E-6	0E+0
312.8059333333E+0	0E+0	0E+0
312.8972E+0	0E+0	0E+0
312.9885333333E+0	0E+0	0E+0
313.0798E+0	0E+0	0E+0
313.2168E+0	0E+0	0E+0
313.3081333333E+0	8E-6	0E+0
313.3993333333E+0	0E+0	0E+0
313.4906666667E+0	0E+0	0E+0
313.5819333333E+0	0E+0	0E+0
313.7188666667E+0	0E+0	0E+0
313.8101333333E+0	0E+0	0E+0
313.9014666667E+0	0E+0	0E+0
313.9926666667E+0	0E+0	0E+0
314.0839333333E+0	0E+0	0E+0
314.2208E+0	0E+0	0E+0
314.3121333333E+0	0E+0	0E+0
314.4034666667E+0	0E+0	0E+0
314.4946666667E+0	0E+0	0E+0
314.5859333333E+0	0E+0	0E+0
314.6772E+0	0E+0	0E+0
314.814E+0	0E+0	0E+0
314.9053333333E+0	0E+0	0E+0
314.9965333333E+0	0E+0	0E+0
315.0877333333E+0	0E+0	0E+0
315.1790666667E+0	0E+0	0E+0
315.3158666667E+0	0E+0	0E+0
315.4072E+0	0E+0	0E+0
315.4984E+0	0E+0	0E+0
315.5896666667E+0	0E+0	0E+0
315.6808666667E+0	0E+0	0E+0
315.8177333333E+0	0E+0	0E+0
315.9089333333E+0	0E+0	0E+0
316.0001333333E+0	0E+0	0E+0
316.0913333333E+0	0E+0	0E+0
316.1826E+0	0E+0	0E+0
316.3193333333E+0	0E+0	0E+0
316.4106666667E+0	0E+0	0E+0
316.5018666667E+0	0E+0	0E+0
316.5930666667E+0	0E+0	0E+0
316.6842666667E+0	0E+0	0E+0
316.821E+0	0E+0	0E+0
316.9122666667E+0	0E+0	0E+0
317.0034666667E+0	0E+0	0E+0
317.0946666667E+0	0E+0	0E+0
317.1858E+0	0E+0	0E+0
317.3226E+0	0E+0	0E+0
317.4137333333E+0	0E+0	0E+0
317.5049333333E+0	0E+0	0E+0
317.5961333333E+0	0E+0	0E+0
317.6873333333E+0	0E+0	0E+0
317.7785333333E+0	0E+0	0E+0
317.9152E+0	0E+0	0E+0
318.0064666667E+0	0E+0	0E+0
318.0976E+0	0E+0	0E+0
318.1888E+0	0E+0	0E+0
318.2799333333E+0	0E+0	0E+0
318.4166666667E+0	0E+0	0E+0
318.5078666667E+0	0E+0	0E+0
318.5989333333E+0	0E+0	0E+0
318.6901333333E+0	0E+0	0E+0
318.7812666667E+0	0E+0	0E+0
318.918E+0	0E+0	0E+0
319.0091333333E+0	0E+0	0E+0
319.1002666667E+0	0E+0	0E+0
319.1914666667E+0	0E+0	0E+0
319.2825333333E+0	0E+0	0E+0
319.4192666667E+0	0E+0	0E+0
319.5104E+0	0E+0	0E+0
319.6015333333E+0	0E+0	0E+0
319.6926E+0	0E+0	0E+0
319.7837333333E+0	0E+0	0E+0
319.9204E+0	0E+0	0E+0
320.0116E+0	0E+0	0E+0
320.1026666667E+0	0E+0	0E+0
320.1937333333E+0	0E+0	0E+0
320.2848666667E+0	0E+0	0E+0
320.4215333333E+0	0E+0	0E+0
320.5126666667E+0	0E+0	0E+0
320.6037333333E+0	0E+0	0E+0
320.6948666667E+0	0E+0	0E+0
320.7859333333E+0	0E+0	0E+0
320.9226666667E+0	0E+0	0E+0
321.0136E+0	0E+0	0E+0
321.1048E+0	0E+0	0E+0
321.1958666667E+0	0E+0	0E+0
321.2869333333E+0	0E+0	0E+0
321.378E+0	0E+0	0E+0
321.5146E+0	0E+0	0E+0
321.6057333333E+0	0E+0	0E+0
321.6968E+0	0E+0	0E+0
321.7878666667E+0	0E+0	0E+0
321.8788666667E+0	0E+0	0E+0
322.0154666667E+0	0E+0	0E+0
322.1066E+0	0E+0	0E+0
322.1976E+0	0E+0	0E+0
322.2886666667E+0	0E+0	0E+0
322.3797333333E+0	0E+0	0E+0
322.5162666667E+0	0E+0	0E+0
322.6073333333E+0	0E+0	0E+0
322.6984E+0	0E+0	0E+0
322.7894666667E+0	0E+0	0E+0
322.8804E+0	0E+0	0E+0
323.0170666667E+0	0E+0	0E+0
323.1081333333E+0	0E+0	0E+0
323.1990666667E+0	0E+0	0E+0
323.2901333333E+0	0E+0	0E+0
323.3811333333E+0	0E+0	0E+0
323.5177333333E+0	0E+0	0E+0
323.6086666667E+0	0E+0	0E+0
323.6997333333E+0	0E+0	0E+0
323.7907333333E+0	0E+0	0E+0
323.8817333333E+0	0E+0	0E+0
324.0182666667E+0	0E+0	0E+0
324.1092666667E+0	0E+0	0E+0
324.2002666667E+0	0E+0	0E+0
324.2912666667E+0	0E+0	0E+0
324.3822666667E+0	0E+0	0E+0
324.5188E+0	0E+0	0E+0
324.6097333333E+0	0E+0	0E+0
324.7008E+0	0E+0	0E+0
324.7917333333E+0	0E+0	0E+0
324.8828E+0	0E+0	0E+0
325.0192E+0	0E+0	0E+0
325.1101333333E+0	0E+0	0E+0
325.2011333333E+0	0E+0	0E+0
325.2921333333E+0	0E+0	0E+0
325.3830666667E+0	0E+0	0E+0
325.5196E+0	0E+0	0E+0
325.6105333333E+0	0E+0	0E+0
325.7014666667E+0	0E+0	0E+0
325.7924666667E+0	0E+0	0E+0
325.8834666667E+0	0E+0	0E+0
326.0198E+0	0E+0	0E+0
326.1108E+0	0E+0	0E+0
326.2017333333E+0	0E+0	0E+0
326.2926666667E+0	0E+0	0E+0
326.3836E+0	0E+0	0E+0
326.52E+0	0E+0	0E+0
326.6109333333E+0	0E+0	0E+0
326.7018666667E+0	0E+0	0E+0
326.7928E+0	0E+0	0E+0
326.8837333333E+0	0E+0	0E+0
327.0201333333E+0	0E+0	0E+0
327.1110666667E+0	0E+0	0E+0
327.202E+0	0E+0	0E+0
327.2929333333E+0	0E+0	0E+0
327.3838666667E+0	0E+0	0E+0
327.5202E+0	0E+0	0E+0
327.6111333333E+0	0E+0	0E+0
327.702E+0	0E+0	0E+0
327.7929333333E+0	0E+0	0E+0
327.8838666667E+0	0E+0	0E+0
328.0202E+0	0E+0	0E+0
328.1110666667E+0	0E+0	0E+0
328.202E+0	0E+0	0E+0
328.2928E+0	0E+0	0E+0
328.3837333333E+0	0E+0	0E+0
328.5200666667E+0	0E+0	0E+0
328.6109333333E+0	0E+0	0E+0
328.7018666667E+0	0E+0	0E+0
328.7926666667E+0	0E+0	0E+0
328.8836E+0	0E+0	0E+0
329.0198666667E+0	0E+0	0E+0
329.1108E+0	0E+0	0E+0
329.2016E+0	0E+0	0E+0
329.2924666667E+0	0E+0	0E+0
329.3834666667E+0	0E+0	0E+0
329.5196E+0	0E+0	0E+0
329.6105333333E+0	0E+0	0E+0
329.7013333333E+0	0E+0	0E+0
329.7922E+0	0E+0	0E+0
329.8830666667E+0	0E+0	0E+0
330.0193333333E+0	0E+0	0E+0
330.1102E+0	0E+0	0E+0
330.2010666667E+0	0E+0	0E+0
330.2918666667E+0	0E+0	0E+0
330.3826666667E+0	0E+0	0E+0
330.5189333333E+0	0E+0	0E+0
330.6097333333E+0	0E+0	0E+0
330.7006E+0	0E+0	0E+0
330.7913333333E+0	0E+0	0E+0
330.8822666667E+0	0E+0	0E+0
331.0184E+0	0E+0	0E+0
331.1092666667E+0	0E+0	0E+0
331.2001333333E+0	0E+0	0E+0
331.2908666667E+0	0E+0	0E+0
331.3816666667E+0	0E+0	0E+0
331.5179333333E+0	0E+0	0E+0
331.6086666667E+0	0E+0	0E+0
331.6994666667E+0	0E+0	0E+0
331.7902666667E+0	0E+0	0E+0
331.8810666667E+0	0E+0	0E+0
332.0173333333E+0	0E+0	0E+0
332.108E+0	0E+0	0E+0
332.1988E+0	0E+0	0E+0
332.2896E+0	0E+0	0E+0
332.3804E+0	0E+0	0E+0
332.5165333333E+0	0E+0	0E+0
332.6073333333E+0	0E+0	0E+0
332.6981333333E+0	0E+0	0E+0
332.7889333333E+0	0E+0	0E+0
332.8796E+0	0E+0	0E+0
333.0157333333E+0	0E+0	0E+0
333.1065333333E+0	0E+0	0E+0
333.1972666667E+0	0E+0	0E+0
333.288E+0	0E+0	0E+0
333.3788E+0	0E+0	0E+0
