#2020-11-02
#17:27
#Balayage par: dphy-morrislab
#ScanTask Size: 201

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
550E+0	30E+0
551E+0	131E+0
552E+0	112E+0
553E+0	55E+0
554E+0	101E+0
555E+0	257E+0
556E+0	121E+0
557E+0	192E+0
558E+0	316E+0
559E+0	241E+0
560E+0	676E+0
561E+0	1.073E+3
562E+0	874E+0
563E+0	944E+0
564E+0	834E+0
565E+0	1.053E+3
566E+0	1.36E+3
567E+0	1.466E+3
568E+0	1.412E+3
569E+0	1.434E+3
570E+0	1.467E+3
571E+0	2.246E+3
572E+0	1.754E+3
573E+0	2.312E+3
574E+0	2.133E+3
575E+0	2.646E+3
576E+0	2.343E+3
577E+0	2.421E+3
578E+0	2.443E+3
579E+0	2.562E+3
580E+0	2.903E+3
581E+0	2.68E+3
582E+0	2.532E+3
583E+0	1.765E+3
584E+0	2.009E+3
585E+0	2.618E+3
586E+0	2.056E+3
587E+0	1.721E+3
588E+0	1.529E+3
589E+0	1.959E+3
590E+0	1.881E+3
591E+0	2.414E+3
592E+0	2.057E+3
593E+0	1.627E+3
594E+0	1.765E+3
595E+0	1.829E+3
596E+0	1.721E+3
597E+0	1.459E+3
598E+0	1.507E+3
599E+0	1.773E+3
600E+0	1.795E+3
601E+0	1.797E+3
602E+0	2.309E+3
603E+0	1.685E+3
604E+0	2.182E+3
605E+0	1.962E+3
606E+0	2.009E+3
607E+0	2.194E+3
608E+0	2.348E+3
609E+0	2.362E+3
610E+0	2.176E+3
611E+0	2.273E+3
612E+0	2.405E+3
613E+0	2.587E+3
614E+0	2.653E+3
615E+0	2.774E+3
616E+0	2.608E+3
617E+0	3.004E+3
618E+0	2.661E+3
619E+0	2.366E+3
620E+0	2.954E+3
621E+0	3.534E+3
622E+0	3.436E+3
623E+0	3.361E+3
624E+0	2.954E+3
625E+0	2.96E+3
626E+0	3.107E+3
627E+0	2.676E+3
628E+0	2.659E+3
629E+0	3.174E+3
630E+0	2.485E+3
631E+0	2.881E+3
632E+0	2.716E+3
633E+0	2.932E+3
634E+0	2.417E+3
635E+0	2.713E+3
636E+0	2.555E+3
637E+0	2.459E+3
638E+0	2.206E+3
639E+0	2.058E+3
640E+0	1.82E+3
641E+0	2.044E+3
642E+0	2.112E+3
643E+0	2.075E+3
644E+0	2.313E+3
645E+0	2.314E+3
646E+0	1.673E+3
647E+0	1.563E+3
648E+0	2.144E+3
649E+0	2.215E+3
650E+0	1.783E+3
651E+0	1.473E+3
652E+0	1.739E+3
653E+0	1.694E+3
654E+0	1.22E+3
655E+0	2.104E+3
656E+0	1.085E+3
657E+0	2.401E+3
658E+0	1.34E+3
659E+0	1.298E+3
660E+0	1.38E+3
661E+0	1.381E+3
662E+0	1.435E+3
663E+0	1.564E+3
664E+0	1.193E+3
665E+0	1.313E+3
666E+0	1.308E+3
667E+0	1.378E+3
668E+0	1.014E+3
669E+0	1.175E+3
670E+0	1.016E+3
671E+0	1.14E+3
672E+0	1.146E+3
673E+0	943E+0
674E+0	844E+0
675E+0	844E+0
676E+0	875E+0
677E+0	1.394E+3
678E+0	836E+0
679E+0	925E+0
680E+0	853E+0
681E+0	833E+0
682E+0	912E+0
683E+0	975E+0
684E+0	855E+0
685E+0	904E+0
686E+0	959E+0
687E+0	872E+0
688E+0	816E+0
689E+0	424E+0
690E+0	609E+0
691E+0	1.41E+3
692E+0	546E+0
693E+0	871E+0
694E+0	431E+0
695E+0	575E+0
696E+0	613E+0
697E+0	626E+0
698E+0	477E+0
699E+0	736E+0
700E+0	457E+0
701E+0	535E+0
702E+0	794E+0
703E+0	363E+0
704E+0	553E+0
705E+0	830E+0
706E+0	366E+0
707E+0	448E+0
708E+0	384E+0
709E+0	440E+0
710E+0	523E+0
711E+0	399E+0
712E+0	446E+0
713E+0	452E+0
