#2018-10-10
#18:15
#Balayage par: Administrateur
#ScanTask Size: 13,13


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
500E+0	500E+0	12.706041381835937E+3	-5.7522838134765625E+3	-58.47077685546875E+3	60.111267672446484E+3
525E+0	500E+0	12.9640029296875E+3	-5.2812109375E+3	-57.61267529296875E+3	59.288930619957937E+3
550E+0	500E+0	12.872904296875E+3	-5.394606201171875E+3	-57.7611435546875E+3	59.423594620864416E+3
575E+0	500E+0	12.769250610351562E+3	-5.5221122436523437E+3	-57.95838818359375E+3	59.604720246517434E+3
600E+0	500E+0	12.665098754882812E+3	-5.6282605590820312E+3	-58.12925732421875E+3	59.758622995877951E+3
625E+0	500E+0	12.581388671875E+3	-5.7075899047851562E+3	-58.28644775390625E+3	59.901404274747569E+3
650E+0	500E+0	12.559929931640625E+3	-5.7566734008789062E+3	-58.39691845703125E+3	60.009096530344504E+3
675E+0	500E+0	12.582137084960937E+3	-5.7772481079101562E+3	-58.44880859375E+3	60.066216827928947E+3
700E+0	500E+0	12.631638793945312E+3	-5.7748570556640625E+3	-58.47071142578125E+3	60.097686060382359E+3
725E+0	500E+0	12.708505615234375E+3	-5.7533162231445312E+3	-58.4643564453125E+3	60.105641298792288E+3
750E+0	500E+0	12.710799072265625E+3	-5.754275390625E+3	-58.46287744140625E+3	60.104779887701916E+3
775E+0	500E+0	12.824770385742187E+3	-5.7026437377929687E+3	-58.411236328125E+3	60.0738530161616E+3
800E+0	500E+0	12.995787719726562E+3	-5.6018933715820312E+3	-58.29335546875E+3	59.98656117844527E+3
500E+0	525E+0	13.034591186523437E+3	-5.5812938232421875E+3	-58.26455517578125E+3	59.965075313718051E+3
525E+0	525E+0	12.806150390625E+3	-5.4965445556640625E+3	-57.927990234375E+3	59.580718620304826E+3
550E+0	525E+0	12.735080932617187E+3	-5.6140831909179687E+3	-58.10945849609375E+3	59.752906236948227E+3
575E+0	525E+0	12.685810791015625E+3	-5.708028076171875E+3	-58.251087890625E+3	59.8890727467209E+3
600E+0	525E+0	12.610671752929687E+3	-5.7950277709960937E+3	-58.38615478515625E+3	60.012956339112294E+3
625E+0	525E+0	12.564234497070312E+3	-5.85214697265625E+3	-58.50007568359375E+3	60.119604675866365E+3
650E+0	525E+0	12.559639282226562E+3	-5.8580036010742187E+3	-58.50150927734375E+3	60.120609842769758E+3
675E+0	525E+0	12.553723266601562E+3	-5.9027250366210937E+3	-58.59477001953125E+3	60.214496972330962E+3
700E+0	525E+0	12.613261962890625E+3	-5.9217952270507812E+3	-58.64911865234375E+3	60.28168574986422E+3
725E+0	525E+0	12.70928857421875E+3	-5.91402197265625E+3	-58.6609912109375E+3	60.312634805587419E+3
750E+0	525E+0	12.867980834960937E+3	-5.8569953002929687E+3	-58.60585009765625E+3	60.287107991160228E+3
775E+0	525E+0	13.05001220703125E+3	-5.7715538940429687E+3	-58.49204443359375E+3	60.207419707199377E+3
