#2021-02-10
#15:05
#Balayage par: lalg1702
#ScanTask Size: 101


#Ind Point(Point)              	Temps Abs(ms)                 	Random Number(Arb)            	Crb 1 Dat(Arb)                
0E+0	3.695832357483E+9	3.695832357483E+9	568.6860774012E-3	0E+0
1E+0	3.695832357486E+9	3.695832357486E+9	508.8452520367E-3	49.5213842439E-3
2E+0	3.695832357495E+9	3.695832357495E+9	174.3854135996E-3	98.54796718603E-3
3E+0	3.695832357674E+9	3.695832357674E+9	670.9671825988E-3	146.5898914157E-3
4E+0	3.695832357682E+9	3.695832357682E+9	382.906238825E-3	193.1671379064E-3
5E+0	3.695832357702E+9	3.695832357702E+9	891.1232650574E-3	237.8143222078E-3
6E+0	3.695832357715E+9	3.695832357715E+9	596.833872348E-3	280.0853444127E-3
7E+0	3.695832357722E+9	3.695832357722E+9	571.0937199255E-3	319.5578464401E-3
8E+0	3.695832357728E+9	3.695832357728E+9	480.3458915542E-3	355.8374320976E-3
9E+0	3.695832357754E+9	3.695832357754E+9	169.2381752932E-3	388.5616077578E-3
10E+0	3.695832357759E+9	3.695832357759E+9	360.2613253332E-3	417.4034042747E-3
11E+0	3.695832357773E+9	3.695832357773E+9	574.4534030764E-3	442.0746439513E-3
12E+0	3.695832357781E+9	3.695832357781E+9	496.6079928678E-3	462.3288199161E-3
13E+0	3.695832357801E+9	3.695832357801E+9	595.5948749011E-3	477.9635591377E-3
14E+0	3.695832357807E+9	3.695832357807E+9	87.33839141878E-3	488.8226444703E-3
15E+0	3.695832357826E+9	3.695832357826E+9	859.6374439108E-3	494.7975755225E-3
16E+0	3.695832357846E+9	3.695832357846E+9	693.9373460611E-3	495.8286527585E-3
17E+0	3.695832357853E+9	3.695832357853E+9	324.633342797E-3	491.9055739953E-3
18E+0	3.695832357873E+9	3.695832357873E+9	570.0855284981E-3	483.0675373391E-3
19E+0	3.695832357879E+9	3.695832357879E+9	455.5787612366E-3	469.4028495307E-3
20E+0	3.695832357905E+9	3.695832357905E+9	368.4924214513E-3	451.0480436137E-3
21E+0	3.695832357913E+9	3.695832357913E+9	202.4306009311E-3	428.1865147416E-3
22E+0	3.695832357936E+9	3.695832357936E+9	984.0374111118E-3	401.0466877538E-3
23E+0	3.695832357942E+9	3.695832357942E+9	40.97054876549E-3	369.8997348305E-3
24E+0	3.695832357956E+9	3.695832357956E+9	389.9934680617E-3	335.0568660293E-3
25E+0	3.695832357966E+9	3.695832357966E+9	465.2256352306E-3	296.8662197778E-3
26E+0	3.695832358005E+9	3.695832358005E+9	36.39496184047E-3	255.7093843892E-3
27E+0	3.695832358009E+9	3.695832358009E+9	87.48886520332E-3	211.997585358E-3
28E+0	3.695832358023E+9	3.695832358023E+9	28.12366103546E-3	166.1675765311E-3
29E+0	3.695832358053E+9	3.695832358053E+9	994.2055520414E-3	118.6772762072E-3
30E+0	3.695832358061E+9	3.695832358061E+9	789.2260307326E-3	70.00119176886E-3
31E+0	3.69583235809E+9	3.69583235809E+9	603.6413172841E-3	20.62567856171E-3
32E+0	3.695832358097E+9	3.695832358097E+9	710.5570818477E-3	-28.95591960768E-3
33E+0	3.695832358113E+9	3.695832358113E+9	614.8524561905E-3	-78.24819979991E-3
34E+0	3.695832358152E+9	3.695832358152E+9	663.0492991403E-3	-126.7586498451E-3
35E+0	3.695832358159E+9	3.695832358159E+9	888.6505333545E-3	-174.002569362E-3
36E+0	3.695832358174E+9	3.695832358174E+9	742.1551022796E-3	-219.5079127233E-3
37E+0	3.6958323582E+9	3.6958323582E+9	541.1538791263E-3	-262.8200055804E-3
38E+0	3.695832358208E+9	3.695832358208E+9	494.8517771417E-3	-303.5060878185E-3
39E+0	3.695832358227E+9	3.695832358227E+9	955.9791264562E-3	-341.1596375529E-3
40E+0	3.695832358233E+9	3.695832358233E+9	71.48410018449E-3	-375.4044329612E-3
41E+0	3.695832358256E+9	3.695832358256E+9	950.1918426019E-3	-405.8983113676E-3
42E+0	3.695832358265E+9	3.695832358265E+9	591.6248752377E-3	-432.336588019E-3
43E+0	3.695832358298E+9	3.695832358298E+9	135.0307357883E-3	-454.4551003943E-3
44E+0	3.695832358306E+9	3.695832358306E+9	974.1449880038E-3	-472.0328476294E-3
45E+0	3.695832358321E+9	3.695832358321E+9	611.3574897985E-3	-484.8941986843E-3
46E+0	3.695832358327E+9	3.695832358327E+9	759.9254331521E-3	-492.9106471906E-3
47E+0	3.695832358345E+9	3.695832358345E+9	245.8454351869E-3	-496.0020954448E-3
48E+0	3.69583235836E+9	3.69583235836E+9	843.1531397086E-3	-494.1376547178E-3
49E+0	3.695832358369E+9	3.695832358369E+9	47.07287402476E-3	-487.3359538851E-3
50E+0	3.695832358393E+9	3.695832358393E+9	78.41474037953E-3	-475.664953293E-3
51E+0	3.6958323584E+9	3.695832358401E+9	324.7753822681E-3	-459.2412657215E-3
52E+0	3.69583235843E+9	3.69583235843E+9	164.9542908072E-3	-438.228991228E-3
53E+0	3.695832358439E+9	3.695832358439E+9	513.9551082063E-3	-412.8380775133E-3
54E+0	3.695832358465E+9	3.695832358465E+9	441.028265411E-3	-383.3222221942E-3
55E+0	3.695832358473E+9	3.695832358473E+9	129.7057051321E-3	-349.9763379404E-3
56E+0	3.695832358494E+9	3.695832358494E+9	756.7642894289E-3	-313.1336058048E-3
57E+0	3.695832358518E+9	3.695832358518E+9	144.4006304741E-3	-273.1621461881E-3
58E+0	3.695832358525E+9	3.695832358525E+9	914.4149603404E-3	-230.4613407021E-3
59E+0	3.695832358539E+9	3.695832358539E+9	700.4845125648E-3	-185.4578416802E-3
60E+0	3.695832358561E+9	3.695832358561E+9	967.7996302753E-3	-138.6013092085E-3
61E+0	3.695832358571E+9	3.695832358571E+9	957.0997550501E-3	-90.35991827067E-3
62E+0	3.695832358592E+9	3.695832358592E+9	255.2120221315E-3	-41.21568089849E-3
63E+0	3.695832358599E+9	3.695832358599E+9	82.41644731536E-3	8.340369933143E-3
64E+0	3.695832358615E+9	3.695832358615E+9	629.8725162335E-3	57.81308654536E-3
