#2020-11-03
#13:38
#Balayage par: dphy-morrislab
#ScanTask Size: 281

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:6; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
560E+0	1.526666666667E+3
560.5E+0	1.645166666667E+3
561E+0	2.1185E+3
561.5E+0	2.214166666667E+3
562E+0	2.5325E+3
562.5E+0	2.781E+3
563E+0	2.977E+3
563.5E+0	3.304666666667E+3
564E+0	3.699E+3
564.5E+0	4.120833333333E+3
565E+0	4.882833333333E+3
565.5E+0	5.136E+3
566E+0	5.6625E+3
566.5E+0	5.382666666667E+3
567E+0	5.88E+3
567.5E+0	5.9315E+3
568E+0	5.859666666667E+3
568.5E+0	6.29E+3
569E+0	6.183666666667E+3
569.5E+0	6.361833333333E+3
570E+0	6.629666666667E+3
570.5E+0	6.6855E+3
571E+0	6.909333333333E+3
571.5E+0	6.836333333333E+3
572E+0	7.082833333333E+3
572.5E+0	7.086E+3
573E+0	7.308666666667E+3
573.5E+0	7.158166666667E+3
574E+0	7.3505E+3
574.5E+0	7.5305E+3
575E+0	7.603E+3
575.5E+0	7.673333333333E+3
576E+0	8.1185E+3
576.5E+0	8.258E+3
577E+0	8.961666666667E+3
577.5E+0	9.178166666667E+3
578E+0	9.494166666667E+3
578.5E+0	9.7815E+3
579E+0	10.28266666667E+3
579.5E+0	9.908833333333E+3
580E+0	10.28E+3
580.5E+0	10.282E+3
581E+0	10.76966666667E+3
581.5E+0	10.46666666667E+3
582E+0	10.631E+3
582.5E+0	10.7955E+3
583E+0	10.333E+3
583.5E+0	10.85933333333E+3
584E+0	10.8585E+3
584.5E+0	10.83416666667E+3
585E+0	11.05716666667E+3
585.5E+0	11.34316666667E+3
586E+0	11.255E+3
586.5E+0	11.33816666667E+3
587E+0	11.0625E+3
587.5E+0	10.73166666667E+3
588E+0	10.80616666667E+3
588.5E+0	10.589E+3
589E+0	11.06266666667E+3
589.5E+0	10.80283333333E+3
590E+0	10.63566666667E+3
590.5E+0	11.20833333333E+3
591E+0	10.745E+3
591.5E+0	10.9065E+3
592E+0	11.25816666667E+3
592.5E+0	10.4295E+3
593E+0	10.8495E+3
593.5E+0	10.4175E+3
594E+0	11.02083333333E+3
594.5E+0	10.897E+3
595E+0	10.60383333333E+3
595.5E+0	10.29633333333E+3
596E+0	10.164E+3
596.5E+0	9.960833333333E+3
597E+0	10.28616666667E+3
597.5E+0	10.61883333333E+3
598E+0	10.04766666667E+3
598.5E+0	10.13783333333E+3
599E+0	9.938333333333E+3
599.5E+0	9.866333333333E+3
600E+0	10.287E+3
600.5E+0	9.965166666667E+3
601E+0	9.965E+3
601.5E+0	10.264E+3
602E+0	10.12783333333E+3
602.5E+0	10.35533333333E+3
603E+0	10.38216666667E+3
603.5E+0	10.67483333333E+3
604E+0	10.63183333333E+3
604.5E+0	10.69783333333E+3
605E+0	10.88983333333E+3
605.5E+0	10.97833333333E+3
606E+0	11.12583333333E+3
606.5E+0	11.781E+3
607E+0	11.964E+3
607.5E+0	11.89183333333E+3
608E+0	12.03983333333E+3
608.5E+0	12.03933333333E+3
609E+0	11.81516666667E+3
609.5E+0	11.81916666667E+3
610E+0	12.73683333333E+3
610.5E+0	12.4345E+3
611E+0	12.943E+3
611.5E+0	13.29966666667E+3
612E+0	12.965E+3
612.5E+0	13.14866666667E+3
613E+0	13.49183333333E+3
613.5E+0	13.28516666667E+3
614E+0	13.257E+3
614.5E+0	14.28466666667E+3
615E+0	13.70133333333E+3
615.5E+0	14.33066666667E+3
616E+0	14.4295E+3
616.5E+0	14.512E+3
617E+0	15.223E+3
617.5E+0	14.88283333333E+3
618E+0	15.532E+3
618.5E+0	15.28866666667E+3
619E+0	15.34033333333E+3
619.5E+0	15.69366666667E+3
620E+0	16.147E+3
620.5E+0	16.90833333333E+3
621E+0	16.2845E+3
621.5E+0	16.624E+3
622E+0	16.6505E+3
622.5E+0	16.233E+3
623E+0	16.8435E+3
623.5E+0	17.2735E+3
624E+0	16.63833333333E+3
624.5E+0	17.04233333333E+3
625E+0	17.336E+3
625.5E+0	17.2925E+3
626E+0	17.3755E+3
626.5E+0	17.0125E+3
627E+0	16.81866666667E+3
627.5E+0	17.04533333333E+3
628E+0	17.286E+3
628.5E+0	17.29833333333E+3
629E+0	17.276E+3
629.5E+0	17.16383333333E+3
630E+0	17.71233333333E+3
630.5E+0	17.28366666667E+3
631E+0	17.08383333333E+3
631.5E+0	17.12933333333E+3
632E+0	16.9115E+3
632.5E+0	16.90966666667E+3
633E+0	16.72366666667E+3
633.5E+0	16.374E+3
634E+0	16.3425E+3
634.5E+0	16.35216666667E+3
635E+0	16.1895E+3
635.5E+0	16.38716666667E+3
636E+0	16.2955E+3
636.5E+0	16.04216666667E+3
637E+0	15.78233333333E+3
637.5E+0	15.551E+3
638E+0	15.42033333333E+3
638.5E+0	15.8095E+3
639E+0	15.47533333333E+3
639.5E+0	15.4095E+3
