#2020-11-04
#17:06
#Balayage par: dphy-morrislab
#ScanTask Size: 76

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:3; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
600E+0	19.776E+3
602E+0	23.38E+3
604E+0	23.201E+3
606E+0	22.965E+3
608E+0	25.878E+3
610E+0	24.856E+3
612E+0	28.515E+3
614E+0	29.949E+3
616E+0	30.478E+3
618E+0	30.99E+3
620E+0	33.527E+3
622E+0	33.099E+3
624E+0	29.989E+3
626E+0	32.134E+3
628E+0	32.972E+3
630E+0	31.853E+3
632E+0	32.007E+3
634E+0	31.376E+3
636E+0	30.821E+3
638E+0	31.164E+3
640E+0	28.121E+3
642E+0	30.218E+3
644E+0	28.383E+3
646E+0	27.306E+3
648E+0	27.069E+3
650E+0	25.45E+3
652E+0	23.196E+3
654E+0	23.453E+3
656E+0	20.347E+3
658E+0	19.237E+3
660E+0	20.504E+3
662E+0	18.114E+3
664E+0	18.7E+3
666E+0	18.614E+3
668E+0	17.681E+3
670E+0	17.254E+3
672E+0	16.956E+3
674E+0	16.74E+3
676E+0	16.421E+3
678E+0	14.896E+3
680E+0	16.109E+3
682E+0	15.497E+3
684E+0	15.376E+3
686E+0	14.227E+3
688E+0	13.933E+3
690E+0	13.275E+3
692E+0	11.686E+3
694E+0	12.858E+3
696E+0	11.985E+3
698E+0	11.589E+3
700E+0	11.191E+3
702E+0	11.842E+3
704E+0	10.202E+3
706E+0	11.006E+3
708E+0	10.767E+3
710E+0	9.02E+3
712E+0	9.725E+3
714E+0	8.997E+3
716E+0	9.378E+3
718E+0	8.34E+3
720E+0	8.755E+3
722E+0	8.109E+3
724E+0	7.216E+3
726E+0	7.062E+3
728E+0	6.959E+3
730E+0	7.058E+3
732E+0	7.048E+3
734E+0	6.699E+3
736E+0	6.545E+3
738E+0	5.666E+3
740E+0	5.607E+3
742E+0	5.127E+3
744E+0	5.566E+3
746E+0	4.873E+3
748E+0	4.834E+3
750E+0	4.881E+3
