#2020-10-30
#10:21
#Balayage par: dphy-morrislab
#ScanTask Size: 31

#Instrument: LSCI332@LSCI332.lvclass Function:Read_InputB&Heater (K,S,%,W); Parameters:*BeforeWait(ms):0*AfterWait(ms):0

#Tools.Time(s)                 	LSCI332.Temp(K)               	LSCI332.Sensor(U)             	LSCI332.Heater(%)             	LSCI332.Heater(W)             
3.686912515056E+9	231.4E+0	715E-3	0E+0	0E+0
3.686912516085E+9	231.4E+0	714.9E-3	0E+0	0E+0
3.686912517116E+9	231.4E+0	714.9E-3	0E+0	0E+0
3.686912518145E+9	231.4E+0	714.9E-3	0E+0	0E+0
3.686912519175E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912520205E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912521235E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912522276E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912523306E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912524336E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912525376E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912526405E+9	231.41E+0	714.9E-3	0E+0	0E+0
3.686912527435E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912528475E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912529506E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912530535E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912531576E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912532606E+9	231.42E+0	714.9E-3	0E+0	0E+0
3.686912533635E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912534675E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912535706E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912536736E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912537776E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912538805E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912539836E+9	231.43E+0	714.9E-3	0E+0	0E+0
3.686912540875E+9	231.44E+0	714.9E-3	0E+0	0E+0
3.686912541906E+9	231.44E+0	714.9E-3	0E+0	0E+0
3.686912542936E+9	231.44E+0	714.9E-3	0E+0	0E+0
3.686912543975E+9	231.44E+0	714.9E-3	0E+0	0E+0
3.686912545005E+9	231.44E+0	714.9E-3	0E+0	0E+0
3.686912546036E+9	231.44E+0	714.9E-3	0E+0	0E+0
