#2018-10-10
#17:18
#Balayage par: Administrateur
#ScanTask Size: 9,9


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
500E+0	500E+0	12.710156005859375E+3	-5.7390052490234375E+3	-58.66785498046875E+3	60.302587377557254E+3
525E+0	500E+0	12.951581909179687E+3	-5.3557249145507812E+3	-57.94548291015625E+3	59.616328943073888E+3
550E+0	500E+0	12.950815673828125E+3	-5.3539734497070312E+3	-57.94477978515625E+3	59.615322513151099E+3
575E+0	500E+0	12.86827734375E+3	-5.4520193481445312E+3	-58.09605078125E+3	59.75339851753135E+3
600E+0	500E+0	12.796947143554687E+3	-5.5402501220703125E+3	-58.23757421875E+3	59.883819692895944E+3
625E+0	500E+0	12.713737182617187E+3	-5.617422607421875E+3	-58.37337109375E+3	60.005379810332088E+3
650E+0	500E+0	12.660703002929687E+3	-5.6721898193359375E+3	-58.48586572265625E+3	60.108768281244826E+3
675E+0	500E+0	12.633509155273437E+3	-5.7132796020507812E+3	-58.57999169921875E+3	60.198529881182185E+3
700E+0	500E+0	12.661273071289062E+3	-5.7396917114257812E+3	-58.637189453125E+3	60.262528411877225E+3
500E+0	525E+0	12.63903271484375E+3	-5.6976663818359375E+3	-58.53608447265625E+3	60.155483778616472E+3
525E+0	525E+0	12.877915771484375E+3	-5.4773928833007812E+3	-58.15638037109375E+3	59.816449304397196E+3
550E+0	525E+0	12.87157666015625E+3	-5.471062744140625E+3	-58.1432587890625E+3	59.801747838794952E+3
575E+0	525E+0	12.8133515625E+3	-5.583553466796875E+3	-58.298861328125E+3	59.950945534666927E+3
600E+0	525E+0	12.756333251953125E+3	-5.677689208984375E+3	-58.4479951171875E+3	60.092667602383888E+3
625E+0	525E+0	12.689556884765625E+3	-5.7503492431640625E+3	-58.58522900390625E+3	60.218940947685754E+3
650E+0	525E+0	12.64195458984375E+3	-5.8114351806640625E+3	-58.699451171875E+3	60.325930039879349E+3
675E+0	525E+0	12.63427099609375E+3	-5.861890625E+3	-58.791515625E+3	60.418783173170319E+3
700E+0	525E+0	12.680569702148437E+3	-5.8797728881835937E+3	-58.8371904296875E+3	60.474657099181881E+3
500E+0	550E+0	12.634263549804687E+3	-5.8414594116210937E+3	-58.7409951171875E+3	60.367642047551919E+3
525E+0	550E+0	12.803461181640625E+3	-5.6281087036132812E+3	-58.3536513671875E+3	60.006277661413449E+3
550E+0	550E+0	12.797437133789062E+3	-5.6181162109375E+3	-58.33508544921875E+3	59.985999454729339E+3
575E+0	550E+0	12.748625244140625E+3	-5.7387367553710937E+3	-58.49064697265625E+3	60.138314705303317E+3
600E+0	550E+0	12.711563842773437E+3	-5.8403716430664062E+3	-58.64088134765625E+3	60.28637699101356E+3
625E+0	550E+0	12.65833984375E+3	-5.9199801025390625E+3	-58.77668603515625E+3	60.415057484881181E+3
650E+0	550E+0	12.629523315429687E+3	-5.9868353881835937E+3	-58.888640625E+3	60.524538201125542E+3
675E+0	550E+0	12.633609130859375E+3	-6.0367534790039062E+3	-58.9817314453125E+3	60.620916957291483E+3
700E+0	550E+0	12.697937622070312E+3	-6.0605089111328125E+3	-59.03046240234375E+3	60.684128086448822E+3
500E+0	575E+0	12.621357299804687E+3	-6.0170408325195312E+3	-58.93418408203125E+3	60.570141401099157E+3
525E+0	575E+0	12.71153857421875E+3	-5.7970460815429687E+3	-58.52789990234375E+3	60.172289832786911E+3
550E+0	575E+0	12.715083251953125E+3	-5.7908890380859375E+3	-58.515056640625E+3	60.159953382155974E+3
575E+0	575E+0	12.679131225585937E+3	-5.9149334716796875E+3	-58.66642626953125E+3	60.31166434622091E+3
600E+0	575E+0	12.6567744140625E+3	-6.0228671875E+3	-58.81626806640625E+3	60.463399123786905E+3
625E+0	575E+0	12.621297241210937E+3	-6.1074483032226562E+3	-58.95500537109375E+3	60.599432492259293E+3
650E+0	575E+0	12.604004272460937E+3	-6.1758919067382812E+3	-59.06773291015625E+3	60.712438479613789E+3
675E+0	575E+0	12.640094604492187E+3	-6.2269986572265625E+3	-59.15253369140625E+3	60.807648896225975E+3
700E+0	575E+0	12.71328857421875E+3	-6.2498750610351562E+3	-59.1963056640625E+3	60.867822386983331E+3
500E+0	600E+0	12.613572143554687E+3	-6.2073311767578125E+3	-59.114330078125E+3	60.762964115255258E+3
525E+0	600E+0	12.62348583984375E+3	-5.9801640014648437E+3	-58.68022021484375E+3	60.319843109663183E+3
