#2020-11-04
#17:11
#Balayage par: dphy-morrislab
#ScanTask Size: 101

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
550E+0	171E+0
552E+0	369E+0
554E+0	613E+0
556E+0	733E+0
558E+0	1.473E+3
560E+0	2.325E+3
562E+0	3.995E+3
564E+0	4.683E+3
566E+0	5.489E+3
568E+0	6.081E+3
570E+0	5.615E+3
572E+0	6.544E+3
574E+0	8.262E+3
576E+0	9.277E+3
578E+0	10.339E+3
580E+0	10.245E+3
582E+0	10.824E+3
584E+0	10.089E+3
586E+0	10.448E+3
588E+0	10.586E+3
590E+0	10.087E+3
592E+0	10.022E+3
594E+0	9.779E+3
596E+0	11.04E+3
598E+0	11.225E+3
600E+0	12.185E+3
602E+0	13.291E+3
604E+0	13.478E+3
606E+0	14.226E+3
608E+0	14.916E+3
610E+0	15.831E+3
612E+0	16.002E+3
614E+0	16.811E+3
616E+0	18.252E+3
618E+0	18.61E+3
620E+0	19.457E+3
622E+0	19.448E+3
624E+0	19.366E+3
626E+0	19.458E+3
628E+0	19.086E+3
630E+0	19.004E+3
632E+0	18.613E+3
634E+0	18.464E+3
636E+0	18.61E+3
638E+0	17.838E+3
640E+0	18.046E+3
642E+0	17.232E+3
644E+0	17.813E+3
646E+0	17.309E+3
648E+0	16.004E+3
650E+0	15.927E+3
652E+0	14.918E+3
654E+0	14.945E+3
656E+0	14.231E+3
658E+0	14.544E+3
660E+0	14.431E+3
662E+0	13.809E+3
664E+0	13.1E+3
666E+0	13.076E+3
668E+0	13.553E+3
670E+0	12.368E+3
672E+0	12.433E+3
674E+0	11.901E+3
676E+0	11.592E+3
678E+0	11.423E+3
680E+0	11.208E+3
682E+0	11.383E+3
684E+0	10.665E+3
686E+0	10.558E+3
688E+0	10.647E+3
690E+0	9.847E+3
692E+0	9.298E+3
694E+0	10.266E+3
696E+0	9.256E+3
698E+0	9.196E+3
700E+0	9.309E+3
702E+0	8.698E+3
704E+0	7.889E+3
706E+0	7.789E+3
708E+0	7.638E+3
710E+0	7.775E+3
712E+0	7.245E+3
714E+0	6.547E+3
716E+0	6.601E+3
718E+0	6.028E+3
720E+0	6.201E+3
722E+0	6.464E+3
724E+0	5.781E+3
726E+0	6.436E+3
728E+0	5.348E+3
730E+0	5.741E+3
732E+0	5.436E+3
734E+0	5.132E+3
736E+0	5.487E+3
738E+0	4.345E+3
740E+0	4.646E+3
742E+0	4.08E+3
744E+0	4.683E+3
746E+0	4.084E+3
748E+0	4.022E+3
750E+0	3.791E+3
