#2020-11-05
#14:38
#Balayage par: dphy-morrislab
#ScanTask Size: 401

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
500E+0	102E+0
500.5E+0	72.5E+0
501E+0	134.5E+0
501.5E+0	75.5E+0
502E+0	45.5E+0
502.5E+0	143E+0
503E+0	41.5E+0
503.5E+0	168.5E+0
504E+0	49E+0
504.5E+0	64E+0
505E+0	180E+0
505.5E+0	146.5E+0
506E+0	67.5E+0
506.5E+0	107.5E+0
507E+0	165.5E+0
507.5E+0	96.5E+0
508E+0	83E+0
508.5E+0	60.5E+0
509E+0	78E+0
509.5E+0	69.5E+0
510E+0	84.5E+0
510.5E+0	60E+0
511E+0	94E+0
511.5E+0	134E+0
512E+0	79E+0
512.5E+0	180.5E+0
513E+0	118E+0
513.5E+0	64E+0
514E+0	86E+0
514.5E+0	137.5E+0
515E+0	38E+0
515.5E+0	64E+0
516E+0	63E+0
516.5E+0	96E+0
517E+0	99.5E+0
517.5E+0	52E+0
518E+0	75.5E+0
518.5E+0	72.5E+0
519E+0	33.5E+0
519.5E+0	35.5E+0
520E+0	48E+0
520.5E+0	80.5E+0
521E+0	116E+0
521.5E+0	51.5E+0
522E+0	45.5E+0
522.5E+0	72E+0
523E+0	36E+0
523.5E+0	78.5E+0
524E+0	58.5E+0
524.5E+0	88E+0
525E+0	48E+0
525.5E+0	44E+0
526E+0	60E+0
526.5E+0	39.5E+0
527E+0	127E+0
527.5E+0	94.5E+0
528E+0	108E+0
528.5E+0	111E+0
529E+0	122.5E+0
529.5E+0	54.5E+0
530E+0	119E+0
530.5E+0	161E+0
531E+0	61.5E+0
531.5E+0	49.5E+0
532E+0	61.5E+0
532.5E+0	109E+0
533E+0	122.5E+0
533.5E+0	150.5E+0
534E+0	34E+0
534.5E+0	127E+0
535E+0	77E+0
535.5E+0	102E+0
536E+0	110.5E+0
536.5E+0	143.5E+0
537E+0	119E+0
537.5E+0	188.5E+0
538E+0	254E+0
538.5E+0	110E+0
539E+0	127.5E+0
539.5E+0	183.5E+0
540E+0	213.5E+0
540.5E+0	347E+0
541E+0	555E+0
541.5E+0	568E+0
542E+0	583.5E+0
542.5E+0	596E+0
543E+0	687.5E+0
543.5E+0	649.5E+0
544E+0	658.5E+0
544.5E+0	592E+0
545E+0	763.5E+0
545.5E+0	705.5E+0
546E+0	583E+0
546.5E+0	662.5E+0
547E+0	504.5E+0
547.5E+0	377.5E+0
548E+0	290E+0
548.5E+0	265.5E+0
549E+0	258E+0
549.5E+0	212E+0
550E+0	208.5E+0
550.5E+0	274E+0
551E+0	264.5E+0
551.5E+0	270.5E+0
552E+0	176E+0
552.5E+0	217.5E+0
553E+0	179E+0
553.5E+0	210.5E+0
554E+0	162.5E+0
554.5E+0	135.5E+0
555E+0	144.5E+0
555.5E+0	229E+0
556E+0	162.5E+0
556.5E+0	127.5E+0
557E+0	170E+0
557.5E+0	178E+0
558E+0	137E+0
558.5E+0	119.5E+0
559E+0	153.5E+0
559.5E+0	251E+0
560E+0	151.5E+0
560.5E+0	210.5E+0
561E+0	287E+0
561.5E+0	97E+0
562E+0	146E+0
562.5E+0	167.5E+0
563E+0	122.5E+0
563.5E+0	166.5E+0
564E+0	159.5E+0
564.5E+0	161.5E+0
565E+0	159.5E+0
565.5E+0	139.5E+0
566E+0	202E+0
566.5E+0	203E+0
567E+0	160E+0
567.5E+0	292E+0
568E+0	123E+0
568.5E+0	107.5E+0
569E+0	320E+0
569.5E+0	221E+0
570E+0	140E+0
570.5E+0	149.5E+0
571E+0	119E+0
571.5E+0	164E+0
572E+0	96E+0
572.5E+0	158.5E+0
573E+0	181E+0
573.5E+0	191E+0
574E+0	97E+0
574.5E+0	89E+0
