#2020-11-03
#11:02
#Balayage par: dphy-morrislab
#ScanTask Size: 61

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
605E+0	9.449E+3
605.5E+0	8.876E+3
606E+0	9.72E+3
606.5E+0	10.1555E+3
607E+0	9.33E+3
607.5E+0	10.1455E+3
608E+0	10.414E+3
608.5E+0	9.7765E+3
609E+0	10.2745E+3
609.5E+0	10.843E+3
610E+0	11.5185E+3
610.5E+0	9.87E+3
611E+0	11.273E+3
611.5E+0	12.275E+3
612E+0	11.915E+3
612.5E+0	11.54E+3
613E+0	11.059E+3
613.5E+0	12.074E+3
614E+0	12.3225E+3
614.5E+0	11.839E+3
615E+0	12.001E+3
615.5E+0	12.576E+3
616E+0	12.1605E+3
616.5E+0	12.1965E+3
617E+0	11.953E+3
617.5E+0	12.7225E+3
618E+0	13.3005E+3
618.5E+0	12.763E+3
619E+0	12.495E+3
619.5E+0	13.2495E+3
620E+0	13.781E+3
620.5E+0	13.361E+3
621E+0	13.6965E+3
621.5E+0	14.302E+3
622E+0	14.1645E+3
622.5E+0	14.388E+3
623E+0	13.0915E+3
623.5E+0	12.755E+3
624E+0	12.952E+3
624.5E+0	12.145E+3
625E+0	13.872E+3
625.5E+0	12.052E+3
626E+0	12.298E+3
626.5E+0	12.637E+3
627E+0	12.279E+3
627.5E+0	12.0145E+3
628E+0	12.4845E+3
628.5E+0	13.008E+3
629E+0	12.4705E+3
629.5E+0	12.5925E+3
630E+0	13.114E+3
630.5E+0	11.826E+3
631E+0	11.5285E+3
631.5E+0	11.004E+3
632E+0	10.791E+3
632.5E+0	11.13E+3
633E+0	11.552E+3
633.5E+0	11.5115E+3
634E+0	11.6375E+3
634.5E+0	10.61E+3
635E+0	10.9295E+3
