#2020-11-04
#15:54
#Balayage par: dphy-morrislab
#ScanTask Size: 91

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
560E+0	835.6666666667E+0
561E+0	677.3333333333E+0
562E+0	580.6666666667E+0
563E+0	636E+0
564E+0	586.3333333333E+0
565E+0	618.6666666667E+0
566E+0	504.3333333333E+0
567E+0	708.6666666667E+0
568E+0	611.3333333333E+0
569E+0	643.6666666667E+0
570E+0	636E+0
571E+0	708.3333333333E+0
572E+0	753E+0
573E+0	838.6666666667E+0
574E+0	715.6666666667E+0
575E+0	665.6666666667E+0
576E+0	665E+0
577E+0	677E+0
578E+0	614.3333333333E+0
579E+0	640.3333333333E+0
580E+0	699.3333333333E+0
581E+0	639.6666666667E+0
582E+0	631E+0
583E+0	603E+0
584E+0	662.6666666667E+0
585E+0	566.6666666667E+0
586E+0	593.6666666667E+0
587E+0	562.3333333333E+0
588E+0	623.6666666667E+0
589E+0	578.3333333333E+0
590E+0	556E+0
591E+0	525.6666666667E+0
592E+0	606E+0
593E+0	557.6666666667E+0
594E+0	626.6666666667E+0
595E+0	606.6666666667E+0
596E+0	552E+0
597E+0	657E+0
598E+0	634.3333333333E+0
599E+0	567E+0
600E+0	561.3333333333E+0
601E+0	561.3333333333E+0
602E+0	704.6666666667E+0
603E+0	691E+0
604E+0	661.3333333333E+0
605E+0	626.3333333333E+0
606E+0	694E+0
607E+0	699.3333333333E+0
608E+0	733.6666666667E+0
609E+0	741E+0
610E+0	745.6666666667E+0
611E+0	729.3333333333E+0
612E+0	819.3333333333E+0
613E+0	821.6666666667E+0
614E+0	798E+0
615E+0	864E+0
616E+0	871.6666666667E+0
617E+0	778E+0
618E+0	760.3333333333E+0
619E+0	981.6666666667E+0
620E+0	803.6666666667E+0
621E+0	741E+0
622E+0	824.6666666667E+0
623E+0	1.023666666667E+3
624E+0	872.3333333333E+0
625E+0	827.3333333333E+0
626E+0	855E+0
627E+0	753E+0
628E+0	778.6666666667E+0
629E+0	735E+0
630E+0	647.6666666667E+0
631E+0	807.3333333333E+0
632E+0	770.3333333333E+0
633E+0	783.6666666667E+0
634E+0	829.3333333333E+0
635E+0	779.3333333333E+0
636E+0	701.3333333333E+0
637E+0	682.6666666667E+0
638E+0	796E+0
639E+0	680.3333333333E+0
640E+0	691E+0
641E+0	689E+0
642E+0	886.3333333333E+0
643E+0	735E+0
644E+0	655E+0
645E+0	702.6666666667E+0
646E+0	686.6666666667E+0
647E+0	795.6666666667E+0
648E+0	771.3333333333E+0
649E+0	682.6666666667E+0
650E+0	761.3333333333E+0
