#2020-08-03
#18:03
#Balayage par: lalg1702
#ScanTask Size: 11,1

#Sweep Count: 1
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0

#Tools.Indice de points(Points)	Tools.Time(ms)                	Tools.SweepNumber(Sweep)      	Tools.Random Number(Arb)      	Tools.Temps Abs(ms)           	Tools.Crb 1 Dat(Arb)          	SR400.Count(ph)               	Calc.Avg(Tools.Crb 1 Dat(Arb))
0E+0	3.679337033501E+9	0E+0	258.7047381739E-3	3.679337034002E+9	0E+0	6E+0	0E+0	0E+0	0E+0
1E+0	3.679337039716E+9	0E+0	874.1180909273E-3	3.679337040217E+9	88.88712093625E-3	6E+0	0E+0	0E+0	88.88712093625E-3
2E+0	3.679337045931E+9	0E+0	844.6847442557E-3	3.679337046433E+9	176.8861111423E-3	6E+0	0E+0	0E+0	176.8861111423E-3
3E+0	3.679337052147E+9	0E+0	975.16041145E-3	3.679337052649E+9	263.1177137966E-3	6E+0	0E+0	0E+0	263.1177137966E-3
4E+0	3.679337058364E+9	0E+0	241.5154410151E-3	3.679337058866E+9	346.7203312297E-3	6E+0	0E+0	0E+0	346.7203312297E-3
5E+0	3.67933706458E+9	0E+0	384.4762814811E-3	3.679337065081E+9	426.8586337238E-3	6E+0	0E+0	0E+0	426.8586337238E-3
6E+0	3.679337070796E+9	0E+0	82.48195347809E-3	3.679337071298E+9	502.7319058503E-3	6E+0	0E+0	0E+0	502.7319058503E-3
7E+0	3.679337077015E+9	0E+0	150.5712664355E-3	3.679337077517E+9	573.5820469547E-3	6E+0	0E+0	0E+0	573.5820469547E-3
8E+0	3.679337083229E+9	0E+0	547.5933799709E-3	3.679337083731E+9	638.7011458469E-3	6E+0	0E+0	0E+0	638.7011458469E-3
9E+0	3.679337089449E+9	0E+0	569.4382580351E-3	3.679337089951E+9	697.4385540164E-3	6E+0	0E+0	0E+0	697.4385540164E-3
10E+0	3.679337095664E+9	0E+0	490.3766905852E-3	3.679337096168E+9	749.2073866966E-3	6E+0	0E+0	0E+0	749.2073866966E-3
