#2020-11-05
#15:06
#Balayage par: dphy-morrislab
#ScanTask Size: 401

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
500E+0	95E+0
500.5E+0	100E+0
501E+0	42.5E+0
501.5E+0	71E+0
502E+0	64E+0
502.5E+0	31.5E+0
503E+0	97E+0
503.5E+0	142.5E+0
504E+0	52.5E+0
504.5E+0	42E+0
505E+0	88.5E+0
505.5E+0	60.5E+0
506E+0	67E+0
506.5E+0	44E+0
507E+0	52.5E+0
507.5E+0	56.5E+0
508E+0	54.5E+0
508.5E+0	102E+0
509E+0	26E+0
509.5E+0	68.5E+0
510E+0	93.5E+0
510.5E+0	112E+0
511E+0	97E+0
511.5E+0	69.5E+0
512E+0	54.5E+0
512.5E+0	44E+0
513E+0	50E+0
513.5E+0	47.5E+0
514E+0	54E+0
514.5E+0	58.5E+0
515E+0	56.5E+0
515.5E+0	44.5E+0
516E+0	109.5E+0
516.5E+0	88.5E+0
517E+0	141.5E+0
517.5E+0	35.5E+0
518E+0	75E+0
518.5E+0	80.5E+0
519E+0	184.5E+0
519.5E+0	49.5E+0
520E+0	54.5E+0
520.5E+0	56E+0
521E+0	38.5E+0
521.5E+0	99E+0
522E+0	40.5E+0
522.5E+0	114E+0
523E+0	59.5E+0
523.5E+0	47E+0
524E+0	34.5E+0
524.5E+0	119.5E+0
525E+0	100E+0
525.5E+0	64E+0
526E+0	34E+0
526.5E+0	30.5E+0
527E+0	100E+0
527.5E+0	92E+0
528E+0	43E+0
528.5E+0	66.5E+0
529E+0	115.5E+0
529.5E+0	74E+0
530E+0	72.5E+0
530.5E+0	45.5E+0
531E+0	52E+0
531.5E+0	104.5E+0
532E+0	67.5E+0
532.5E+0	145.5E+0
533E+0	34.5E+0
533.5E+0	104.5E+0
534E+0	103.5E+0
534.5E+0	93.5E+0
535E+0	59.5E+0
535.5E+0	44E+0
