#2018-02-14
#17:56
#Balayage par: physique
#ScanTask Size: 77

#Échantillon: ; #Matériaux: AlGaAs; 
#Fente d'entrée: 0,000mm; #Fente de sortie: 0,000mm; #Hauteur fente d'entrée: 2 cm; 
#Température: 1000,00°K; #Filtre Entrée: Aucun; #Détecteur: PM Hamamatsu R9268; 
#Source d'excitation: HeCd 325nm; #Puissance Laser: 1000,00mW; #Pre-amplificateur: Aucun; #Réseaux: 250nm; #Autres: ; 

#Longueur d'ondes OR77200: 318,000000
#Sensitivity: 3 V; Vernier Mode: Off; Vernier Value: 50.000; Main Filter: No Filter; Filter Freq (Hz): 1000.000; Filter Mode: Manual;  Line Notch: Off; Reference: Internal; Reference Mode: F; Ref Phase (°): 0.000; Ref Freq (Hz): 921.230; Output Filter: 6dB; Time Constant: 100 ms; Dynamic Res.: Hi Stab; X Offset: Off; X Offset Val %: 0.000; Y Offset: Off; Y Offset Val %: 0.000; Expand: Off; Int Osc (Vrms): 0.100; Int Osc (Hz): 1000.000; Trigger Mode: Asynchronous; Input Mode: Voltage; Ovld Source: Y Channel; 

#OR77200.Long. Ondes(nm)       	EGG5210.Analog In 1(V)        
200E+0	-8,5890000000000004E+0
202E+0	-4,6369999999999996E+0
204E+0	-5,9800000000000004E+0
206E+0	-3,7679999999999998E+0
208E+0	-1,1160000000000001E+0
210E+0	-517,00000000000001E-3
212E+0	-4,3680000000000003E+0
214E+0	-404,00000000000003E-3
216E+0	-3,1259999999999999E+0
218E+0	1,9370000000000001E+0
220E+0	829,99999999999996E-3
222E+0	1,8240000000000001E+0
224E+0	1,802E+0
226E+0	1,5880000000000001E+0
228E+0	1,669E+0
230E+0	1,742E+0
232E+0	1,6419999999999999E+0
234E+0	1,627E+0
236E+0	1,579E+0
238E+0	1,5249999999999999E+0
240E+0	1,536E+0
242E+0	1,486E+0
244E+0	1,5840000000000001E+0
246E+0	1,2809999999999999E+0
248E+0	1,476E+0
250E+0	1,379E+0
252E+0	1,4219999999999999E+0
254E+0	1,355E+0
256E+0	1,4450000000000001E+0
258E+0	1,3520000000000001E+0
260E+0	1,403E+0
262E+0	1,3839999999999999E+0
264E+0	1,3560000000000001E+0
266E+0	1,3879999999999999E+0
268E+0	1,3779999999999999E+0
270E+0	1,363E+0
272E+0	1,3300000000000001E+0
274E+0	1,3009999999999999E+0
276E+0	1,3320000000000001E+0
278E+0	1,3080000000000001E+0
280E+0	1,2929999999999999E+0
282E+0	1,2789999999999999E+0
284E+0	1,286E+0
286E+0	1,2909999999999999E+0
288E+0	1,3009999999999999E+0
290E+0	1,29E+0
292E+0	1,268E+0
294E+0	1,276E+0
296E+0	1,2849999999999999E+0
298E+0	1,254E+0
300E+0	1,27E+0
302E+0	1,268E+0
304E+0	1,266E+0
306E+0	1,222E+0
308E+0	1,2390000000000001E+0
310E+0	1,258E+0
312E+0	1,2589999999999999E+0
314E+0	1,2390000000000001E+0
316E+0	1,226E+0
318E+0	1,248E+0
320E+0	1,284E+0
322E+0	1,169E+0
324E+0	1,1890000000000001E+0
326E+0	1,254E+0
328E+0	1,1779999999999999E+0
330E+0	1,153E+0
332E+0	1,1579999999999999E+0
334E+0	1,153E+0
336E+0	1,137E+0
338E+0	1,095E+0
340E+0	1,1739999999999999E+0
342E+0	1,0349999999999999E+0
344E+0	416,99999999999998E-3
346E+0	171,00000000000001E-3
348E+0	122E-3
350E+0	-2,3130000000000002E+0
352E+0	726,99999999999998E-3
