#2020-11-03
#15:29
#Balayage par: dphy-morrislab
#ScanTask Size: 231

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:5; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
565E+0	1.289E+3
565.5E+0	1.0546E+3
566E+0	1.0802E+3
566.5E+0	1.122E+3
567E+0	1.2306E+3
567.5E+0	1.2158E+3
568E+0	1.0842E+3
568.5E+0	1.109E+3
569E+0	1.2148E+3
569.5E+0	1.2306E+3
570E+0	1.1318E+3
570.5E+0	1.186E+3
571E+0	1.4302E+3
571.5E+0	1.3978E+3
572E+0	1.444E+3
572.5E+0	1.5514E+3
573E+0	1.5196E+3
573.5E+0	1.6792E+3
574E+0	1.5208E+3
574.5E+0	1.6212E+3
575E+0	1.7856E+3
575.5E+0	1.7324E+3
576E+0	1.6926E+3
576.5E+0	1.9618E+3
577E+0	1.8998E+3
577.5E+0	1.8042E+3
578E+0	1.8952E+3
578.5E+0	1.7494E+3
579E+0	2.0788E+3
579.5E+0	1.9176E+3
580E+0	1.838E+3
580.5E+0	1.8388E+3
581E+0	1.9996E+3
581.5E+0	1.9976E+3
582E+0	2.101E+3
582.5E+0	1.9534E+3
583E+0	1.659E+3
583.5E+0	1.8842E+3
584E+0	1.8838E+3
584.5E+0	1.7728E+3
585E+0	2.102E+3
585.5E+0	1.9012E+3
586E+0	1.8758E+3
586.5E+0	1.9738E+3
587E+0	1.874E+3
587.5E+0	1.9464E+3
588E+0	1.9822E+3
588.5E+0	1.9034E+3
589E+0	1.9458E+3
589.5E+0	2.0392E+3
590E+0	1.9574E+3
590.5E+0	1.9316E+3
591E+0	2.0612E+3
591.5E+0	1.8786E+3
592E+0	1.9916E+3
592.5E+0	2.0286E+3
593E+0	2.0004E+3
593.5E+0	1.9762E+3
594E+0	1.8936E+3
594.5E+0	1.8258E+3
595E+0	1.8792E+3
595.5E+0	1.8024E+3
596E+0	1.7786E+3
596.5E+0	1.8322E+3
597E+0	1.9964E+3
597.5E+0	1.9192E+3
598E+0	1.989E+3
598.5E+0	1.8996E+3
599E+0	2.022E+3
599.5E+0	1.8826E+3
600E+0	2.0034E+3
600.5E+0	2.0128E+3
601E+0	1.9602E+3
601.5E+0	2.1242E+3
602E+0	2.146E+3
602.5E+0	2.194E+3
603E+0	2.3082E+3
603.5E+0	2.2422E+3
604E+0	2.3624E+3
604.5E+0	2.3672E+3
605E+0	2.4442E+3
605.5E+0	2.5006E+3
606E+0	2.6216E+3
606.5E+0	2.4518E+3
607E+0	2.5658E+3
607.5E+0	2.6694E+3
608E+0	2.5228E+3
608.5E+0	2.8156E+3
609E+0	2.8152E+3
609.5E+0	2.7776E+3
610E+0	3.0474E+3
610.5E+0	3.0112E+3
611E+0	3.199E+3
611.5E+0	3.2174E+3
612E+0	3.2074E+3
612.5E+0	3.4496E+3
613E+0	3.3534E+3
613.5E+0	3.1072E+3
614E+0	3.2616E+3
614.5E+0	3.4516E+3
615E+0	3.225E+3
615.5E+0	3.491E+3
616E+0	3.3346E+3
616.5E+0	3.296E+3
617E+0	3.4922E+3
617.5E+0	3.717E+3
618E+0	3.8036E+3
618.5E+0	3.9836E+3
619E+0	3.7E+3
619.5E+0	3.8508E+3
620E+0	3.9904E+3
620.5E+0	3.884E+3
621E+0	3.8898E+3
621.5E+0	3.6494E+3
622E+0	3.8608E+3
622.5E+0	3.9732E+3
623E+0	3.9848E+3
623.5E+0	3.8448E+3
624E+0	4.0542E+3
624.5E+0	4.0164E+3
625E+0	3.9322E+3
625.5E+0	4.0096E+3
626E+0	4.1768E+3
626.5E+0	3.903E+3
627E+0	4.2106E+3
627.5E+0	3.9758E+3
628E+0	3.9772E+3
628.5E+0	3.837E+3
629E+0	4.2838E+3
629.5E+0	4.1252E+3
630E+0	3.9258E+3
630.5E+0	4.0152E+3
631E+0	3.9566E+3
631.5E+0	4.0202E+3
632E+0	3.817E+3
632.5E+0	3.978E+3
633E+0	4.0206E+3
633.5E+0	3.9514E+3
634E+0	4.1678E+3
634.5E+0	4.2018E+3
