#2018-10-10
#17:55
#Balayage par: Administrateur
#ScanTask Size: 9,9


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
500E+0	500E+0	12.892028564453125E+3	-7.5295895385742187E+3	-59.65277490234375E+3	61.492708068944419E+3
525E+0	500E+0	12.893499755859375E+3	-5.3914885864257812E+3	-57.811263671875E+3	59.476492589041103E+3
550E+0	500E+0	12.8111015625E+3	-5.492255126953125E+3	-57.96660693359375E+3	59.618932891100972E+3
575E+0	500E+0	12.807003784179687E+3	-5.4850310668945312E+3	-57.961443359375E+3	59.612366315017789E+3
600E+0	500E+0	12.7367626953125E+3	-5.5752726440429687E+3	-58.10059814453125E+3	59.741013143254757E+3
625E+0	500E+0	12.661128051757812E+3	-5.6660891723632812E+3	-58.2673857421875E+3	59.895721093546701E+3
650E+0	500E+0	12.576846557617187E+3	-5.7332017822265625E+3	-58.40748388671875E+3	60.020673653377606E+3
675E+0	500E+0	12.588609252929687E+3	-5.7996198120117187E+3	-58.45353955078125E+3	60.074332982397849E+3
700E+0	500E+0	12.670878295898437E+3	-5.7617786254882812E+3	-58.49398974609375E+3	60.127336131304808E+3
500E+0	525E+0	12.578834594726562E+3	-5.7518917236328125E+3	-58.46028271484375E+3	60.074257881927493E+3
525E+0	525E+0	12.824303344726562E+3	-5.5132556762695312E+3	-58.01175439453125E+3	59.667602207991513E+3
550E+0	525E+0	12.822009155273437E+3	-5.5085140380859375E+3	-58.01604150390625E+3	59.670839603842876E+3
575E+0	525E+0	12.76069384765625E+3	-5.6240562744140625E+3	-58.18237109375E+3	59.830210098536154E+3
600E+0	525E+0	12.683807250976562E+3	-5.7321837158203125E+3	-58.354607421875E+3	59.991646250332327E+3
625E+0	525E+0	12.602672241210937E+3	-5.8319696044921875E+3	-58.5207216796875E+3	60.145777122951884E+3
650E+0	525E+0	12.5810908203125E+3	-5.8936025390625E+3	-58.6538662109375E+3	60.276817294375913E+3
675E+0	525E+0	12.626634155273437E+3	-5.9171422729492187E+3	-58.70973974609375E+3	60.343006658067155E+3
700E+0	525E+0	12.687369262695312E+3	-5.91774267578125E+3	-58.7347998046875E+3	60.380180370773087E+3
500E+0	550E+0	12.583737426757812E+3	-5.8986077270507812E+3	-58.66221142578125E+3	60.28598047951093E+3
525E+0	550E+0	12.808681884765625E+3	-5.5328560791015625E+3	-58.0687529296875E+3	59.721480723132256E+3
550E+0	550E+0	12.748058715820312E+3	-5.6599149780273437E+3	-58.21749267578125E+3	59.865052202849132E+3
575E+0	550E+0	12.691284423828125E+3	-5.7969785766601562E+3	-58.40183837890625E+3	60.045389186927037E+3
600E+0	550E+0	12.632273559570312E+3	-5.9323438110351562E+3	-58.59127392578125E+3	60.230431826862179E+3
625E+0	550E+0	12.57812548828125E+3	-6.0181987915039062E+3	-58.74605078125E+3	60.378199304311143E+3
