#2020-11-05
#13:16
#Balayage par: dphy-morrislab
#ScanTask Size: 401

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:2; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
500E+0	335.5E+0
500.5E+0	440E+0
501E+0	316E+0
501.5E+0	305E+0
502E+0	319E+0
502.5E+0	474E+0
503E+0	343E+0
503.5E+0	350.5E+0
504E+0	493E+0
504.5E+0	381.5E+0
505E+0	344E+0
505.5E+0	379E+0
506E+0	411.5E+0
506.5E+0	399.5E+0
507E+0	394E+0
507.5E+0	502E+0
508E+0	417.5E+0
508.5E+0	366.5E+0
509E+0	425.5E+0
509.5E+0	344E+0
510E+0	421.5E+0
510.5E+0	496.5E+0
511E+0	419E+0
511.5E+0	499E+0
512E+0	468.5E+0
512.5E+0	471.5E+0
513E+0	396E+0
513.5E+0	395.5E+0
514E+0	384E+0
514.5E+0	399E+0
515E+0	399.5E+0
515.5E+0	375.5E+0
516E+0	329.5E+0
516.5E+0	502E+0
517E+0	399E+0
517.5E+0	517.5E+0
518E+0	330E+0
518.5E+0	400.5E+0
519E+0	410.5E+0
519.5E+0	456.5E+0
520E+0	372E+0
520.5E+0	379E+0
521E+0	508E+0
521.5E+0	349.5E+0
522E+0	343.5E+0
522.5E+0	359E+0
523E+0	506.5E+0
523.5E+0	491.5E+0
524E+0	397.5E+0
524.5E+0	481.5E+0
525E+0	641.5E+0
525.5E+0	330E+0
526E+0	410E+0
526.5E+0	415E+0
527E+0	372E+0
527.5E+0	397.5E+0
