#2020-11-05
#11:37
#Balayage par: dphy-morrislab
#ScanTask Size: 301

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
450E+0	91E+0
451E+0	128E+0
452E+0	158E+0
453E+0	105E+0
454E+0	156E+0
455E+0	143E+0
456E+0	201E+0
457E+0	147E+0
458E+0	251E+0
459E+0	264E+0
460E+0	199E+0
461E+0	243E+0
462E+0	198E+0
463E+0	249E+0
464E+0	123E+0
465E+0	173E+0
466E+0	203E+0
467E+0	182E+0
468E+0	163E+0
469E+0	152E+0
470E+0	174E+0
471E+0	213E+0
472E+0	183E+0
473E+0	107E+0
474E+0	221E+0
475E+0	226E+0
476E+0	212E+0
477E+0	182E+0
478E+0	267E+0
479E+0	93E+0
480E+0	160E+0
481E+0	197E+0
482E+0	174E+0
483E+0	295E+0
484E+0	239E+0
485E+0	355E+0
486E+0	289E+0
487E+0	335E+0
488E+0	199E+0
489E+0	213E+0
490E+0	441E+0
491E+0	279E+0
492E+0	263E+0
493E+0	215E+0
494E+0	175E+0
495E+0	256E+0
496E+0	236E+0
497E+0	242E+0
498E+0	245E+0
499E+0	239E+0
500E+0	190E+0
501E+0	172E+0
502E+0	399E+0
503E+0	186E+0
504E+0	238E+0
505E+0	571E+0
506E+0	379E+0
507E+0	456E+0
508E+0	252E+0
509E+0	303E+0
510E+0	246E+0
511E+0	175E+0
512E+0	244E+0
513E+0	327E+0
514E+0	212E+0
515E+0	371E+0
516E+0	336E+0
517E+0	312E+0
