#2020-11-05
#11:08
#Balayage par: dphy-morrislab
#ScanTask Size: 144

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
490E+0	906E+0
492E+0	1.377E+3
494E+0	1.295E+3
496E+0	1.245E+3
498E+0	1.461E+3
500E+0	1.271E+3
502E+0	975E+0
504E+0	1.107E+3
506E+0	1.254E+3
508E+0	1.214E+3
510E+0	1.043E+3
512E+0	1.14E+3
514E+0	1.784E+3
516E+0	1.655E+3
518E+0	1.525E+3
520E+0	1.668E+3
522E+0	1.909E+3
524E+0	1.842E+3
526E+0	1.638E+3
528E+0	1.996E+3
530E+0	2.272E+3
532E+0	2.986E+3
534E+0	2.975E+3
536E+0	2.986E+3
538E+0	2.996E+3
540E+0	3.81E+3
542E+0	5.588E+3
544E+0	5.502E+3
546E+0	5.098E+3
548E+0	4.097E+3
550E+0	3.504E+3
552E+0	4.603E+3
554E+0	4.736E+3
556E+0	4.559E+3
558E+0	4.78E+3
560E+0	4.876E+3
562E+0	4.936E+3
564E+0	5.548E+3
566E+0	5.587E+3
568E+0	6.675E+3
570E+0	4.81E+3
572E+0	5.965E+3
574E+0	6.593E+3
576E+0	6.836E+3
578E+0	7.097E+3
580E+0	7.857E+3
582E+0	8.352E+3
584E+0	9.283E+3
586E+0	8.815E+3
588E+0	8.851E+3
590E+0	9.414E+3
592E+0	10.074E+3
594E+0	9.872E+3
596E+0	10.046E+3
598E+0	9.913E+3
600E+0	11.39E+3
602E+0	11.489E+3
604E+0	12.954E+3
606E+0	14.047E+3
608E+0	15.934E+3
610E+0	19.461E+3
612E+0	20.687E+3
614E+0	21.199E+3
616E+0	21.09E+3
618E+0	20.422E+3
620E+0	23.268E+3
622E+0	23.99E+3
624E+0	25.457E+3
626E+0	24.717E+3
628E+0	24.328E+3
630E+0	24.482E+3
632E+0	26.703E+3
634E+0	25.218E+3
636E+0	23.854E+3
638E+0	25.264E+3
640E+0	24.515E+3
642E+0	24.965E+3
644E+0	23.828E+3
646E+0	24.896E+3
648E+0	24.042E+3
650E+0	23.366E+3
652E+0	24.571E+3
654E+0	22.921E+3
656E+0	23.525E+3
658E+0	23.905E+3
660E+0	23.314E+3
662E+0	21.054E+3
664E+0	21.904E+3
666E+0	22.117E+3
668E+0	20.673E+3
670E+0	21.562E+3
672E+0	21.458E+3
674E+0	21.101E+3
676E+0	20.67E+3
678E+0	21.06E+3
680E+0	20.563E+3
682E+0	18.99E+3
684E+0	18.265E+3
686E+0	19.754E+3
688E+0	18E+3
690E+0	18.072E+3
692E+0	18.125E+3
694E+0	16.57E+3
696E+0	16.968E+3
698E+0	16.941E+3
700E+0	16.998E+3
702E+0	16.359E+3
704E+0	15.478E+3
706E+0	15.192E+3
708E+0	15.787E+3
710E+0	13.527E+3
712E+0	12.766E+3
714E+0	13.179E+3
716E+0	13.003E+3
718E+0	13.361E+3
720E+0	12.675E+3
722E+0	11.884E+3
724E+0	12.023E+3
726E+0	11.821E+3
728E+0	11.94E+3
730E+0	11.688E+3
732E+0	9.672E+3
734E+0	10.228E+3
736E+0	10.991E+3
738E+0	9.628E+3
740E+0	9.703E+3
742E+0	10.226E+3
744E+0	7.914E+3
746E+0	8.329E+3
748E+0	8.012E+3
750E+0	8.472E+3
752E+0	7.787E+3
754E+0	7.756E+3
756E+0	7.388E+3
758E+0	6.332E+3
760E+0	7.009E+3
762E+0	6.511E+3
764E+0	6.642E+3
766E+0	6.268E+3
768E+0	6.444E+3
770E+0	54E+0
772E+0	48E+0
774E+0	204E+0
776E+0	245E+0
