#2020-11-03
#11:26
#Balayage par: dphy-morrislab
#ScanTask Size: 91

#Instrument: Monospec50@Monospec50.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR400@SR400.lvclass Function:Read_Count (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0; NbPeriod:1; Dwell(s)1.000000E-2; T Preset(s)1.000000E+0; Mode:A,B for T Preset

#Monospec50.Position(nm)       	SR400.Compte moy(ph)          
660E+0	6.385E+3
660.5E+0	6.437E+3
661E+0	6.243E+3
661.5E+0	6.821E+3
662E+0	6.018E+3
662.5E+0	6.562E+3
663E+0	5.984E+3
663.5E+0	6.356E+3
664E+0	5.998E+3
664.5E+0	5.516E+3
665E+0	6.334E+3
665.5E+0	5.689E+3
666E+0	5.441E+3
666.5E+0	5.45E+3
667E+0	5.204E+3
667.5E+0	6.038E+3
668E+0	5.485E+3
668.5E+0	5.076E+3
669E+0	5.728E+3
669.5E+0	4.822E+3
670E+0	6.383E+3
670.5E+0	5.876E+3
671E+0	4.95E+3
671.5E+0	5.632E+3
672E+0	5.047E+3
672.5E+0	4.971E+3
673E+0	6.495E+3
673.5E+0	5.183E+3
674E+0	5.452E+3
674.5E+0	5.121E+3
675E+0	5.158E+3
675.5E+0	5.501E+3
676E+0	4.839E+3
676.5E+0	5.161E+3
677E+0	5.291E+3
677.5E+0	5.006E+3
678E+0	5.133E+3
678.5E+0	5.189E+3
679E+0	4.337E+3
679.5E+0	4.734E+3
680E+0	5.057E+3
680.5E+0	4.942E+3
681E+0	5.084E+3
681.5E+0	4.793E+3
682E+0	4.738E+3
682.5E+0	4.979E+3
683E+0	4.392E+3
683.5E+0	4.155E+3
684E+0	4.37E+3
684.5E+0	4.232E+3
685E+0	4.311E+3
685.5E+0	3.516E+3
686E+0	4.327E+3
686.5E+0	3.974E+3
687E+0	4.06E+3
687.5E+0	4.752E+3
688E+0	4.06E+3
688.5E+0	3.785E+3
689E+0	3.818E+3
689.5E+0	4.348E+3
690E+0	4.208E+3
690.5E+0	3.789E+3
691E+0	3.7E+3
691.5E+0	4.235E+3
692E+0	3.73E+3
692.5E+0	4.108E+3
693E+0	3.718E+3
693.5E+0	3.783E+3
694E+0	3.633E+3
694.5E+0	3.426E+3
695E+0	3.639E+3
695.5E+0	3.252E+3
696E+0	3.704E+3
696.5E+0	3.515E+3
697E+0	3.132E+3
697.5E+0	3.625E+3
698E+0	3.313E+3
